parc_name,gmd_sws_total_r,gmd_sws_total_p,gmd_sws_total_fdr,fALFF_sws_total_r,fALFF_sws_total_p,fALFF_sws_total_fdr,fALFF_sws_total_bonferroni,ALFF_sws_total_r,ALFF_sws_total_p,ALFF_sws_total_fdr,Dcwei_sws_total_r,Dcwei_sws_total_p,Dcwei_sws_total_fdr,ReHo_sws_total_r,ReHo_sws_total_p,ReHo_sws_total_fdr,sws_total
17Networks_LH_ContC_pCun_1,-0.014486478757469,0.998830949383938,,-0.213920300754501,0.168584976504628,,,-0.134661804462116,0.172963000938962,,-0.013174198339109,0.62093724483748,,-0.190146362854643,0.139154789987509,,-0.572215897204003
17Networks_LH_ContB_PFClv_1,0.076662207186901,0.237457272351094,,-0.152614078209149,0.47245526034571,,,0.072963335230397,0.113283831482212,,0.048305849814791,0.884922460600148,,0.018539014547829,0.30316593455561,,0.081222660560498
17Networks_LH_ContA_PFCl_2,0.027383122473691,0.998248290235192,,-0.174273721127198,0.129233531322467,,,0.081397825414398,0.173589056099065,,-0.012928102207834,0.576695776695915,,-0.056361941086032,0.304717264103267,,-0.151926986364683
17Networks_LH_ContA_PFCl_1,-0.051551058931459,0.513785542505494,,-0.213348482954225,0.073130755923706,,,0.121215680434945,0.896680875569343,,-0.104534777103644,0.256930919972744,,-0.089267536493922,0.551614701753441,,-0.473159776925974
17Networks_LH_ContA_IPS_1,0.039458040928815,0.104846795553461,,-0.137448174086638,0.028279065876049,0.041519553367147,,0.159625496492742,0.825742215947052,,-0.038322103394226,0.665610143122045,,-0.038488377586103,0.875070796729563,,-0.068126113562127
17Networks_LH_LimbicA_TempPole_2,0.126601491035375,0.38500987725024,,0.068143070913268,0.005986398559408,0.027869800286828,,0.004987866238588,0.174161352852917,,-0.153589580434077,0.198028221078942,,-0.155706442679239,0.577768722139384,,-0.244667971614803
17Networks_LH_LimbicA_TempPole_1,0.079378654499872,0.897178223463612,,0.267490927778051,0.017482355845332,0.035628445120417,,0.136872752751097,0.177988634886155,,0.02136699098045,0.996048716266193,,0.020732608824854,0.985875814635363,,0.532266684541179
17Networks_LH_LimbicB_OFC_1,0.102743475096217,0.031331561657692,0.043235049428021,0.053973330926291,0.557338787039639,,,0.014896936604219,0.835649646218448,,0.010148557273936,0.553595775422661,,-0.058843104554663,0.37959573747628,,0.128120363179301
17Networks_LH_SalVentAttnB_PFCmp_1,0.005949533790907,0.744942072266092,,-0.233666795156716,0.025271382807619,0.041177301859391,,-0.091710287329977,0.693630671794527,,-0.146330335898846,0.326086428747956,,-0.143244256332151,0.139278393658326,,-0.762102928724688
17Networks_LH_SalVentAttnB_PFCl_1,-0.029571481677147,0.184420540218092,,-0.249916404479616,0.026378587295368,0.041309255498928,,0.057886709606527,0.414903723785566,,-0.050796431330899,0.768510341706589,,-0.061513415370988,0.858962701674574,,-0.398254924863397
17Networks_LH_SalVentAttnA_FrMed_1,0.085967040477986,0.45639102110536,,-0.147907580079252,0.806595497672593,,,0.011788811802011,0.638192415387608,,-0.120605598956357,0.004878275490213,0.026109301883924,-0.077321872457844,0.850866901378016,,-0.361093149258943
17Networks_LH_SalVentAttnA_ParMed_1,0.095220577491722,0.161665247728812,,0.077605193530636,0.622844151223411,,,-0.056110883477714,0.67684548863292,,-0.240809983096207,0.0277345340342,0.041309255498928,-0.003713742057702,0.809762305537749,,-0.374908768241964
17Networks_LH_SalVentAttnA_Ins_2,0.083596457585495,0.346694102552515,,0.028302317770713,0.690408576771195,,,0.048710189281219,0.003443967239454,0.021335797044423,-0.017544877093554,0.40556288282013,,-0.091940083230336,0.993932159623975,,0.040309462195014
17Networks_LH_SalVentAttnA_Ins_1,0.084952732245718,0.088163505608152,,0.395468016629105,3.98910654334911E-05,0.005066165310053,0.010132330620107,-0.060229307763919,0.82640333342478,,0.148347713819213,0.104109343551645,,0.183694320649974,0.226003985382685,,0.899488236482003
17Networks_LH_SalVentAttnA_ParOper_1,0.108694685995503,0.093558042756986,,0.138581942917312,0.081097048220838,,,0.008711769370086,0.979337016410206,,-0.123066969312259,0.046427026413817,0.048666690964411,0.012036801668055,0.756784649308844,,0.030488637367567
17Networks_LH_DorsAttnB_FEF_1,-0.044002899704566,0.70656667971857,,-0.090522249747153,0.393191005934571,,,0.148308773966368,0.0358161790834,0.04447808578329,-0.064689746591185,0.499992332842865,,0.052191583317411,0.941705261938215,,-0.073341603283716
17Networks_LH_DorsAttnB_PostC_3,0.131613938453609,0.754229911619452,,-0.092529049909521,0.683507480105095,,,0.089567501146438,0.102506273128135,,-0.022130840272791,0.208964658378792,,-0.086015194685446,0.481564144677164,,-0.014445096256205
17Networks_LH_DorsAttnB_PostC_2,0.054496289226038,0.519597933837763,,-0.133726832969098,0.010501719292965,0.031381608240155,,0.118787405496932,0.774615015924248,,-0.0503657654938,0.13633567052733,,-0.172576381675162,0.781349705418639,,-0.267296402231065
17Networks_LH_DorsAttnB_PostC_1,-0.012378481523816,0.929116309608063,,-0.192720717106827,0.073759548047026,,,0.032680966676583,0.908875864679553,,-0.179456907708006,0.017457759852212,0.035628445120417,-0.08365888175522,0.716901069258701,,-0.614413302201472
17Networks_LH_DorsAttnA_SPL_1,-0.066525079213336,0.76169816624086,,-0.154532427978013,0.284515244164781,,,-0.011639067305168,0.185448434951488,,-0.011636017963624,0.123814481661597,,-0.142757200407775,0.460264922219613,,-0.403640354925477
17Networks_LH_DorsAttnA_ParOcc_1,-0.012507026619005,0.474698175094952,,-0.012123502573459,0.864791263251249,,,0.066692993462719,0.178138908895158,,-0.131710299787611,0.075673649798447,,0.009980740283465,0.097052813126699,,-0.211359119088222
17Networks_LH_DorsAttnA_TempOcc_1,0.075180166051771,0.403999349371544,,-0.052753410963172,0.654512797819388,,,-0.084332313661845,0.743077249828316,,-0.1404520162449,0.193475403935699,,-0.0647620333593,0.316117484147979,,-0.402305673090885
17Networks_LH_SomMotB_Cent_1,0.039406313134967,0.8659755976661,,-0.206128311672452,0.124442992913832,,,0.062324913495181,0.074206756362621,,-0.061121288449985,0.696030931257789,,-0.036587226416311,0.498032354260371,,-0.264137646204837
17Networks_LH_SomMotB_S2_2,-0.017915953099049,0.148626952918691,,0.195806908653581,0.007293467324657,0.0292415330267,,0.012886745654897,0.114314125581675,,-0.120487843582935,0.758469926342657,,0.043886397265523,0.655897927475087,,-0.016174488937285
17Networks_LH_SomMotB_S2_1,0.111587677858876,0.997584905899779,,0.185652678358621,0.252382460922674,,,0.070303647540027,0.840215470190963,,-0.11386135727276,0.685632692013682,,0.139840799569087,0.746159973128626,,0.285358187894693
17Networks_LH_SomMotB_Aud_1,0.085572264026363,0.948694864591528,,0.20840154440632,0.002104951150186,0.016676536868844,,0.096384730725022,0.206961371300741,,-0.108857549136764,0.988118876891977,,0.179360411293932,0.585759910839959,,0.369961177646317
17Networks_LH_SomMotA_2,0.089411825666915,0.690822241013032,,-0.01607652075497,0.765942873297138,,,0.113371436822432,0.068631948134729,,-0.048689568903115,0.704552838146913,,0.031695873224672,0.471779679616092,,0.100272947730743
17Networks_LH_SomMotA_1,0.019139877555297,0.332089011266014,,0.064222201930888,0.025466192566342,0.041200082241088,,0.220343650505866,0.021424493205703,0.03859447712233,0.00056283112842,0.954213699167124,,0.127455065961245,0.075411966528578,,0.424243856906164
17Networks_LH_VisPeri_ExStrSup_1,-0.122508778099806,0.117184261061039,,0.039309804146119,0.359590754965317,,,0.031106926549671,0.253588300804829,,-0.080061555360229,0.41570513241589,,-0.051277136581921,0.312850904679753,,-0.267064508646798
17Networks_LH_VisPeri_StriCal_1,0.081024840598657,0.757334848061202,,0.03531519641634,0.547327631886535,,,-0.05618294458168,0.566767245755212,,-0.060830929246261,0.376880444456004,,-0.013428658311504,0.377031482448881,,-0.050351566942468
17Networks_LH_VisPeri_ExStrInf_1,-0.054397031351801,0.511626096708024,,0.053277393830851,0.466505579164115,,,-0.045122041646599,0.691101712536222,,-0.066698030382009,0.613618646473579,,-0.034671231601929,0.309660978824693,,-0.186523305059711
17Networks_LH_VisCent_ExStr_3,-0.103074523362652,0.118886893546223,,-0.039810121394726,0.329462845128547,,,0.041605245729738,0.512590180662313,,-0.023726294435645,0.557155884391914,,-0.04106534711373,0.316511078090268,,-0.192193610866565
17Networks_LH_VisCent_Striate_1,-0.007012338021802,0.970151264220367,,0.123683541251224,0.036761356482439,0.04447808578329,,-0.074977719564134,0.265037099587754,,-0.053550145878101,0.714921774365463,,-0.005421815829734,0.228274072791971,,-0.072427576954506
17Networks_LH_VisCent_ExStr_2,0.068882461028562,0.643858238129543,,0.091389822300171,0.530513952626106,,,0.014580458434004,0.829109026519859,,0.010240826548666,0.419649922025058,,0.045321391191091,0.783783430643821,,0.237554982822509
17Networks_LH_VisCent_ExStr_1,0.051217333971753,0.454821223897299,,0.077729786063951,0.689949732145733,,,0.050352814796425,0.269193320593994,,-0.000396370872536,0.598288218421588,,0.027805454241202,0.771909465100206,,0.199406908268725
total_significant_values,153,153,4,153,153,55,5,153,153,15,153,153,11,153,153,4,153
