,parcel_name,zALFF_sws_total_r,zDCbin_sws_total_r,zDCwei_sws_total_r,zfALFF_sws_total_r,zReHo_sws_total_r,gmd_sws_total_r,sws_total
17Networks_RH_DefaultA_PFCm_4,zReHo_17Networks_RH_DefaultA_PFCm_4gmd_17Networks_RH_DefaultA_PFCm_4zfALFF_17Networks_RH_DefaultA_PFCm_4zALFF_17Networks_RH_DefaultA_PFCm_4zDCwei_17Networks_RH_DefaultA_PFCm_4zDCbin_17Networks_RH_DefaultA_PFCm_4,0.15074173144261,0.06093187318965,0.057611109438105,-0.243235987374655,0.019725425200151,-0.068227680341359,-0.022453528445498014
17Networks_RH_DefaultA_PFCm_3,zReHo_17Networks_RH_DefaultA_PFCm_3gmd_17Networks_RH_DefaultA_PFCm_3zfALFF_17Networks_RH_DefaultA_PFCm_3zALFF_17Networks_RH_DefaultA_PFCm_3zDCwei_17Networks_RH_DefaultA_PFCm_3zDCbin_17Networks_RH_DefaultA_PFCm_3,0.152490983718472,0.06159993498558,0.073521928921062,-0.149514700874637,0.000132043887708,-0.07175317398258,0.066477016655605
17Networks_RH_DefaultA_PFCm_2,zReHo_17Networks_RH_DefaultA_PFCm_2gmd_17Networks_RH_DefaultA_PFCm_2zfALFF_17Networks_RH_DefaultA_PFCm_2zALFF_17Networks_RH_DefaultA_PFCm_2zDCwei_17Networks_RH_DefaultA_PFCm_2zDCbin_17Networks_RH_DefaultA_PFCm_2,0.094301275801928,-0.006296845785797,-0.005513226486759,-0.112506702184744,-0.015202465737626,-0.046114407026132,-0.09133237141913002
17Networks_RH_DefaultA_PFCm_1,zReHo_17Networks_RH_DefaultA_PFCm_1gmd_17Networks_RH_DefaultA_PFCm_1zfALFF_17Networks_RH_DefaultA_PFCm_1zALFF_17Networks_RH_DefaultA_PFCm_1zDCwei_17Networks_RH_DefaultA_PFCm_1zDCbin_17Networks_RH_DefaultA_PFCm_1,0.01998519792557,0.147857731123698,0.171174180225986,0.00823967054763,0.001266257040316,-0.098827085775775,0.24969595108742498
17Networks_RH_DefaultA_pCunPCC_5,zReHo_17Networks_RH_DefaultA_pCunPCC_5gmd_17Networks_RH_DefaultA_pCunPCC_5zfALFF_17Networks_RH_DefaultA_pCunPCC_5zALFF_17Networks_RH_DefaultA_pCunPCC_5zDCwei_17Networks_RH_DefaultA_pCunPCC_5zDCbin_17Networks_RH_DefaultA_pCunPCC_5,-0.000942678379623,-0.007355792953468,-0.000523061178766,-0.142670052490437,0.035226233390938,0.173072949873088,0.05680759826173201
17Networks_RH_DefaultA_pCunPCC_4,zReHo_17Networks_RH_DefaultA_pCunPCC_4gmd_17Networks_RH_DefaultA_pCunPCC_4zfALFF_17Networks_RH_DefaultA_pCunPCC_4zALFF_17Networks_RH_DefaultA_pCunPCC_4zDCwei_17Networks_RH_DefaultA_pCunPCC_4zDCbin_17Networks_RH_DefaultA_pCunPCC_4,0.073678900610755,0.013277394107008,0.020217009702846,-0.042236297474104,0.075445587139935,-0.070085443810779,0.070297150275661
17Networks_RH_DefaultA_pCunPCC_3,zReHo_17Networks_RH_DefaultA_pCunPCC_3gmd_17Networks_RH_DefaultA_pCunPCC_3zfALFF_17Networks_RH_DefaultA_pCunPCC_3zALFF_17Networks_RH_DefaultA_pCunPCC_3zDCwei_17Networks_RH_DefaultA_pCunPCC_3zDCbin_17Networks_RH_DefaultA_pCunPCC_3,0.131698285823778,0.045482802409986,0.064963952771446,-0.044481721256102,-0.037648114978813,0.043952864614697,0.20396806938499198
17Networks_RH_DefaultA_pCunPCC_2,zReHo_17Networks_RH_DefaultA_pCunPCC_2gmd_17Networks_RH_DefaultA_pCunPCC_2zfALFF_17Networks_RH_DefaultA_pCunPCC_2zALFF_17Networks_RH_DefaultA_pCunPCC_2zDCwei_17Networks_RH_DefaultA_pCunPCC_2zDCbin_17Networks_RH_DefaultA_pCunPCC_2,0.1106867973368,0.031393691408307,0.03067923995482,-0.126770077230855,0.026993970098932,0.065250197087906,0.13823381865591
17Networks_RH_DefaultA_pCunPCC_1,zReHo_17Networks_RH_DefaultA_pCunPCC_1gmd_17Networks_RH_DefaultA_pCunPCC_1zfALFF_17Networks_RH_DefaultA_pCunPCC_1zALFF_17Networks_RH_DefaultA_pCunPCC_1zDCwei_17Networks_RH_DefaultA_pCunPCC_1zDCbin_17Networks_RH_DefaultA_pCunPCC_1,0.07754184130886,0.054430549054909,0.079052468904591,-0.059935993428161,0.134555336298963,0.126613090819214,0.412257292958376
17Networks_RH_DefaultA_PFCd_2,zReHo_17Networks_RH_DefaultA_PFCd_2gmd_17Networks_RH_DefaultA_PFCd_2zfALFF_17Networks_RH_DefaultA_PFCd_2zALFF_17Networks_RH_DefaultA_PFCd_2zDCwei_17Networks_RH_DefaultA_PFCd_2zDCbin_17Networks_RH_DefaultA_PFCd_2,0.077412201290148,-0.031002276537285,-0.02023914914587,-0.208223594812147,-0.033602907703457,-0.175333911850063,-0.39098963875867393
17Networks_RH_DefaultA_PFCd_1,zReHo_17Networks_RH_DefaultA_PFCd_1gmd_17Networks_RH_DefaultA_PFCd_1zfALFF_17Networks_RH_DefaultA_PFCd_1zALFF_17Networks_RH_DefaultA_PFCd_1zDCwei_17Networks_RH_DefaultA_PFCd_1zDCbin_17Networks_RH_DefaultA_PFCd_1,0.192916504844288,-0.036577009091928,-0.023646069302016,-0.299031625033686,-0.030905991512254,0.031433569588091,-0.16581062050750506
17Networks_RH_DefaultA_IPL_2,zReHo_17Networks_RH_DefaultA_IPL_2gmd_17Networks_RH_DefaultA_IPL_2zfALFF_17Networks_RH_DefaultA_IPL_2zALFF_17Networks_RH_DefaultA_IPL_2zDCwei_17Networks_RH_DefaultA_IPL_2zDCbin_17Networks_RH_DefaultA_IPL_2,0.051208315518132,-0.072832545158719,-0.057732347805822,-0.118636335129266,-0.211221536709248,-0.010116184101202,-0.419330633386125
17Networks_RH_DefaultA_IPL_1,zReHo_17Networks_RH_DefaultA_IPL_1gmd_17Networks_RH_DefaultA_IPL_1zfALFF_17Networks_RH_DefaultA_IPL_1zALFF_17Networks_RH_DefaultA_IPL_1zDCwei_17Networks_RH_DefaultA_IPL_1zDCbin_17Networks_RH_DefaultA_IPL_1,-0.148710684224207,-0.144702468870955,-0.106301773806277,-0.224255833493966,-0.166359651625157,-0.121484810975525,-0.911815222996087
17Networks_RH_DefaultA_Temp_1,zReHo_17Networks_RH_DefaultA_Temp_1gmd_17Networks_RH_DefaultA_Temp_1zfALFF_17Networks_RH_DefaultA_Temp_1zALFF_17Networks_RH_DefaultA_Temp_1zDCwei_17Networks_RH_DefaultA_Temp_1zDCbin_17Networks_RH_DefaultA_Temp_1,-0.130218225960083,-0.095356058481343,-0.096880650144302,-0.141398595288298,-0.11267994407062,0.021198981816941,-0.555334492127705
17Networks_RH_ContC_Cingp_2,zReHo_17Networks_RH_ContC_Cingp_2gmd_17Networks_RH_ContC_Cingp_2zfALFF_17Networks_RH_ContC_Cingp_2zALFF_17Networks_RH_ContC_Cingp_2zDCwei_17Networks_RH_ContC_Cingp_2zDCbin_17Networks_RH_ContC_Cingp_2,0.077307599112545,-0.197429812072518,-0.165672696718119,-0.086798878680737,0.034642299367802,-0.107723989594191,-0.44567547858521794
17Networks_RH_ContC_Cingp_1,zReHo_17Networks_RH_ContC_Cingp_1gmd_17Networks_RH_ContC_Cingp_1zfALFF_17Networks_RH_ContC_Cingp_1zALFF_17Networks_RH_ContC_Cingp_1zDCwei_17Networks_RH_ContC_Cingp_1zDCbin_17Networks_RH_ContC_Cingp_1,0.086026592183174,-0.072853339631078,-0.059861513165029,-0.156578339365315,0.118503997098247,0.048790144215266,-0.03597245866473501
17Networks_RH_ContC_pCun_5,zReHo_17Networks_RH_ContC_pCun_5gmd_17Networks_RH_ContC_pCun_5zfALFF_17Networks_RH_ContC_pCun_5zALFF_17Networks_RH_ContC_pCun_5zDCwei_17Networks_RH_ContC_pCun_5zDCbin_17Networks_RH_ContC_pCun_5,-0.010695231063518,-0.027538196165646,-0.020424186145182,-0.057886399544446,0.162057118758118,-0.027657635536714,0.017855470302612027
17Networks_RH_ContC_pCun_4,zReHo_17Networks_RH_ContC_pCun_4gmd_17Networks_RH_ContC_pCun_4zfALFF_17Networks_RH_ContC_pCun_4zALFF_17Networks_RH_ContC_pCun_4zDCwei_17Networks_RH_ContC_pCun_4zDCbin_17Networks_RH_ContC_pCun_4,-0.047299116927203,0.005184084279036,0.027727654973262,-0.200099430211639,-0.055429109249052,0.078629460137766,-0.19128645699783
17Networks_RH_ContC_pCun_3,zReHo_17Networks_RH_ContC_pCun_3gmd_17Networks_RH_ContC_pCun_3zfALFF_17Networks_RH_ContC_pCun_3zALFF_17Networks_RH_ContC_pCun_3zDCwei_17Networks_RH_ContC_pCun_3zDCbin_17Networks_RH_ContC_pCun_3,0.17122863273165,-0.100898614802012,-0.097112048752053,-0.130406738409312,0.175941405331971,0.020412522018508,0.039165158118752
17Networks_RH_ContC_pCun_2,zReHo_17Networks_RH_ContC_pCun_2gmd_17Networks_RH_ContC_pCun_2zfALFF_17Networks_RH_ContC_pCun_2zALFF_17Networks_RH_ContC_pCun_2zDCwei_17Networks_RH_ContC_pCun_2zDCbin_17Networks_RH_ContC_pCun_2,0.009653684273461,0.085754790060017,0.086201729411169,-0.193711189796819,0.070057487704499,-0.181273351028137,-0.12331684937580996
17Networks_RH_ContC_pCun_1,zReHo_17Networks_RH_ContC_pCun_1gmd_17Networks_RH_ContC_pCun_1zfALFF_17Networks_RH_ContC_pCun_1zALFF_17Networks_RH_ContC_pCun_1zDCwei_17Networks_RH_ContC_pCun_1zDCbin_17Networks_RH_ContC_pCun_1,-0.028533084081105,-0.047000555604785,-0.03150787083877,-0.155248345076567,0.003140875993253,0.065423227818159,-0.19372575178981502
17Networks_RH_ContB_PFCmp_1,zReHo_17Networks_RH_ContB_PFCmp_1gmd_17Networks_RH_ContB_PFCmp_1zfALFF_17Networks_RH_ContB_PFCmp_1zALFF_17Networks_RH_ContB_PFCmp_1zDCwei_17Networks_RH_ContB_PFCmp_1zDCbin_17Networks_RH_ContB_PFCmp_1,0.0785235471794,-0.020837705654547,-0.020789249620495,-0.251397972740542,-0.031214886499288,0.01944422677727,-0.22627204055820202
17Networks_RH_ContB_PFClv_4,zReHo_17Networks_RH_ContB_PFClv_4gmd_17Networks_RH_ContB_PFClv_4zfALFF_17Networks_RH_ContB_PFClv_4zALFF_17Networks_RH_ContB_PFClv_4zDCwei_17Networks_RH_ContB_PFClv_4zDCbin_17Networks_RH_ContB_PFClv_4,0.055680308525282,-0.007694088965657,0.007512767448845,-0.251877174402256,0.007571238760414,-0.04101219349752,-0.229819142130892
17Networks_RH_ContB_PFClv_3,zReHo_17Networks_RH_ContB_PFClv_3gmd_17Networks_RH_ContB_PFClv_3zfALFF_17Networks_RH_ContB_PFClv_3zALFF_17Networks_RH_ContB_PFClv_3zDCwei_17Networks_RH_ContB_PFClv_3zDCbin_17Networks_RH_ContB_PFClv_3,0.186150983802345,0.009917514253525,0.026009249717759,-0.059153826743161,0.032377213684828,-0.159894966802166,0.035406167913130004
17Networks_RH_ContB_PFClv_2,zReHo_17Networks_RH_ContB_PFClv_2gmd_17Networks_RH_ContB_PFClv_2zfALFF_17Networks_RH_ContB_PFClv_2zALFF_17Networks_RH_ContB_PFClv_2zDCwei_17Networks_RH_ContB_PFClv_2zDCbin_17Networks_RH_ContB_PFClv_2,0.116258233588426,0.008939835489566,0.037041346993469,0.057582623915777,0.092187220041513,-0.124154139725223,0.18785512030352802
17Networks_RH_ContB_PFClv_1,zReHo_17Networks_RH_ContB_PFClv_1gmd_17Networks_RH_ContB_PFClv_1zfALFF_17Networks_RH_ContB_PFClv_1zALFF_17Networks_RH_ContB_PFClv_1zDCwei_17Networks_RH_ContB_PFClv_1zDCbin_17Networks_RH_ContB_PFClv_1,0.081650375583085,0.066014944697872,0.080218343651941,0.004273272500244,0.016602999864152,-0.105141585742507,0.143618350554787
17Networks_RH_ContB_PFCld_4,zReHo_17Networks_RH_ContB_PFCld_4gmd_17Networks_RH_ContB_PFCld_4zfALFF_17Networks_RH_ContB_PFCld_4zALFF_17Networks_RH_ContB_PFCld_4zDCwei_17Networks_RH_ContB_PFCld_4zDCbin_17Networks_RH_ContB_PFCld_4,-0.003196539941947,-0.103259389143874,-0.128891979208947,-0.171232460755688,-0.049115752638882,-0.026053090207194,-0.48174921189653197
17Networks_RH_ContB_PFCld_3,zReHo_17Networks_RH_ContB_PFCld_3gmd_17Networks_RH_ContB_PFCld_3zfALFF_17Networks_RH_ContB_PFCld_3zALFF_17Networks_RH_ContB_PFCld_3zDCwei_17Networks_RH_ContB_PFCld_3zDCbin_17Networks_RH_ContB_PFCld_3,-0.067786053031053,-0.079013921110313,-0.097391999595089,-0.222025914018639,0.174860912833384,-0.005377144737212,-0.29673411965892205
17Networks_RH_ContB_PFCld_2,zReHo_17Networks_RH_ContB_PFCld_2gmd_17Networks_RH_ContB_PFCld_2zfALFF_17Networks_RH_ContB_PFCld_2zALFF_17Networks_RH_ContB_PFCld_2zDCwei_17Networks_RH_ContB_PFCld_2zDCbin_17Networks_RH_ContB_PFCld_2,0.021501144209946,-0.095787719823501,-0.117834836179053,-0.147267003316249,0.02627000721508,-0.025296211764536,-0.338414619658313
17Networks_RH_ContB_PFCld_1,zReHo_17Networks_RH_ContB_PFCld_1gmd_17Networks_RH_ContB_PFCld_1zfALFF_17Networks_RH_ContB_PFCld_1zALFF_17Networks_RH_ContB_PFCld_1zDCwei_17Networks_RH_ContB_PFCld_1zDCbin_17Networks_RH_ContB_PFCld_1,0.003096465113367,-0.073475561753646,-0.077981827071824,-0.24529484505087,-0.038441237675985,-0.053268739498201,-0.48536574593715903
17Networks_RH_ContB_IPL_4,zReHo_17Networks_RH_ContB_IPL_4gmd_17Networks_RH_ContB_IPL_4zfALFF_17Networks_RH_ContB_IPL_4zALFF_17Networks_RH_ContB_IPL_4zDCwei_17Networks_RH_ContB_IPL_4zDCbin_17Networks_RH_ContB_IPL_4,0.164713040984062,0.010702270781032,0.035553195892694,-0.054177894213783,0.037459319894095,0.038322951334896,0.232572884672996
17Networks_RH_ContB_IPL_3,zReHo_17Networks_RH_ContB_IPL_3gmd_17Networks_RH_ContB_IPL_3zfALFF_17Networks_RH_ContB_IPL_3zALFF_17Networks_RH_ContB_IPL_3zDCwei_17Networks_RH_ContB_IPL_3zDCbin_17Networks_RH_ContB_IPL_3,-0.027953026591802,-0.158176844444292,-0.151224098753156,-0.188221749573756,0.088595240470912,-0.135823243767477,-0.572803722659571
17Networks_RH_ContB_IPL_2,zReHo_17Networks_RH_ContB_IPL_2gmd_17Networks_RH_ContB_IPL_2zfALFF_17Networks_RH_ContB_IPL_2zALFF_17Networks_RH_ContB_IPL_2zDCwei_17Networks_RH_ContB_IPL_2zDCbin_17Networks_RH_ContB_IPL_2,0.013983072438105,-0.046577928683891,-0.041087918261448,-0.152762644652971,-0.015842151361893,-0.048468491072225,-0.290756061594323
17Networks_RH_ContB_IPL_1,zReHo_17Networks_RH_ContB_IPL_1gmd_17Networks_RH_ContB_IPL_1zfALFF_17Networks_RH_ContB_IPL_1zALFF_17Networks_RH_ContB_IPL_1zDCwei_17Networks_RH_ContB_IPL_1zDCbin_17Networks_RH_ContB_IPL_1,-0.106786246289585,-0.127638955072298,-0.103785867095546,-0.24101315417067,0.059323903279441,-0.156476823566106,-0.676377142914764
17Networks_RH_ContB_Temp_2,zReHo_17Networks_RH_ContB_Temp_2gmd_17Networks_RH_ContB_Temp_2zfALFF_17Networks_RH_ContB_Temp_2zALFF_17Networks_RH_ContB_Temp_2zDCwei_17Networks_RH_ContB_Temp_2zDCbin_17Networks_RH_ContB_Temp_2,-0.166324837832993,-0.118114810287413,-0.119051582715223,-0.24332434753285,0.048482235941136,-0.034466007893951,-0.632799350321294
17Networks_RH_ContB_Temp_1,zReHo_17Networks_RH_ContB_Temp_1gmd_17Networks_RH_ContB_Temp_1zfALFF_17Networks_RH_ContB_Temp_1zALFF_17Networks_RH_ContB_Temp_1zDCwei_17Networks_RH_ContB_Temp_1zDCbin_17Networks_RH_ContB_Temp_1,-0.043497928425446,-0.068120016557097,-0.056332607975026,-0.170499826581674,0.07781172204195,-0.025808496609203,-0.286447154106496
17Networks_RH_ContA_Cingm_1,zReHo_17Networks_RH_ContA_Cingm_1gmd_17Networks_RH_ContA_Cingm_1zfALFF_17Networks_RH_ContA_Cingm_1zALFF_17Networks_RH_ContA_Cingm_1zDCwei_17Networks_RH_ContA_Cingm_1zDCbin_17Networks_RH_ContA_Cingm_1,-0.069273208744713,-0.036008940023707,-0.026382197201593,-0.206785144097359,0.146922347149245,-0.05550642334233,-0.24703356626045703
17Networks_RH_ContA_PFCl_5,zReHo_17Networks_RH_ContA_PFCl_5gmd_17Networks_RH_ContA_PFCl_5zfALFF_17Networks_RH_ContA_PFCl_5zALFF_17Networks_RH_ContA_PFCl_5zDCwei_17Networks_RH_ContA_PFCl_5zDCbin_17Networks_RH_ContA_PFCl_5,-0.230655547657009,-0.229576553143353,-0.224165985823285,-0.270774472349744,0.151646390504328,-0.002937075002818,-0.806463243471881
17Networks_RH_ContA_PFCl_4,zReHo_17Networks_RH_ContA_PFCl_4gmd_17Networks_RH_ContA_PFCl_4zfALFF_17Networks_RH_ContA_PFCl_4zALFF_17Networks_RH_ContA_PFCl_4zDCwei_17Networks_RH_ContA_PFCl_4zDCbin_17Networks_RH_ContA_PFCl_4,-0.240580223723283,-0.160958991160687,-0.144677691953269,-0.317419445517419,-0.009479447858204,0.01879502928255,-0.854320770930312
17Networks_RH_ContA_PFCl_3,zReHo_17Networks_RH_ContA_PFCl_3gmd_17Networks_RH_ContA_PFCl_3zfALFF_17Networks_RH_ContA_PFCl_3zALFF_17Networks_RH_ContA_PFCl_3zDCwei_17Networks_RH_ContA_PFCl_3zDCbin_17Networks_RH_ContA_PFCl_3,-0.086176348583228,-0.059998284092692,-0.063411091519203,-0.28077651714424,-0.02016443233715,-0.102139362939285,-0.612666036615798
17Networks_RH_ContA_PFCl_2,zReHo_17Networks_RH_ContA_PFCl_2gmd_17Networks_RH_ContA_PFCl_2zfALFF_17Networks_RH_ContA_PFCl_2zALFF_17Networks_RH_ContA_PFCl_2zDCwei_17Networks_RH_ContA_PFCl_2zDCbin_17Networks_RH_ContA_PFCl_2,-0.025110533113416,-0.108394341495855,-0.083984919268516,-0.255655152235847,0.023684367159292,-0.0132720203185,-0.46273259927284205
17Networks_RH_ContA_PFCl_1,zReHo_17Networks_RH_ContA_PFCl_1gmd_17Networks_RH_ContA_PFCl_1zfALFF_17Networks_RH_ContA_PFCl_1zALFF_17Networks_RH_ContA_PFCl_1zDCwei_17Networks_RH_ContA_PFCl_1zDCbin_17Networks_RH_ContA_PFCl_1,-0.119757249967473,-0.068196930147643,-0.052009943019609,-0.322845267246897,-0.110103950428125,-0.050712582966749,-0.7236259237764961
17Networks_RH_ContA_PFCd_1,zReHo_17Networks_RH_ContA_PFCd_1gmd_17Networks_RH_ContA_PFCd_1zfALFF_17Networks_RH_ContA_PFCd_1zALFF_17Networks_RH_ContA_PFCd_1zDCwei_17Networks_RH_ContA_PFCd_1zDCbin_17Networks_RH_ContA_PFCd_1,-0.027613628343918,-0.066253409979953,-0.050138918958429,-0.212981694182488,-0.041387660211719,0.083811617075971,-0.314563694600536
17Networks_RH_ContA_IPS_4,zReHo_17Networks_RH_ContA_IPS_4gmd_17Networks_RH_ContA_IPS_4zfALFF_17Networks_RH_ContA_IPS_4zALFF_17Networks_RH_ContA_IPS_4zDCwei_17Networks_RH_ContA_IPS_4zDCbin_17Networks_RH_ContA_IPS_4,-0.020728251220554,-0.078320481188667,-0.036885427402129,-0.271718499833305,-0.101181095835854,0.066872946464693,-0.441960809015816
17Networks_RH_ContA_IPS_3,zReHo_17Networks_RH_ContA_IPS_3gmd_17Networks_RH_ContA_IPS_3zfALFF_17Networks_RH_ContA_IPS_3zALFF_17Networks_RH_ContA_IPS_3zDCwei_17Networks_RH_ContA_IPS_3zDCbin_17Networks_RH_ContA_IPS_3,-0.047568412991014,-0.155566642568568,-0.119743826844435,-0.224159494812986,0.030443374628958,-0.116774515074736,-0.6333695176627809
17Networks_RH_ContA_IPS_2,zReHo_17Networks_RH_ContA_IPS_2gmd_17Networks_RH_ContA_IPS_2zfALFF_17Networks_RH_ContA_IPS_2zALFF_17Networks_RH_ContA_IPS_2zDCwei_17Networks_RH_ContA_IPS_2zDCbin_17Networks_RH_ContA_IPS_2,0.021551883613971,-0.059787877838241,-0.090891594653706,-0.219273241971561,0.084146340521054,-0.173975520644309,-0.438230010972792
17Networks_RH_ContA_IPS_1,zReHo_17Networks_RH_ContA_IPS_1gmd_17Networks_RH_ContA_IPS_1zfALFF_17Networks_RH_ContA_IPS_1zALFF_17Networks_RH_ContA_IPS_1zDCwei_17Networks_RH_ContA_IPS_1zDCbin_17Networks_RH_ContA_IPS_1,-0.022761865542517,-0.109277943520091,-0.108138075165109,-0.213273975988922,0.111968342169231,-0.002629075985478,-0.344112594032886
17Networks_RH_LimbicA_TempPole_6,zReHo_17Networks_RH_LimbicA_TempPole_6gmd_17Networks_RH_LimbicA_TempPole_6zfALFF_17Networks_RH_LimbicA_TempPole_6zALFF_17Networks_RH_LimbicA_TempPole_6zDCwei_17Networks_RH_LimbicA_TempPole_6zDCbin_17Networks_RH_LimbicA_TempPole_6,-0.112401007263934,-0.141156049155203,-0.145612633664119,-0.069995560335696,-0.045259179120616,-0.060417342877515,-0.5748417724170829
17Networks_RH_LimbicA_TempPole_5,zReHo_17Networks_RH_LimbicA_TempPole_5gmd_17Networks_RH_LimbicA_TempPole_5zfALFF_17Networks_RH_LimbicA_TempPole_5zALFF_17Networks_RH_LimbicA_TempPole_5zDCwei_17Networks_RH_LimbicA_TempPole_5zDCbin_17Networks_RH_LimbicA_TempPole_5,-0.038081885584838,-0.084295424072478,-0.070743939509979,0.074251744813123,0.005785034302484,0.08306759020669,-0.030016879844998
17Networks_RH_LimbicA_TempPole_4,zReHo_17Networks_RH_LimbicA_TempPole_4gmd_17Networks_RH_LimbicA_TempPole_4zfALFF_17Networks_RH_LimbicA_TempPole_4zALFF_17Networks_RH_LimbicA_TempPole_4zDCwei_17Networks_RH_LimbicA_TempPole_4zDCbin_17Networks_RH_LimbicA_TempPole_4,-0.009856567188897,-0.053883782490087,-0.041298254524378,0.019747159002747,-0.061357140176347,-0.00988862302535,-0.156537208402312
17Networks_RH_LimbicA_TempPole_3,zReHo_17Networks_RH_LimbicA_TempPole_3gmd_17Networks_RH_LimbicA_TempPole_3zfALFF_17Networks_RH_LimbicA_TempPole_3zALFF_17Networks_RH_LimbicA_TempPole_3zDCwei_17Networks_RH_LimbicA_TempPole_3zDCbin_17Networks_RH_LimbicA_TempPole_3,0.020854827299439,-0.134309673497039,-0.090215325484905,0.028774536685997,-0.000110715331957,0.085516744531893,-0.08948960579657202
17Networks_RH_LimbicA_TempPole_2,zReHo_17Networks_RH_LimbicA_TempPole_2gmd_17Networks_RH_LimbicA_TempPole_2zfALFF_17Networks_RH_LimbicA_TempPole_2zALFF_17Networks_RH_LimbicA_TempPole_2zDCwei_17Networks_RH_LimbicA_TempPole_2zDCbin_17Networks_RH_LimbicA_TempPole_2,-0.010898724489177,0.04490882288727,0.060981620064519,0.056794738924926,0.071357789631891,0.005011448095224,0.228155695114653
17Networks_RH_LimbicA_TempPole_1,zReHo_17Networks_RH_LimbicA_TempPole_1gmd_17Networks_RH_LimbicA_TempPole_1zfALFF_17Networks_RH_LimbicA_TempPole_1zALFF_17Networks_RH_LimbicA_TempPole_1zDCwei_17Networks_RH_LimbicA_TempPole_1zDCbin_17Networks_RH_LimbicA_TempPole_1,0.016244032197351,-0.046153477114327,-0.013056432139888,0.071448234912104,-0.015836238184983,0.034191526334394,0.046837646004651005
17Networks_RH_LimbicB_OFC_6,zReHo_17Networks_RH_LimbicB_OFC_6gmd_17Networks_RH_LimbicB_OFC_6zfALFF_17Networks_RH_LimbicB_OFC_6zALFF_17Networks_RH_LimbicB_OFC_6zDCwei_17Networks_RH_LimbicB_OFC_6zDCbin_17Networks_RH_LimbicB_OFC_6,0.038663144008637,0.070046016141336,0.071155916512727,-0.071595501926144,-0.09238265414451,-0.013684991541582,0.0022019290504639855
17Networks_RH_LimbicB_OFC_5,zReHo_17Networks_RH_LimbicB_OFC_5gmd_17Networks_RH_LimbicB_OFC_5zfALFF_17Networks_RH_LimbicB_OFC_5zALFF_17Networks_RH_LimbicB_OFC_5zDCwei_17Networks_RH_LimbicB_OFC_5zDCbin_17Networks_RH_LimbicB_OFC_5,-0.056451011227299,0.016068473753734,0.026870736552988,-0.019501152687892,-0.074102525094211,0.071989541269563,-0.035125937433117004
17Networks_RH_LimbicB_OFC_4,zReHo_17Networks_RH_LimbicB_OFC_4gmd_17Networks_RH_LimbicB_OFC_4zfALFF_17Networks_RH_LimbicB_OFC_4zALFF_17Networks_RH_LimbicB_OFC_4zDCwei_17Networks_RH_LimbicB_OFC_4zDCbin_17Networks_RH_LimbicB_OFC_4,0.09803883021528,0.017671620556282,0.049991567064409,0.05145854683176,-0.073340224378539,-0.103104274376265,0.040716065912926994
17Networks_RH_LimbicB_OFC_3,zReHo_17Networks_RH_LimbicB_OFC_3gmd_17Networks_RH_LimbicB_OFC_3zfALFF_17Networks_RH_LimbicB_OFC_3zALFF_17Networks_RH_LimbicB_OFC_3zDCwei_17Networks_RH_LimbicB_OFC_3zDCbin_17Networks_RH_LimbicB_OFC_3,-0.021998143322144,0.066110990573883,0.062531983641414,-0.025837604267072,-0.150449619341965,-0.068334328490106,-0.13797672120599
17Networks_RH_LimbicB_OFC_2,zReHo_17Networks_RH_LimbicB_OFC_2gmd_17Networks_RH_LimbicB_OFC_2zfALFF_17Networks_RH_LimbicB_OFC_2zALFF_17Networks_RH_LimbicB_OFC_2zDCwei_17Networks_RH_LimbicB_OFC_2zDCbin_17Networks_RH_LimbicB_OFC_2,-0.037845385672782,-0.005615727696583,-0.007020116869338,0.097718169307909,-0.094683272805613,0.109685899610078,0.06223956587367101
17Networks_RH_LimbicB_OFC_1,zReHo_17Networks_RH_LimbicB_OFC_1gmd_17Networks_RH_LimbicB_OFC_1zfALFF_17Networks_RH_LimbicB_OFC_1zALFF_17Networks_RH_LimbicB_OFC_1zDCwei_17Networks_RH_LimbicB_OFC_1zDCbin_17Networks_RH_LimbicB_OFC_1,-0.028501295349675,-0.043450071140415,-0.033138793755708,-0.016559429775035,-0.007144863004692,0.139013578544284,0.010219125518759017
17Networks_RH_SalVentAttnB_PFCmp_2,zReHo_17Networks_RH_SalVentAttnB_PFCmp_2gmd_17Networks_RH_SalVentAttnB_PFCmp_2zfALFF_17Networks_RH_SalVentAttnB_PFCmp_2zALFF_17Networks_RH_SalVentAttnB_PFCmp_2zDCwei_17Networks_RH_SalVentAttnB_PFCmp_2zDCbin_17Networks_RH_SalVentAttnB_PFCmp_2,0.133707763925457,-0.082169312024568,-0.057558455576729,-0.255752048799823,-0.058008623983537,0.035692397531879,-0.28408827892732097
17Networks_RH_SalVentAttnB_PFCmp_1,zReHo_17Networks_RH_SalVentAttnB_PFCmp_1gmd_17Networks_RH_SalVentAttnB_PFCmp_1zfALFF_17Networks_RH_SalVentAttnB_PFCmp_1zALFF_17Networks_RH_SalVentAttnB_PFCmp_1zDCwei_17Networks_RH_SalVentAttnB_PFCmp_1zDCbin_17Networks_RH_SalVentAttnB_PFCmp_1,0.110047484003414,-0.093175564347992,-0.07200516176805,-0.287781400538033,-0.044684360954213,0.012101620595925,-0.375497383008949
