parc_name,parcel_name,zALFF_sws_total_p,zfALFF_sws_total_p,zDCbin_sws_total_p,zDCwei_sws_total_p,fALFF_sws_total_p,zReHo_sws_total_p,gmd_sws_total_p,sws_total
17Networks_RH_DorsAttnB_PostC_2,gmd_17Networks_RH_DorsAttnB_PostC_2zDCwei_17Networks_RH_DorsAttnB_PostC_2zDCbin_17Networks_RH_DorsAttnB_PostC_2zReHo_17Networks_RH_DorsAttnB_PostC_2zfALFF_17Networks_RH_DorsAttnB_PostC_2zALFF_17Networks_RH_DorsAttnB_PostC_2,0.555279175783553,0.196331385088094,0.309177885915828,0.334963490793126,0,0.363934166522617,0.469910930067942,2.22959703417116
17Networks_RH_DorsAttnB_PostC_1,gmd_17Networks_RH_DorsAttnB_PostC_1zDCwei_17Networks_RH_DorsAttnB_PostC_1zDCbin_17Networks_RH_DorsAttnB_PostC_1zReHo_17Networks_RH_DorsAttnB_PostC_1zfALFF_17Networks_RH_DorsAttnB_PostC_1zALFF_17Networks_RH_DorsAttnB_PostC_1,0.254682871141897,7.39096726868524E-05,0.316889693581379,0.469674660849669,0,0.025508973683336,0.507229722263395,1.57405983119236
17Networks_RH_DorsAttnA_SPL_1,gmd_17Networks_RH_DorsAttnA_SPL_1zDCwei_17Networks_RH_DorsAttnA_SPL_1zDCbin_17Networks_RH_DorsAttnA_SPL_1zReHo_17Networks_RH_DorsAttnA_SPL_1zfALFF_17Networks_RH_DorsAttnA_SPL_1zALFF_17Networks_RH_DorsAttnA_SPL_1,0.579451684549394,0.076684244557701,0.575503955578605,0.635572582058983,0,0.449131864879309,0.875551637727019,3.19189596935101
17Networks_RH_DorsAttnA_ParOcc_1,gmd_17Networks_RH_DorsAttnA_ParOcc_1zDCwei_17Networks_RH_DorsAttnA_ParOcc_1zDCbin_17Networks_RH_DorsAttnA_ParOcc_1zReHo_17Networks_RH_DorsAttnA_ParOcc_1zfALFF_17Networks_RH_DorsAttnA_ParOcc_1zALFF_17Networks_RH_DorsAttnA_ParOcc_1,0.015035734211396,0.059115071499628,0.139998995302252,0.292071497082366,0,0.396703808785652,0.786732075344885,1.68965718222618
17Networks_RH_DorsAttnA_TempOcc_1,gmd_17Networks_RH_DorsAttnA_TempOcc_1zDCwei_17Networks_RH_DorsAttnA_TempOcc_1zDCbin_17Networks_RH_DorsAttnA_TempOcc_1zReHo_17Networks_RH_DorsAttnA_TempOcc_1zfALFF_17Networks_RH_DorsAttnA_TempOcc_1zALFF_17Networks_RH_DorsAttnA_TempOcc_1,0.111304655363556,0.066651991634069,0.460974982386575,0.603218033043057,0,0.32089093232833,0.92759176432167,2.49063235907726
17Networks_RH_SomMotB_Cent_1,gmd_17Networks_RH_SomMotB_Cent_1zDCwei_17Networks_RH_SomMotB_Cent_1zDCbin_17Networks_RH_SomMotB_Cent_1zReHo_17Networks_RH_SomMotB_Cent_1zfALFF_17Networks_RH_SomMotB_Cent_1zALFF_17Networks_RH_SomMotB_Cent_1,0.008503896378856,0.002280560433048,0.311338353351302,0.328876211578581,0,0.29984716416312,0.909332903479602,1.86017908938451
17Networks_RH_SomMotB_S2_2,gmd_17Networks_RH_SomMotB_S2_2zDCwei_17Networks_RH_SomMotB_S2_2zDCbin_17Networks_RH_SomMotB_S2_2zReHo_17Networks_RH_SomMotB_S2_2zfALFF_17Networks_RH_SomMotB_S2_2zALFF_17Networks_RH_SomMotB_S2_2,0.179144106074801,0.017028979167875,0.08232662542387,0.097137930992198,0,0.459303057937404,0.623913658082487,1.45885435767864
17Networks_RH_SomMotB_S2_1,gmd_17Networks_RH_SomMotB_S2_1zDCwei_17Networks_RH_SomMotB_S2_1zDCbin_17Networks_RH_SomMotB_S2_1zReHo_17Networks_RH_SomMotB_S2_1zfALFF_17Networks_RH_SomMotB_S2_1zALFF_17Networks_RH_SomMotB_S2_1,0.009011163982958,0.032281649368028,0.01013851666254,0.01804757610744,0,0.063404882929486,0.956748812235241,1.08963260128569
17Networks_RH_SomMotB_Aud_1,gmd_17Networks_RH_SomMotB_Aud_1zDCwei_17Networks_RH_SomMotB_Aud_1zDCbin_17Networks_RH_SomMotB_Aud_1zReHo_17Networks_RH_SomMotB_Aud_1zfALFF_17Networks_RH_SomMotB_Aud_1zALFF_17Networks_RH_SomMotB_Aud_1,0.061933774821736,0.837199258071918,0.112423100197569,0.098831407559096,0,0.620027868572938,0.816689788672807,2.54710519789606
17Networks_RH_SomMotA_4,gmd_17Networks_RH_SomMotA_4zDCwei_17Networks_RH_SomMotA_4zDCbin_17Networks_RH_SomMotA_4zReHo_17Networks_RH_SomMotA_4zfALFF_17Networks_RH_SomMotA_4zALFF_17Networks_RH_SomMotA_4,0.860685892740088,0.628501645725956,0.18416013737541,0.193609356202715,0,0.543152505252892,0.133757276953639,2.5438668142507
17Networks_RH_SomMotA_3,gmd_17Networks_RH_SomMotA_3zDCwei_17Networks_RH_SomMotA_3zDCbin_17Networks_RH_SomMotA_3zReHo_17Networks_RH_SomMotA_3zfALFF_17Networks_RH_SomMotA_3zALFF_17Networks_RH_SomMotA_3,0.136129040629028,0.202071251143068,0.112855593878613,0.176230294220921,0,0.29033826214417,0.772694223385264,1.69031866540106
17Networks_RH_SomMotA_2,gmd_17Networks_RH_SomMotA_2zDCwei_17Networks_RH_SomMotA_2zDCbin_17Networks_RH_SomMotA_2zReHo_17Networks_RH_SomMotA_2zfALFF_17Networks_RH_SomMotA_2zALFF_17Networks_RH_SomMotA_2,0.408922116698101,0.017209558136996,0.078669492537129,0.054034732889575,0,0.700801436679257,0.153863863429635,1.41350120037069
17Networks_RH_SomMotA_1,gmd_17Networks_RH_SomMotA_1zDCwei_17Networks_RH_SomMotA_1zDCbin_17Networks_RH_SomMotA_1zReHo_17Networks_RH_SomMotA_1zfALFF_17Networks_RH_SomMotA_1zALFF_17Networks_RH_SomMotA_1,0.078304359671444,0.000296377566207,0.385858585659165,0.468557127611225,0,0.717588947997321,0.76029591364061,2.41090131214597
17Networks_RH_VisPeri_ExStrSup_1,gmd_17Networks_RH_VisPeri_ExStrSup_1zDCwei_17Networks_RH_VisPeri_ExStrSup_1zDCbin_17Networks_RH_VisPeri_ExStrSup_1zReHo_17Networks_RH_VisPeri_ExStrSup_1zfALFF_17Networks_RH_VisPeri_ExStrSup_1zALFF_17Networks_RH_VisPeri_ExStrSup_1,0.659795401211729,0.288985114221987,0.896286015405034,0.886855291768828,0,0.061483248250871,0.216521711720057,3.00992678257851
17Networks_RH_VisPeri_ExStrInf_1,gmd_17Networks_RH_VisPeri_ExStrInf_1zDCwei_17Networks_RH_VisPeri_ExStrInf_1zDCbin_17Networks_RH_VisPeri_ExStrInf_1zReHo_17Networks_RH_VisPeri_ExStrInf_1zfALFF_17Networks_RH_VisPeri_ExStrInf_1zALFF_17Networks_RH_VisPeri_ExStrInf_1,0.502231163562796,0.811741541984825,0.862935813637896,0.812598919684467,0,0.942223935037203,0.415038941500122,4.34677031540731
17Networks_RH_VisPeri_StriCal_1,gmd_17Networks_RH_VisPeri_StriCal_1zDCwei_17Networks_RH_VisPeri_StriCal_1zDCbin_17Networks_RH_VisPeri_StriCal_1zReHo_17Networks_RH_VisPeri_StriCal_1zfALFF_17Networks_RH_VisPeri_StriCal_1zALFF_17Networks_RH_VisPeri_StriCal_1,0.273691442847129,0.584450191972064,0.591561677128587,0.547838369185982,0,0.37974652075885,0.8835909480749,3.26087914996751
17Networks_RH_VisCent_ExStr_3,gmd_17Networks_RH_VisCent_ExStr_3zDCwei_17Networks_RH_VisCent_ExStr_3zDCbin_17Networks_RH_VisCent_ExStr_3zReHo_17Networks_RH_VisCent_ExStr_3zfALFF_17Networks_RH_VisCent_ExStr_3zALFF_17Networks_RH_VisCent_ExStr_3,0.075365882974449,0.080692607203161,0.414533773091724,0.470713955017973,0,0.105865521933694,0.075979275295529,1.22315101551653
17Networks_RH_VisCent_ExStr_2,gmd_17Networks_RH_VisCent_ExStr_2zDCwei_17Networks_RH_VisCent_ExStr_2zDCbin_17Networks_RH_VisCent_ExStr_2zReHo_17Networks_RH_VisCent_ExStr_2zfALFF_17Networks_RH_VisCent_ExStr_2zALFF_17Networks_RH_VisCent_ExStr_2,0.369300805733788,0.714858417094455,0.493867435416505,0.335782157197199,0,0.524055742732271,0.155549566436434,2.59341412461065
17Networks_RH_VisCent_ExStr_1,gmd_17Networks_RH_VisCent_ExStr_1zDCwei_17Networks_RH_VisCent_ExStr_1zDCbin_17Networks_RH_VisCent_ExStr_1zReHo_17Networks_RH_VisCent_ExStr_1zfALFF_17Networks_RH_VisCent_ExStr_1zALFF_17Networks_RH_VisCent_ExStr_1,0.234842384988813,0.197347983848176,0.777029037854338,0.727291301553002,0,0.063381369237262,0.784577990885546,2.78447006836714
17Networks_LH_TempPar_1,gmd_17Networks_LH_TempPar_1zDCwei_17Networks_LH_TempPar_1zDCbin_17Networks_LH_TempPar_1zReHo_17Networks_LH_TempPar_1zfALFF_17Networks_LH_TempPar_1zALFF_17Networks_LH_TempPar_1,0.237706018357994,0.581459101651644,0.102861745160986,0.099324108784152,0,0.948557298438431,0.976502569504162,2.94641084189737
17Networks_LH_DefaultC_PHC_1,gmd_17Networks_LH_DefaultC_PHC_1zDCwei_17Networks_LH_DefaultC_PHC_1zDCbin_17Networks_LH_DefaultC_PHC_1zReHo_17Networks_LH_DefaultC_PHC_1zfALFF_17Networks_LH_DefaultC_PHC_1zALFF_17Networks_LH_DefaultC_PHC_1,0.108919227666158,0.070895716688334,0.351482708971067,0.382262560903112,0,0.364742535811086,0.832947293029791,2.11125004306955
17Networks_LH_DefaultC_Rsp_1,gmd_17Networks_LH_DefaultC_Rsp_1zDCwei_17Networks_LH_DefaultC_Rsp_1zDCbin_17Networks_LH_DefaultC_Rsp_1zReHo_17Networks_LH_DefaultC_Rsp_1zfALFF_17Networks_LH_DefaultC_Rsp_1zALFF_17Networks_LH_DefaultC_Rsp_1,0.036226732924916,0.058681479068448,0.33277876976906,0.282434923817632,0,0.386488873277642,0.923590123843205,2.0202009027009
17Networks_LH_DefaultB_PFCv_2,gmd_17Networks_LH_DefaultB_PFCv_2zDCwei_17Networks_LH_DefaultB_PFCv_2zDCbin_17Networks_LH_DefaultB_PFCv_2zReHo_17Networks_LH_DefaultB_PFCv_2zfALFF_17Networks_LH_DefaultB_PFCv_2zALFF_17Networks_LH_DefaultB_PFCv_2,0.569464579817805,0.747841315944572,0.674385417743115,0.852041526904055,0,0.682047010847004,0.550584016756193,4.07636386801274
17Networks_LH_DefaultB_PFCv_1,gmd_17Networks_LH_DefaultB_PFCv_1zDCwei_17Networks_LH_DefaultB_PFCv_1zDCbin_17Networks_LH_DefaultB_PFCv_1zReHo_17Networks_LH_DefaultB_PFCv_1zfALFF_17Networks_LH_DefaultB_PFCv_1zALFF_17Networks_LH_DefaultB_PFCv_1,0.591272225758893,0.173872913033165,0.475151482425212,0.579252197659767,0,0.831992441652659,0.582192413182011,3.23373367371171
17Networks_LH_DefaultB_PFCl_1,gmd_17Networks_LH_DefaultB_PFCl_1zDCwei_17Networks_LH_DefaultB_PFCl_1zDCbin_17Networks_LH_DefaultB_PFCl_1zReHo_17Networks_LH_DefaultB_PFCl_1zfALFF_17Networks_LH_DefaultB_PFCl_1zALFF_17Networks_LH_DefaultB_PFCl_1,0.399721719447243,0.388889049486853,0.330479396301368,0.2398635796222,0,0.895912300919035,0.238930502682926,2.49379654845962
17Networks_LH_DefaultB_PFCd_1,gmd_17Networks_LH_DefaultB_PFCd_1zDCwei_17Networks_LH_DefaultB_PFCd_1zDCbin_17Networks_LH_DefaultB_PFCd_1zReHo_17Networks_LH_DefaultB_PFCd_1zfALFF_17Networks_LH_DefaultB_PFCd_1zALFF_17Networks_LH_DefaultB_PFCd_1,0.315473064760957,0.095470466827246,0.679788301945553,0.640296160590125,0,0.826638158302078,0.689383627669829,3.24704978009579
17Networks_LH_DefaultB_IPL_1,gmd_17Networks_LH_DefaultB_IPL_1zDCwei_17Networks_LH_DefaultB_IPL_1zDCbin_17Networks_LH_DefaultB_IPL_1zReHo_17Networks_LH_DefaultB_IPL_1zfALFF_17Networks_LH_DefaultB_IPL_1zALFF_17Networks_LH_DefaultB_IPL_1,0.576295441370523,0.444761047812794,0.563515292510928,0.50707144606658,0,0.5188734787105,0.437458539541693,3.04797524601302
17Networks_LH_DefaultB_Temp_2,gmd_17Networks_LH_DefaultB_Temp_2zDCwei_17Networks_LH_DefaultB_Temp_2zDCbin_17Networks_LH_DefaultB_Temp_2zReHo_17Networks_LH_DefaultB_Temp_2zfALFF_17Networks_LH_DefaultB_Temp_2zALFF_17Networks_LH_DefaultB_Temp_2,0.170769379761049,0.755962221075342,0.119285967387893,0.092785591945533,0,0.613373642942244,0.428473714946674,2.18065051805873
17Networks_LH_DefaultB_Temp_1,gmd_17Networks_LH_DefaultB_Temp_1zDCwei_17Networks_LH_DefaultB_Temp_1zDCbin_17Networks_LH_DefaultB_Temp_1zReHo_17Networks_LH_DefaultB_Temp_1zfALFF_17Networks_LH_DefaultB_Temp_1zALFF_17Networks_LH_DefaultB_Temp_1,0.13602666133734,0.06891687716402,0.509545211689821,0.476118112599001,0,0.90199363946059,0.823201448080596,2.91580195033137
17Networks_LH_DefaultA_PFCm_1,gmd_17Networks_LH_DefaultA_PFCm_1zDCwei_17Networks_LH_DefaultA_PFCm_1zDCbin_17Networks_LH_DefaultA_PFCm_1zReHo_17Networks_LH_DefaultA_PFCm_1zfALFF_17Networks_LH_DefaultA_PFCm_1zALFF_17Networks_LH_DefaultA_PFCm_1,0.696346951030729,0.16679136337604,0.949553754169012,0.845052899742679,0,0.969369025719531,0.291865757634001,3.91897975167199
17Networks_LH_DefaultA_pCunPCC_1,gmd_17Networks_LH_DefaultA_pCunPCC_1zDCwei_17Networks_LH_DefaultA_pCunPCC_1zDCbin_17Networks_LH_DefaultA_pCunPCC_1zReHo_17Networks_LH_DefaultA_pCunPCC_1zfALFF_17Networks_LH_DefaultA_pCunPCC_1zALFF_17Networks_LH_DefaultA_pCunPCC_1,0.490123404074084,0.05246370439625,0.915634724777578,0.992298215875839,0,0.141907122536273,0.966752496623868,3.55917966828389
17Networks_LH_DefaultA_PFCd_1,gmd_17Networks_LH_DefaultA_PFCd_1zDCwei_17Networks_LH_DefaultA_PFCd_1zDCbin_17Networks_LH_DefaultA_PFCd_1zReHo_17Networks_LH_DefaultA_PFCd_1zfALFF_17Networks_LH_DefaultA_PFCd_1zALFF_17Networks_LH_DefaultA_PFCd_1,0.499620968043525,0.153097194542224,0.491088332656594,0.389106443039723,0,0.907726077203884,0.328516564797555,2.76915558028351
17Networks_LH_ContC_Cingp_1,gmd_17Networks_LH_ContC_Cingp_1zDCwei_17Networks_LH_ContC_Cingp_1zDCbin_17Networks_LH_ContC_Cingp_1zReHo_17Networks_LH_ContC_Cingp_1zfALFF_17Networks_LH_ContC_Cingp_1zALFF_17Networks_LH_ContC_Cingp_1,0.729584083409096,0.690707098002801,0.358121838050989,0.587497761197774,0,0.546744495665728,0.844210124676536,3.75686540100292
17Networks_LH_ContC_pCun_2,gmd_17Networks_LH_ContC_pCun_2zDCwei_17Networks_LH_ContC_pCun_2zDCbin_17Networks_LH_ContC_pCun_2zReHo_17Networks_LH_ContC_pCun_2zfALFF_17Networks_LH_ContC_pCun_2zALFF_17Networks_LH_ContC_pCun_2,0.099383427042295,0.011341703759002,0.658597568334334,0.508244477824467,0,0.234344949662696,0.729584152297787,2.24149627892058
17Networks_LH_ContC_pCun_1,gmd_17Networks_LH_ContC_pCun_1zDCwei_17Networks_LH_ContC_pCun_1zDCbin_17Networks_LH_ContC_pCun_1zReHo_17Networks_LH_ContC_pCun_1zfALFF_17Networks_LH_ContC_pCun_1zALFF_17Networks_LH_ContC_pCun_1,0.147742002836876,0.020561786440547,0.950284273847767,0.887888213316397,0,0.040030046516609,0.876804785158691,2.92331110811689
17Networks_LH_ContB_PFClv_1,gmd_17Networks_LH_ContB_PFClv_1zDCwei_17Networks_LH_ContB_PFClv_1zDCbin_17Networks_LH_ContB_PFClv_1zReHo_17Networks_LH_ContB_PFClv_1zfALFF_17Networks_LH_ContB_PFClv_1zALFF_17Networks_LH_ContB_PFClv_1,0.434338955168107,0.100447602305033,0.852568057979422,0.605016712339373,0,0.842736713570197,0.411341388220533,3.24644942958267
17Networks_LH_ContA_PFCl_2,gmd_17Networks_LH_ContA_PFCl_2zDCwei_17Networks_LH_ContA_PFCl_2zDCbin_17Networks_LH_ContA_PFCl_2zReHo_17Networks_LH_ContA_PFCl_2zfALFF_17Networks_LH_ContA_PFCl_2zALFF_17Networks_LH_ContA_PFCl_2,0.382964079136948,0.060213538195113,0.85443318257074,0.889969201557812,0,0.546121502892248,0.769469722326958,3.50317122667982
17Networks_LH_ContA_PFCl_1,gmd_17Networks_LH_ContA_PFCl_1zDCwei_17Networks_LH_ContA_PFCl_1zDCbin_17Networks_LH_ContA_PFCl_1zReHo_17Networks_LH_ContA_PFCl_1zfALFF_17Networks_LH_ContA_PFCl_1zALFF_17Networks_LH_ContA_PFCl_1,0.192958451903834,0.020910408918975,0.14469421629682,0.262010188495937,0,0.33850593296569,0.580954977940674,1.54003417652193
17Networks_LH_ContA_IPS_1,gmd_17Networks_LH_ContA_IPS_1zDCwei_17Networks_LH_ContA_IPS_1zDCbin_17Networks_LH_ContA_IPS_1zReHo_17Networks_LH_ContA_IPS_1zfALFF_17Networks_LH_ContA_IPS_1zALFF_17Networks_LH_ContA_IPS_1,0.085593072890429,0.139463925977953,0.570713396371754,0.681646659889064,0,0.680340636784161,0.672743229148077,2.83050092106144
17Networks_LH_LimbicA_TempPole_2,gmd_17Networks_LH_LimbicA_TempPole_2zDCwei_17Networks_LH_LimbicA_TempPole_2zDCbin_17Networks_LH_LimbicA_TempPole_2zReHo_17Networks_LH_LimbicA_TempPole_2zfALFF_17Networks_LH_LimbicA_TempPole_2zALFF_17Networks_LH_LimbicA_TempPole_2,0.957434648804707,0.46538077298593,0.146402960591743,0.098267073571332,0,0.093663661197406,0.173772502158673,1.93492161930979
17Networks_LH_LimbicA_TempPole_1,gmd_17Networks_LH_LimbicA_TempPole_1zDCwei_17Networks_LH_LimbicA_TempPole_1zDCbin_17Networks_LH_LimbicA_TempPole_1zReHo_17Networks_LH_LimbicA_TempPole_1zfALFF_17Networks_LH_LimbicA_TempPole_1zALFF_17Networks_LH_LimbicA_TempPole_1,0.141143919768835,0.003549865133343,0.945189524159319,0.819130077861889,0,0.824412342545573,0.394915849131234,3.12834157860019
17Networks_LH_LimbicB_OFC_1,gmd_17Networks_LH_LimbicB_OFC_1zDCwei_17Networks_LH_LimbicB_OFC_1zDCbin_17Networks_LH_LimbicB_OFC_1zReHo_17Networks_LH_LimbicB_OFC_1zfALFF_17Networks_LH_LimbicB_OFC_1zALFF_17Networks_LH_LimbicB_OFC_1,0.873342871981309,0.563288290019492,0.955616196041827,0.913521647729111,0,0.528564928067386,0.270318808906307,4.10465274274543
17Networks_LH_SalVentAttnB_PFCmp_1,gmd_17Networks_LH_SalVentAttnB_PFCmp_1zDCwei_17Networks_LH_SalVentAttnB_PFCmp_1zDCbin_17Networks_LH_SalVentAttnB_PFCmp_1zReHo_17Networks_LH_SalVentAttnB_PFCmp_1zfALFF_17Networks_LH_SalVentAttnB_PFCmp_1zALFF_17Networks_LH_SalVentAttnB_PFCmp_1,0.325399764122059,0.011226777378121,0.099354955663084,0.115418737627564,0,0.12337886035279,0.949238041990372,1.62401713713399
17Networks_LH_SalVentAttnB_PFCl_1,gmd_17Networks_LH_SalVentAttnB_PFCl_1zDCwei_17Networks_LH_SalVentAttnB_PFCl_1zDCbin_17Networks_LH_SalVentAttnB_PFCl_1zReHo_17Networks_LH_SalVentAttnB_PFCl_1zfALFF_17Networks_LH_SalVentAttnB_PFCl_1zALFF_17Networks_LH_SalVentAttnB_PFCl_1,0.53529859685975,0.006577736800337,0.490679891225462,0.586510622524742,0,0.509992208469522,0.751623449349809,2.88068250522962
17Networks_LH_SalVentAttnA_FrMed_1,gmd_17Networks_LH_SalVentAttnA_FrMed_1zDCwei_17Networks_LH_SalVentAttnA_FrMed_1zDCbin_17Networks_LH_SalVentAttnA_FrMed_1zReHo_17Networks_LH_SalVentAttnA_FrMed_1zfALFF_17Networks_LH_SalVentAttnA_FrMed_1zALFF_17Networks_LH_SalVentAttnA_FrMed_1,0.899612569780843,0.111507382453163,0.225053750715433,0.195224974636596,0,0.407316240761752,0.356737494920956,2.19545241326874
17Networks_LH_SalVentAttnA_ParMed_1,gmd_17Networks_LH_SalVentAttnA_ParMed_1zDCwei_17Networks_LH_SalVentAttnA_ParMed_1zDCbin_17Networks_LH_SalVentAttnA_ParMed_1zReHo_17Networks_LH_SalVentAttnA_ParMed_1zfALFF_17Networks_LH_SalVentAttnA_ParMed_1zALFF_17Networks_LH_SalVentAttnA_ParMed_1,0.54791373434365,0.405594611516934,0.007233872973166,0.008912353083359,0,0.968301127453404,0.307144421682682,2.24510012105319
17Networks_LH_SalVentAttnA_Ins_2,gmd_17Networks_LH_SalVentAttnA_Ins_2zDCwei_17Networks_LH_SalVentAttnA_Ins_2zDCbin_17Networks_LH_SalVentAttnA_Ins_2zReHo_17Networks_LH_SalVentAttnA_Ins_2zfALFF_17Networks_LH_SalVentAttnA_Ins_2zALFF_17Networks_LH_SalVentAttnA_Ins_2,0.601994778328364,0.761958308039585,0.90787081565372,0.851069701861134,0,0.324183824813475,0.370201851770436,3.81727928046671
17Networks_LH_SalVentAttnA_Ins_1,gmd_17Networks_LH_SalVentAttnA_Ins_1zDCwei_17Networks_LH_SalVentAttnA_Ins_1zDCbin_17Networks_LH_SalVentAttnA_Ins_1zReHo_17Networks_LH_SalVentAttnA_Ins_1zfALFF_17Networks_LH_SalVentAttnA_Ins_1zALFF_17Networks_LH_SalVentAttnA_Ins_1,0.51888126317138,1.01951554192308E-05,0.113113577989399,0.110434540832829,0,0.047420090412093,0.362460825412206,1.15232049297333
17Networks_LH_SalVentAttnA_ParOper_1,gmd_17Networks_LH_SalVentAttnA_ParOper_1zDCwei_17Networks_LH_SalVentAttnA_ParOper_1zDCbin_17Networks_LH_SalVentAttnA_ParOper_1zReHo_17Networks_LH_SalVentAttnA_ParOper_1zfALFF_17Networks_LH_SalVentAttnA_ParOper_1zALFF_17Networks_LH_SalVentAttnA_ParOper_1,0.925727024172433,0.136198296994121,0.21909874223044,0.186197605931845,0,0.897512197973899,0.243392347754441,2.60812621505718
17Networks_LH_DorsAttnB_FEF_1,gmd_17Networks_LH_DorsAttnB_FEF_1zDCwei_17Networks_LH_DorsAttnB_FEF_1zDCbin_17Networks_LH_DorsAttnB_FEF_1zReHo_17Networks_LH_DorsAttnB_FEF_1zfALFF_17Networks_LH_DorsAttnB_FEF_1zALFF_17Networks_LH_DorsAttnB_FEF_1,0.110529132454119,0.331732753292138,0.423905341635135,0.488347093459249,0,0.576258533681922,0.637582063075319,2.56835491759788
17Networks_LH_DorsAttnB_PostC_3,gmd_17Networks_LH_DorsAttnB_PostC_3zDCwei_17Networks_LH_DorsAttnB_PostC_3zDCbin_17Networks_LH_DorsAttnB_PostC_3zReHo_17Networks_LH_DorsAttnB_PostC_3zfALFF_17Networks_LH_DorsAttnB_PostC_3zALFF_17Networks_LH_DorsAttnB_PostC_3,0.336878751817233,0.321080726039149,0.708320233145406,0.812780541716542,0,0.356467184950617,0.157215546700577,2.69274298436952
17Networks_LH_DorsAttnB_PostC_2,gmd_17Networks_LH_DorsAttnB_PostC_2zDCwei_17Networks_LH_DorsAttnB_PostC_2zDCbin_17Networks_LH_DorsAttnB_PostC_2zReHo_17Networks_LH_DorsAttnB_PostC_2zfALFF_17Networks_LH_DorsAttnB_PostC_2zALFF_17Networks_LH_DorsAttnB_PostC_2,0.202093910987843,0.150601182272727,0.368396945407564,0.589692081455028,0,0.062794624348536,0.559507958977304,1.933086703449
17Networks_LH_DorsAttnB_PostC_1,gmd_17Networks_LH_DorsAttnB_PostC_1zDCwei_17Networks_LH_DorsAttnB_PostC_1zDCbin_17Networks_LH_DorsAttnB_PostC_1zReHo_17Networks_LH_DorsAttnB_PostC_1zfALFF_17Networks_LH_DorsAttnB_PostC_1zALFF_17Networks_LH_DorsAttnB_PostC_1,0.726491216914743,0.037363545451326,0.053644586767191,0.052864062704467,0,0.369843352188634,0.894619474071044,2.13482623809741
17Networks_LH_DorsAttnA_SPL_1,gmd_17Networks_LH_DorsAttnA_SPL_1zDCwei_17Networks_LH_DorsAttnA_SPL_1zDCbin_17Networks_LH_DorsAttnA_SPL_1zReHo_17Networks_LH_DorsAttnA_SPL_1zfALFF_17Networks_LH_DorsAttnA_SPL_1zALFF_17Networks_LH_DorsAttnA_SPL_1,0.900881180871821,0.096195163606457,0.85942062802402,0.900907017005885,0,0.12467290003841,0.476066766160264,3.35814365570686
17Networks_LH_DorsAttnA_ParOcc_1,gmd_17Networks_LH_DorsAttnA_ParOcc_1zDCwei_17Networks_LH_DorsAttnA_ParOcc_1zDCbin_17Networks_LH_DorsAttnA_ParOcc_1zReHo_17Networks_LH_DorsAttnA_ParOcc_1zfALFF_17Networks_LH_DorsAttnA_ParOcc_1zALFF_17Networks_LH_DorsAttnA_ParOcc_1,0.474951643943887,0.896778043495984,0.156967297970341,0.156909237586392,0,0.914946254577562,0.893531543730634,3.4940840213048
17Networks_LH_DorsAttnA_TempOcc_1,gmd_17Networks_LH_DorsAttnA_TempOcc_1zDCwei_17Networks_LH_DorsAttnA_TempOcc_1zDCbin_17Networks_LH_DorsAttnA_TempOcc_1zReHo_17Networks_LH_DorsAttnA_TempOcc_1zfALFF_17Networks_LH_DorsAttnA_TempOcc_1zALFF_17Networks_LH_DorsAttnA_TempOcc_1,0.365989408634042,0.572153721158162,0.14615681045693,0.130939604601941,0,0.487860250654661,0.420469033022998,2.12356882852873
17Networks_LH_SomMotB_Cent_1,gmd_17Networks_LH_SomMotB_Cent_1zDCwei_17Networks_LH_SomMotB_Cent_1zDCbin_17Networks_LH_SomMotB_Cent_1zReHo_17Networks_LH_SomMotB_Cent_1zfALFF_17Networks_LH_SomMotB_Cent_1zALFF_17Networks_LH_SomMotB_Cent_1,0.504415551535493,0.025768578717552,0.506424483050348,0.512698287245296,0,0.695329035748399,0.673147698523139,2.91778363482023
17Networks_LH_SomMotB_S2_2,gmd_17Networks_LH_SomMotB_S2_2zDCwei_17Networks_LH_SomMotB_S2_2zDCbin_17Networks_LH_SomMotB_S2_2zReHo_17Networks_LH_SomMotB_S2_2zfALFF_17Networks_LH_SomMotB_S2_2zALFF_17Networks_LH_SomMotB_S2_2,0.890318986294629,0.034365086253146,0.161272390670677,0.195664658497467,0,0.63847382440689,0.847957323232379,2.76805226935519
17Networks_LH_SomMotB_S2_1,gmd_17Networks_LH_SomMotB_S2_1zDCwei_17Networks_LH_SomMotB_S2_1zDCbin_17Networks_LH_SomMotB_S2_1zReHo_17Networks_LH_SomMotB_S2_1zfALFF_17Networks_LH_SomMotB_S2_1zALFF_17Networks_LH_SomMotB_S2_1,0.451318801738479,0.045066024019623,0.245709486642595,0.22157329812578,0,0.132640983531777,0.230998388277709,1.32730698233596
17Networks_LH_SomMotB_Aud_1,gmd_17Networks_LH_SomMotB_Aud_1zDCwei_17Networks_LH_SomMotB_Aud_1zDCbin_17Networks_LH_SomMotB_Aud_1zReHo_17Networks_LH_SomMotB_Aud_1zfALFF_17Networks_LH_SomMotB_Aud_1zALFF_17Networks_LH_SomMotB_Aud_1,0.301240981855212,0.024144470916283,0.329709441825703,0.2426826048589,0,0.052993798931715,0.358958345461856,1.30972964384967
