parc_name,parcel_name,zALFF_sws_gb_r,zDCbin_sws_gb_r,zDCwei_sws_gb_r,zfALFF_sws_gb_r,zReHo_sws_gb_r,gmd_sws_gb_r,sws_gb
mPMtha_L,zReHo_mPMtha_Lgmd_mPMtha_LzfALFF_mPMtha_LzALFF_mPMtha_LzDCwei_mPMtha_LzDCbin_mPMtha_L,0.005807581961348,0.077268320763037,0.073986886849381,0.109072154477021,0.076357559144881,0.027236667845162,0.36972917104083
mPFtha_R,zReHo_mPFtha_Rgmd_mPFtha_RzfALFF_mPFtha_RzALFF_mPFtha_RzDCwei_mPFtha_RzDCbin_mPFtha_R,-0.032036427421589,0.050374462859938,0.050301150176965,0.006936673149198,0.089171134510998,0.064295133615277,0.229042126890787
mPFtha_L,zReHo_mPFtha_Lgmd_mPFtha_LzfALFF_mPFtha_LzALFF_mPFtha_LzDCwei_mPFtha_LzDCbin_mPFtha_L,0.030473372836677,-0.000467057245229,-0.01047808140564,0.061692662265165,0.025347883625878,-0.079349873275395,0.027218906801456
dlPu_R,zReHo_dlPu_Rgmd_dlPu_RzfALFF_dlPu_RzALFF_dlPu_RzDCwei_dlPu_RzDCbin_dlPu_R,-0.117280458549325,0.138365779604213,0.127419114770468,-0.051756844835677,0.013250295805059,-0.02194205897263,0.088055827822108
dlPu_L,zReHo_dlPu_Lgmd_dlPu_LzfALFF_dlPu_LzALFF_dlPu_LzDCwei_dlPu_LzDCbin_dlPu_L,-0.072064649583391,0.051764346575624,0.055330838070425,-0.011588165977157,0.050556144924098,-0.093240132674537,-0.019241618664938
dCa_R,zReHo_dCa_Rgmd_dCa_RzfALFF_dCa_RzALFF_dCa_RzDCwei_dCa_RzDCbin_dCa_R,-0.006778110938722,0.0964142765185,0.117715279347169,0.055704111124767,0.005938860303277,-0.143322582865225,0.125671833489766
dCa_L,zReHo_dCa_Lgmd_dCa_LzfALFF_dCa_LzALFF_dCa_LzDCwei_dCa_LzDCbin_dCa_L,-0.003709604938572,-0.016046522017273,-0.009491864231216,-0.015193359458094,-0.057404259195876,-0.131469253307325,-0.233314863148356
vmPu_R,zReHo_vmPu_Rgmd_vmPu_RzfALFF_vmPu_RzALFF_vmPu_RzDCwei_vmPu_RzDCbin_vmPu_R,-0.088176880708516,0.057833073713585,0.048978304398653,-0.006846864996503,0.038319895391281,-0.093527166783278,-0.043419638984778
vmPu_L,zReHo_vmPu_Lgmd_vmPu_LzfALFF_vmPu_LzALFF_vmPu_LzDCwei_vmPu_LzDCbin_vmPu_L,-0.130700144175383,-0.016108978767246,-0.028596686509105,-0.107714941784529,-0.022050141033875,-0.011873486382052,-0.31704437865219
NAC_R,zReHo_NAC_Rgmd_NAC_RzfALFF_NAC_RzALFF_NAC_RzDCwei_NAC_RzDCbin_NAC_R,0.087501429236082,0.019562773538249,0.037825311479872,0.257995915528291,0.091001412454133,0.072534264947874,0.566421107184501
NAC_L,zReHo_NAC_Lgmd_NAC_LzfALFF_NAC_LzALFF_NAC_LzDCwei_NAC_LzDCbin_NAC_L,-0.030140120864593,0.030122586679232,0.033724237789759,0.167953217813555,0.088796757419737,0.007106563304993,0.297563242142683
GP_R,zReHo_GP_Rgmd_GP_RzfALFF_GP_RzALFF_GP_RzDCwei_GP_RzDCbin_GP_R,-0.080997895770466,0.040977903695852,0.044337660260175,0.115660563557433,0.071485924465735,-0.005214843075013,0.186249313133716
GP_L,zReHo_GP_Lgmd_GP_LzfALFF_GP_LzALFF_GP_LzDCwei_GP_LzDCbin_GP_L,-0.082386461003908,-0.030191047970188,-0.022595773888109,-0.021773926947269,0.029013898050655,-0.06873034087119,-0.196663652630009
vCa_R,zReHo_vCa_Rgmd_vCa_RzfALFF_vCa_RzALFF_vCa_RzDCwei_vCa_RzDCbin_vCa_R,-0.117555181367345,0.03776076727077,0.031183201420983,0.08309237252426,0.075978835525382,-0.079523588500481,0.030936406873569
vCa_L,zReHo_vCa_Lgmd_vCa_LzfALFF_vCa_LzALFF_vCa_LzDCwei_vCa_LzDCbin_vCa_L,-0.01015774111331,-0.048684319484691,-0.03653906103743,0.030667248303522,-0.015628677443916,0.073454789902975,-0.00688776087285
cHipp_R,zReHo_cHipp_Rgmd_cHipp_RzfALFF_cHipp_RzALFF_cHipp_RzDCwei_cHipp_RzDCbin_cHipp_R,0.055448276734113,0.054635311451708,0.04772151379379,0.067581262098399,0.059089813405316,0.173518854063529,0.457995031546855
cHipp_L,zReHo_cHipp_Lgmd_cHipp_LzfALFF_cHipp_LzALFF_cHipp_LzDCwei_cHipp_LzDCbin_cHipp_L,0.018026701865823,0.057847950947662,0.054602409620802,0.153094397555341,0.047809420608947,0.096985269826969,0.428366150425544
rHipp_R,zReHo_rHipp_Rgmd_rHipp_RzfALFF_rHipp_RzALFF_rHipp_RzDCwei_rHipp_RzDCbin_rHipp_R,0.029490847723452,0.074339773642377,0.09101641975956,0.28824565800829,0.155298061794357,-0.125253993313594,0.513136767614442
rHipp_L,zReHo_rHipp_Lgmd_rHipp_LzfALFF_rHipp_LzALFF_rHipp_LzDCwei_rHipp_LzDCbin_rHipp_L,-0.00148335010363,0.036609146862209,0.068701870556926,0.241669461442303,0.063562345865919,0.042627345055457,0.451686819679184
lAmyg_R,zReHo_lAmyg_Rgmd_lAmyg_RzfALFF_lAmyg_RzALFF_lAmyg_RzDCwei_lAmyg_RzDCbin_lAmyg_R,-0.003291370262773,-0.002131194460267,0.003920496505983,0.163700460227952,0.097341676884061,-0.05701250943683,0.202527559458126
lAmyg_L,zReHo_lAmyg_Lgmd_lAmyg_LzfALFF_lAmyg_LzALFF_lAmyg_LzDCwei_lAmyg_LzDCbin_lAmyg_L,0.049519995120216,0.009775952000459,0.003439479569099,0.225525622719157,0.035375017855863,-0.068356429523197,0.255279637741597
mAmyg_R,zReHo_mAmyg_Rgmd_mAmyg_RzfALFF_mAmyg_RzALFF_mAmyg_RzDCwei_mAmyg_RzDCbin_mAmyg_R,0.015942799818731,0.0445694065207,0.050265195374425,0.24574138592392,0.003711669168045,0.060094450162621,0.420324906968442
mAmyg_L,zReHo_mAmyg_Lgmd_mAmyg_LzfALFF_mAmyg_LzALFF_mAmyg_LzDCwei_mAmyg_LzDCbin_mAmyg_L,-0.036588580266603,-0.04133314904487,-0.037942908588833,0.255413314024574,0.128005815214202,-0.100228706154735,0.167325785183735
17Networks_RH_TempPar_10,zReHo_17Networks_RH_TempPar_10gmd_17Networks_RH_TempPar_10zfALFF_17Networks_RH_TempPar_10zALFF_17Networks_RH_TempPar_10zDCwei_17Networks_RH_TempPar_10zDCbin_17Networks_RH_TempPar_10,-0.024922866737556,-0.071890785260357,-0.080479534645546,0.141932073196548,0.002028275983753,0.075860151025117,0.042527313561959
17Networks_RH_TempPar_9,zReHo_17Networks_RH_TempPar_9gmd_17Networks_RH_TempPar_9zfALFF_17Networks_RH_TempPar_9zALFF_17Networks_RH_TempPar_9zDCwei_17Networks_RH_TempPar_9zDCbin_17Networks_RH_TempPar_9,-0.150038827519086,-0.135633776810715,-0.145273173769366,-0.040036388209716,0.032177047567142,-0.062574431941973,-0.501379550683714
17Networks_RH_TempPar_8,zReHo_17Networks_RH_TempPar_8gmd_17Networks_RH_TempPar_8zfALFF_17Networks_RH_TempPar_8zALFF_17Networks_RH_TempPar_8zDCwei_17Networks_RH_TempPar_8zDCbin_17Networks_RH_TempPar_8,-0.021090235297454,-0.030482274921975,-0.031138921093025,0.009758474311015,-0.02971641636036,-0.032512362925857,-0.135181736287656
17Networks_RH_TempPar_7,zReHo_17Networks_RH_TempPar_7gmd_17Networks_RH_TempPar_7zfALFF_17Networks_RH_TempPar_7zALFF_17Networks_RH_TempPar_7zDCwei_17Networks_RH_TempPar_7zDCbin_17Networks_RH_TempPar_7,0.025805499304632,0.003740011593569,-0.019543159079103,0.076100013839511,-0.004829514941491,-0.003493187794574,0.077779662922544
17Networks_RH_TempPar_6,zReHo_17Networks_RH_TempPar_6gmd_17Networks_RH_TempPar_6zfALFF_17Networks_RH_TempPar_6zALFF_17Networks_RH_TempPar_6zDCwei_17Networks_RH_TempPar_6zDCbin_17Networks_RH_TempPar_6,-0.044875805120811,0.062027242738939,0.038603174065639,0.086181602803184,0.028150653164349,-0.011529225514254,0.158557642137046
17Networks_RH_TempPar_5,zReHo_17Networks_RH_TempPar_5gmd_17Networks_RH_TempPar_5zfALFF_17Networks_RH_TempPar_5zALFF_17Networks_RH_TempPar_5zDCwei_17Networks_RH_TempPar_5zDCbin_17Networks_RH_TempPar_5,-0.049433677425794,0.001402968578069,-0.001267778524916,-0.025161165535906,0.153418875485533,0.017252465276003,0.096211687852989
17Networks_RH_TempPar_4,zReHo_17Networks_RH_TempPar_4gmd_17Networks_RH_TempPar_4zfALFF_17Networks_RH_TempPar_4zALFF_17Networks_RH_TempPar_4zDCwei_17Networks_RH_TempPar_4zDCbin_17Networks_RH_TempPar_4,-0.09422504692489,-0.122555629049296,-0.109560018489395,-0.049547636223402,0.011611109376288,-0.03699080016878,-0.401268021479475
17Networks_RH_TempPar_3,zReHo_17Networks_RH_TempPar_3gmd_17Networks_RH_TempPar_3zfALFF_17Networks_RH_TempPar_3zALFF_17Networks_RH_TempPar_3zDCwei_17Networks_RH_TempPar_3zDCbin_17Networks_RH_TempPar_3,-0.160717980271917,0.005003286824211,-0.000805433961694,-0.139604402456681,-0.073136420314893,0.006216527514599,-0.363044422666375
17Networks_RH_TempPar_2,zReHo_17Networks_RH_TempPar_2gmd_17Networks_RH_TempPar_2zfALFF_17Networks_RH_TempPar_2zALFF_17Networks_RH_TempPar_2zDCwei_17Networks_RH_TempPar_2zDCbin_17Networks_RH_TempPar_2,-0.049122822773354,0.07003085609735,0.080494072897163,0.107889035017824,0.070292689051466,0.058961336159675,0.338545166450124
17Networks_RH_TempPar_1,zReHo_17Networks_RH_TempPar_1gmd_17Networks_RH_TempPar_1zfALFF_17Networks_RH_TempPar_1zALFF_17Networks_RH_TempPar_1zDCwei_17Networks_RH_TempPar_1zDCbin_17Networks_RH_TempPar_1,-0.064511839944311,-0.003405408503457,0.002922344367539,0.17086234728118,0.053887844427631,0.063154897483136,0.222910185111718
17Networks_RH_DefaultC_PHC_2,zReHo_17Networks_RH_DefaultC_PHC_2gmd_17Networks_RH_DefaultC_PHC_2zfALFF_17Networks_RH_DefaultC_PHC_2zALFF_17Networks_RH_DefaultC_PHC_2zDCwei_17Networks_RH_DefaultC_PHC_2zDCbin_17Networks_RH_DefaultC_PHC_2,0.052839161600338,-0.020598882238971,-0.019099691654912,0.091994724198714,0.040022720064571,-0.064094140585799,0.081063891383941
17Networks_RH_DefaultC_PHC_1,zReHo_17Networks_RH_DefaultC_PHC_1gmd_17Networks_RH_DefaultC_PHC_1zfALFF_17Networks_RH_DefaultC_PHC_1zALFF_17Networks_RH_DefaultC_PHC_1zDCwei_17Networks_RH_DefaultC_PHC_1zDCbin_17Networks_RH_DefaultC_PHC_1,0.045077948878342,0.061079273180026,0.062588890275244,0.20546033336393,-0.006332251949568,-0.035055581494801,0.332818612253173
17Networks_RH_DefaultC_Rsp_2,zReHo_17Networks_RH_DefaultC_Rsp_2gmd_17Networks_RH_DefaultC_Rsp_2zfALFF_17Networks_RH_DefaultC_Rsp_2zALFF_17Networks_RH_DefaultC_Rsp_2zDCwei_17Networks_RH_DefaultC_Rsp_2zDCbin_17Networks_RH_DefaultC_Rsp_2,-0.050036474576303,0.07380617920815,0.057792557189899,-0.057028660560044,-0.052270637332989,-0.022487339449396,-0.050224375520683
17Networks_RH_DefaultC_Rsp_1,zReHo_17Networks_RH_DefaultC_Rsp_1gmd_17Networks_RH_DefaultC_Rsp_1zfALFF_17Networks_RH_DefaultC_Rsp_1zALFF_17Networks_RH_DefaultC_Rsp_1zDCwei_17Networks_RH_DefaultC_Rsp_1zDCbin_17Networks_RH_DefaultC_Rsp_1,-0.016016704663542,0.099713694782454,0.074055698665803,0.006726251666455,0.044492716247667,-0.123618469962916,0.085353186735921
17Networks_RH_DefaultC_IPL_2,zReHo_17Networks_RH_DefaultC_IPL_2gmd_17Networks_RH_DefaultC_IPL_2zfALFF_17Networks_RH_DefaultC_IPL_2zALFF_17Networks_RH_DefaultC_IPL_2zDCwei_17Networks_RH_DefaultC_IPL_2zDCbin_17Networks_RH_DefaultC_IPL_2,-0.034748238709056,-0.030211144476748,-0.011672746495771,-0.036053691333563,-0.16598273555053,-0.038613704658027,-0.317282261223695
17Networks_RH_DefaultC_IPL_1,zReHo_17Networks_RH_DefaultC_IPL_1gmd_17Networks_RH_DefaultC_IPL_1zfALFF_17Networks_RH_DefaultC_IPL_1zALFF_17Networks_RH_DefaultC_IPL_1zDCwei_17Networks_RH_DefaultC_IPL_1zDCbin_17Networks_RH_DefaultC_IPL_1,-0.170068320821693,-0.033865798869684,-0.041453205343465,-0.06686404066615,-0.181173996583587,-0.085618273508778,-0.579043635793357
17Networks_RH_DefaultB_PFCv_3,zReHo_17Networks_RH_DefaultB_PFCv_3gmd_17Networks_RH_DefaultB_PFCv_3zfALFF_17Networks_RH_DefaultB_PFCv_3zALFF_17Networks_RH_DefaultB_PFCv_3zDCwei_17Networks_RH_DefaultB_PFCv_3zDCbin_17Networks_RH_DefaultB_PFCv_3,-0.049026895603754,0.028567201486367,0.021393012128437,0.03379059323158,-0.062060616977913,0.052267685111009,0.024930979375726
17Networks_RH_DefaultB_PFCv_2,zReHo_17Networks_RH_DefaultB_PFCv_2gmd_17Networks_RH_DefaultB_PFCv_2zfALFF_17Networks_RH_DefaultB_PFCv_2zALFF_17Networks_RH_DefaultB_PFCv_2zDCwei_17Networks_RH_DefaultB_PFCv_2zDCbin_17Networks_RH_DefaultB_PFCv_2,-0.010664732918472,0.021351742952775,0.021307928894275,0.058626222946331,-0.03080345633556,-0.054290049560452,0.005527655978897
17Networks_RH_DefaultB_PFCv_1,zReHo_17Networks_RH_DefaultB_PFCv_1gmd_17Networks_RH_DefaultB_PFCv_1zfALFF_17Networks_RH_DefaultB_PFCv_1zALFF_17Networks_RH_DefaultB_PFCv_1zDCwei_17Networks_RH_DefaultB_PFCv_1zDCbin_17Networks_RH_DefaultB_PFCv_1,-0.062205564901872,0.061905917821298,0.063693306367992,0.205329265756601,0.015946637081432,0.018145522390026,0.302815084515477
17Networks_RH_DefaultB_PFCd_5,zReHo_17Networks_RH_DefaultB_PFCd_5gmd_17Networks_RH_DefaultB_PFCd_5zfALFF_17Networks_RH_DefaultB_PFCd_5zALFF_17Networks_RH_DefaultB_PFCd_5zDCwei_17Networks_RH_DefaultB_PFCd_5zDCbin_17Networks_RH_DefaultB_PFCd_5,-0.005804225082077,0.015753303276795,0.017663192174596,0.052118188353098,-0.135718138641666,-0.061264034324414,-0.117251714243668
17Networks_RH_DefaultB_PFCd_4,zReHo_17Networks_RH_DefaultB_PFCd_4gmd_17Networks_RH_DefaultB_PFCd_4zfALFF_17Networks_RH_DefaultB_PFCd_4zALFF_17Networks_RH_DefaultB_PFCd_4zDCwei_17Networks_RH_DefaultB_PFCd_4zDCbin_17Networks_RH_DefaultB_PFCd_4,-0.037192283695125,-0.013198763692325,-0.004560964532439,-0.080067481756132,-0.078047397205715,-0.02242033103116,-0.235487221912896
17Networks_RH_DefaultB_PFCd_3,zReHo_17Networks_RH_DefaultB_PFCd_3gmd_17Networks_RH_DefaultB_PFCd_3zfALFF_17Networks_RH_DefaultB_PFCd_3zALFF_17Networks_RH_DefaultB_PFCd_3zDCwei_17Networks_RH_DefaultB_PFCd_3zDCbin_17Networks_RH_DefaultB_PFCd_3,-0.069901475905088,0.083993909850825,0.088156372142323,-0.124998195256532,-0.047956902523474,0.034307816101872,-0.036398475590074
17Networks_RH_DefaultB_PFCd_2,zReHo_17Networks_RH_DefaultB_PFCd_2gmd_17Networks_RH_DefaultB_PFCd_2zfALFF_17Networks_RH_DefaultB_PFCd_2zALFF_17Networks_RH_DefaultB_PFCd_2zDCwei_17Networks_RH_DefaultB_PFCd_2zDCbin_17Networks_RH_DefaultB_PFCd_2,0.077947735071981,0.060403984677526,0.073628689838599,-0.062334552228013,0.00041757770066,0.121288777693381,0.271352212754134
17Networks_RH_DefaultB_PFCd_1,zReHo_17Networks_RH_DefaultB_PFCd_1gmd_17Networks_RH_DefaultB_PFCd_1zfALFF_17Networks_RH_DefaultB_PFCd_1zALFF_17Networks_RH_DefaultB_PFCd_1zDCwei_17Networks_RH_DefaultB_PFCd_1zDCbin_17Networks_RH_DefaultB_PFCd_1,0.031592327764591,0.06024110006731,0.059423350105323,-0.128426265510115,0.044988867689664,0.096466063286349,0.164285443403122
17Networks_RH_DefaultB_AntTemp_1,zReHo_17Networks_RH_DefaultB_AntTemp_1gmd_17Networks_RH_DefaultB_AntTemp_1zfALFF_17Networks_RH_DefaultB_AntTemp_1zALFF_17Networks_RH_DefaultB_AntTemp_1zDCwei_17Networks_RH_DefaultB_AntTemp_1zDCbin_17Networks_RH_DefaultB_AntTemp_1,0.126412527716899,0.04494757139521,0.059399240428188,0.063966547393147,-0.023556002968482,0.022285889421558,0.29345577338652
17Networks_RH_DefaultB_Temp_2,zReHo_17Networks_RH_DefaultB_Temp_2gmd_17Networks_RH_DefaultB_Temp_2zfALFF_17Networks_RH_DefaultB_Temp_2zALFF_17Networks_RH_DefaultB_Temp_2zDCwei_17Networks_RH_DefaultB_Temp_2zDCbin_17Networks_RH_DefaultB_Temp_2,-0.103001123373287,0.0130925551822,0.006362086770837,-0.002707846532498,0.071652528277649,-0.037115331823816,-0.051717131498915
17Networks_RH_DefaultB_Temp_1,zReHo_17Networks_RH_DefaultB_Temp_1gmd_17Networks_RH_DefaultB_Temp_1zfALFF_17Networks_RH_DefaultB_Temp_1zALFF_17Networks_RH_DefaultB_Temp_1zDCwei_17Networks_RH_DefaultB_Temp_1zDCbin_17Networks_RH_DefaultB_Temp_1,-0.01049787783681,0.006751844112007,0.010994974308792,-0.051841799719456,0.072886028292547,0.005404926304177,0.033698095461257
17Networks_RH_DefaultA_PFCm_6,zReHo_17Networks_RH_DefaultA_PFCm_6gmd_17Networks_RH_DefaultA_PFCm_6zfALFF_17Networks_RH_DefaultA_PFCm_6zALFF_17Networks_RH_DefaultA_PFCm_6zDCwei_17Networks_RH_DefaultA_PFCm_6zDCbin_17Networks_RH_DefaultA_PFCm_6,0.215830167191448,-0.006480945114725,0.019523649704696,0.122131518963669,-0.037372447980227,0.011977711778073,0.325609654542934
17Networks_RH_DefaultA_PFCm_5,zReHo_17Networks_RH_DefaultA_PFCm_5gmd_17Networks_RH_DefaultA_PFCm_5zfALFF_17Networks_RH_DefaultA_PFCm_5zALFF_17Networks_RH_DefaultA_PFCm_5zDCwei_17Networks_RH_DefaultA_PFCm_5zDCbin_17Networks_RH_DefaultA_PFCm_5,0.014409074032524,0.047566454463669,0.043105187615411,-0.194357153125149,0.063402870851113,-0.079122109560008,-0.10499567572244
17Networks_RH_DefaultA_PFCm_4,zReHo_17Networks_RH_DefaultA_PFCm_4gmd_17Networks_RH_DefaultA_PFCm_4zfALFF_17Networks_RH_DefaultA_PFCm_4zALFF_17Networks_RH_DefaultA_PFCm_4zDCwei_17Networks_RH_DefaultA_PFCm_4zDCbin_17Networks_RH_DefaultA_PFCm_4,0.124178967057699,0.020477644778305,0.024510374364728,-0.123575366946518,-0.030890722410267,-0.142638158901679,-0.127937262057732
