,gmd_sws_rs_fdr,gmd_sws_rs_p,gmd_sws_rs_r,parc_name,parcel_name,sws_rs,zALFF_sws_rs_fdr,zALFF_sws_rs_p,zALFF_sws_rs_r,zDCbin_sws_rs_fdr,zDCbin_sws_rs_p,zDCbin_sws_rs_r,zDCwei_sws_rs_fdr,zDCwei_sws_rs_p,zDCwei_sws_rs_r,zReHo_sws_rs_fdr,zReHo_sws_rs_p,zReHo_sws_rs_r,zfALFF_sws_rs_bonferroni,zfALFF_sws_rs_fdr,zfALFF_sws_rs_p,zfALFF_sws_rs_r
16,,0.323863211341494,0.092000767025961,17Networks_1,gmd_17Networks_1zReHo_17Networks_1zfALFF_17Networks_1zDCwei_17Networks_1zDCbin_17Networks_1zALFF_17Networks_1,-0.227983439515394,0.008404457243249,0.000799551718836,-0.305803042530275,,0.395974213226546,-0.07920162585755,,0.455199692544595,-0.069703677594918,,0.350280581012361,0.087123582628149,,,0.610303893356336,0.047600556813239
17,,0.093481904170902,0.155791696358987,lPFtha_R,zReHo_lPFtha_Rgmd_lPFtha_RzfALFF_lPFtha_RzALFF_lPFtha_RzDCwei_lPFtha_RzDCbin_lPFtha_R,0.559654044774575,,0.126589642538113,0.142042868354993,,0.369406883137234,0.083734932566702,,0.218892636419926,0.11452047232305,,0.29718959335607,0.09719235911284,,,0.71889055540703,-0.033628283941997
18,,0.887122004986412,-0.0132648321987,lPFtha_L,zReHo_lPFtha_Lgmd_lPFtha_LzfALFF_lPFtha_LzALFF_lPFtha_LzDCwei_lPFtha_LzDCbin_lPFtha_L,0.869115169263961,,0.560840093358141,0.054311814266516,0.036936184205192,0.024662006069313,0.207663331107642,0.028613691000762,0.013382403175741,0.228094555508457,0.024831920987231,0.009703550662703,0.238201477659937,,,0.097121728058739,0.154108822920109
19,,0.115010120058754,-0.14649314936189,cTtha_R,zReHo_cTtha_Rgmd_cTtha_RzfALFF_cTtha_RzALFF_cTtha_RzDCwei_cTtha_RzDCbin_cTtha_R,0.200624756352642,,0.079574464029725,0.1627446896202,,0.419132252120349,0.075396038757787,,0.470649363383259,0.067342840138669,,0.789152791967453,0.024986560230145,,,0.858603451486296,0.016647776967731
20,,0.736591842808973,0.031427159542411,cTtha_L,zReHo_cTtha_Lgmd_cTtha_LzfALFF_cTtha_LzALFF_cTtha_LzDCwei_cTtha_LzDCbin_cTtha_L,0.672367041310642,,0.058285749260838,0.175580714419516,,0.252982165495448,0.10652565799442,,0.248237772953898,0.10759151353053,,0.125590318678074,0.142414250718162,,,0.242812380661622,0.108827745105603
21,,0.304163742730513,-0.095806513966723,Otha_R,zReHo_Otha_Rgmd_Otha_RzfALFF_Otha_RzALFF_Otha_RzDCwei_Otha_RzDCbin_Otha_R,0.457070504179473,0.049393518081599,0.049393518081599,0.182113851307412,,0.297261153212765,0.097178031195724,,0.321199344075115,0.092506469038369,,0.397921481825789,0.078876648543741,,,0.272864965680048,0.10220201806095
22,,0.992319421201675,-0.000899612939478,Otha_L,zReHo_Otha_Lgmd_Otha_LzfALFF_Otha_LzALFF_Otha_LzDCwei_Otha_LzDCbin_Otha_L,0.65799943343283,,0.21415306108237,0.115699975330963,,0.350318616461967,0.087116731015569,,0.341166359038392,0.088779057995189,0.040996408167613,0.029871490145546,0.200887411160377,,,0.07293092292117,0.16641587087021
23,,0.913935094296782,0.010099850457391,PPtha_R,zReHo_PPtha_Rgmd_PPtha_RzfALFF_PPtha_RzALFF_PPtha_RzDCwei_PPtha_RzDCbin_PPtha_R,0.591095545341389,0.024345739320034,0.008768857292673,0.241304801591979,,0.592051722569249,0.0500470296491,,0.588831929399124,0.0504820973233,,0.077937660978848,0.163625593050492,,,0.418265798349905,0.075536173269127
24,,0.35894773407356,-0.085574146686896,PPtha_L,zReHo_PPtha_Lgmd_PPtha_LzfALFF_PPtha_LzALFF_PPtha_LzDCwei_PPtha_LzDCbin_PPtha_L,0.439290280756253,,0.228464062195473,0.112192535088628,,0.43541758788145,0.072792648247375,,0.504097373359901,0.062371353932548,,0.129963523515098,0.140805419367021,,,0.141644004792819,0.136702470807577
25,,0.736313749303154,-0.031461604015472,rTtha_R,zReHo_rTtha_Rgmd_rTtha_RzfALFF_rTtha_RzALFF_rTtha_RzDCwei_rTtha_RzDCbin_rTtha_R,0.605233867217926,,0.613346786918786,0.047195859640926,,0.104279867422668,0.150939264676527,,0.099990759340615,0.152817065422823,,0.107768051555666,0.149456267213958,,,0.142869756279282,0.136287014279164
26,,0.11709394506615,-0.14566748803543,rTtha_L,zReHo_rTtha_Lgmd_rTtha_LzfALFF_rTtha_LzALFF_rTtha_LzDCwei_rTtha_LzDCbin_rTtha_L,0.345120464318201,,0.328356502630932,0.091153793302736,,0.510893635608327,0.061382674349119,,0.54967488177576,0.055864570081773,,0.079603478475944,0.162729206184588,,,0.198784617221965,0.119657708435415
27,,0.124092526530718,-0.142975159938942,Stha_R,zReHo_Stha_Rgmd_Stha_RzfALFF_Stha_RzALFF_Stha_RzDCwei_Stha_RzDCbin_Stha_R,0.583974319700694,,0.086559493705401,0.159141095656173,,0.377419071626152,0.082347534488922,,0.275967651980616,0.101546801506907,0.033718800311398,0.020335030341643,0.21429672516189,,,0.067509821031217,0.169617322825744
28,0.046858958780776,0.039649888199118,-0.190504428365167,Stha_L,zReHo_Stha_Lgmd_Stha_LzfALFF_Stha_LzALFF_Stha_LzDCwei_Stha_LzDCbin_Stha_L,0.466339500293143,,0.609241757652542,0.047742025942742,,0.19112503625752,0.121712994738649,,0.183488361138971,0.123822583975799,0.029929561754879,0.015177314139079,0.224024144346223,,,0.133478339254626,0.139542179654897
29,,0.683352328777608,0.038105129264385,mPMtha_R,zReHo_mPMtha_Rgmd_mPMtha_RzfALFF_mPMtha_RzALFF_mPMtha_RzDCwei_mPMtha_RzDCbin_mPMtha_R,0.723859250366649,,0.251962733979209,0.106753510580182,,0.187992200487007,0.122570858346285,,0.146627659931851,0.135029897689917,0.028484448419602,0.012838530010571,0.229421993611322,,,0.323984208498751,0.091977860874558
30,,0.928725798843979,-0.00835908441855,mPMtha_L,zReHo_mPMtha_Lgmd_mPMtha_LzfALFF_mPMtha_LzALFF_mPMtha_LzDCwei_mPMtha_LzDCbin_mPMtha_L,0.979353450721541,,0.179569192635461,0.124930223733639,0.024345739320034,0.008985045074475,0.24056199265997,0.024962800043355,0.009908311401824,0.237556967945383,0.03014669746383,0.015495310912726,0.223347126372715,,,0.082287200922357,0.161316224428384
31,,0.818061631509738,0.021495425132347,mPFtha_R,zReHo_mPFtha_Rgmd_mPFtha_RzfALFF_mPFtha_RzALFF_mPFtha_RzDCwei_mPFtha_RzDCbin_mPFtha_R,0.586189417230829,,0.381330344422189,0.081676768589848,,0.178781524947292,0.125154969262028,,0.301207586642964,0.096391358620821,0.048908673805351,0.047453854783203,0.183666824876091,,,0.40438868099918,0.077804070749694
32,,0.52546421089255,-0.059285559525403,mPFtha_L,zReHo_mPFtha_Lgmd_mPFtha_LzfALFF_mPFtha_LzALFF_mPFtha_LzDCwei_mPFtha_LzDCbin_mPFtha_L,0.643396615210958,,0.680767603527046,0.038434005790121,,0.088319134751508,0.158270064476811,,0.169391736003565,0.127891999752555,0.026486006723466,0.011001879715901,0.234300967826675,,,0.121953970875602,0.143785136890199
33,,0.372073595892011,0.083271137915078,dlPu_R,zReHo_dlPu_Rgmd_dlPu_RzfALFF_dlPu_RzALFF_dlPu_RzDCwei_dlPu_RzDCbin_dlPu_R,-0.086403520464691,,0.180245191106055,-0.12473791680296,,0.33010053012025,0.090827049375261,,0.440432826174868,0.072002157761713,,0.800520900375511,-0.023609863342156,,0.048854363747499,0.046856023007974,-0.184156085371627
