,gmd_sws_rw_fdr,gmd_sws_rw_p,gmd_sws_rw_r,parc_name,parcel_name,sws_rw,zALFF_sws_rw_fdr,zALFF_sws_rw_p,zALFF_sws_rw_r,zDCbin_sws_rw_bonferroni,zDCbin_sws_rw_fdr,zDCbin_sws_rw_p,zDCbin_sws_rw_r,zDCwei_sws_rw_fdr,zDCwei_sws_rw_p,zDCwei_sws_rw_r,zReHo_sws_rw_fdr,zReHo_sws_rw_p,zReHo_sws_rw_r,zfALFF_sws_rw_fdr,zfALFF_sws_rw_p,zfALFF_sws_rw_r
31,,0.299958338417898,-0.096639642867443,mPFtha_R,zReHo_mPFtha_Rgmd_mPFtha_RzfALFF_mPFtha_RzALFF_mPFtha_RzDCwei_mPFtha_RzDCbin_mPFtha_R,-0.070455471089742,,0.237931495242475,0.109956388033978,,,0.977787894802528,0.002601957619836,,0.898177668779361,-0.011958220884774,,0.536508447208083,-0.057715509693939,,0.858160807188198,-0.0167004432974
32,,0.782155480190279,-0.025836597523441,mPFtha_L,zReHo_mPFtha_Lgmd_mPFtha_LzfALFF_mPFtha_LzALFF_mPFtha_LzDCwei_mPFtha_LzDCbin_mPFtha_L,0.062261500325335,,0.216564460556313,0.115097576820989,,,0.708954971243443,-0.034871802974971,,0.621924242368978,-0.046059744799505,,0.835076336898811,-0.01945473659181,,0.431669482363577,0.073386805394073
33,,0.876255305838177,0.014551608540259,dlPu_R,zReHo_dlPu_Rgmd_dlPu_RzfALFF_dlPu_RzALFF_dlPu_RzDCwei_dlPu_RzDCbin_dlPu_R,-0.005048657338201,,0.525718470641468,0.059249228640845,,,0.405693799271393,0.077588851417036,,0.446135151363958,0.071109532587162,,0.41195215783465,-0.076562441940341,,0.104172703539293,-0.150985436583162
34,,0.810838863265295,-0.022364713649131,dlPu_L,zReHo_dlPu_Lgmd_dlPu_LzfALFF_dlPu_LzALFF_dlPu_LzDCwei_dlPu_LzDCbin_dlPu_L,0.213210377958568,,0.1724736972307,0.126981569533926,,,0.457955751595939,0.069279327023083,,0.407703403843345,0.077258255857931,,0.926433926505518,0.008628619959818,,0.618045301642974,-0.046572680767059
35,,0.978212622499865,-0.002552192085007,dCa_R,zReHo_dCa_Rgmd_dCa_RzfALFF_dCa_RzALFF_dCa_RzDCwei_dCa_RzDCbin_dCa_R,-0.082982236129851,,0.973512899594017,-0.003102903625117,,,0.784901085403856,0.025502812048284,,0.584699418467199,0.051042086377083,,0.538394013997388,-0.057449074086246,,0.30104836991939,-0.096422964758848
36,,0.051961309925009,-0.180133829111084,dCa_L,zReHo_dCa_Lgmd_dCa_LzfALFF_dCa_LzALFF_dCa_LzDCwei_dCa_LzDCbin_dCa_L,-0.446582641607656,,0.469944921110466,0.067449551451839,,,0.286714988143711,-0.099314739881595,,0.347604047166033,-0.087606902248883,,0.222125340902172,-0.113726323689701,,0.72191922659162,-0.033250398128232
37,,0.488574175377832,0.06465604242189,vmPu_R,zReHo_vmPu_Rgmd_vmPu_RzfALFF_vmPu_RzALFF_vmPu_RzDCwei_vmPu_RzDCbin_vmPu_R,-0.207663729509709,,0.828704081748371,-0.020217880373522,,,0.846955220704985,0.018035488723324,,0.906185711850322,0.011013245286406,,0.272512323967334,-0.102276805413896,,0.053652010561615,-0.178873820153911
38,,0.327372627001766,0.09133861277863,vmPu_L,zReHo_vmPu_Lgmd_vmPu_LzfALFF_vmPu_LzALFF_vmPu_LzDCwei_vmPu_LzDCbin_vmPu_L,-0.2720784317169,,0.807569681542274,0.022758797038564,,,0.616271950624188,-0.046807643862531,,0.514316938018831,-0.060887245255219,,0.229476995247266,-0.111950220140011,,0.07273052277189,-0.166530732276333
39,0.044912706058241,0.029533286165814,0.201295448268912,NAC_R,zReHo_NAC_Rgmd_NAC_RzfALFF_NAC_RzALFF_NAC_RzDCwei_NAC_RzDCbin_NAC_R,0.018658985370816,,0.897980780966094,0.011981469114969,,,0.684818608619547,-0.037918769426222,,0.678534084887535,-0.038718574562738,,0.204250902910493,-0.118225649742817,,0.997907719733574,0.000245061718712
40,,0.331487818825531,0.090567927411891,NAC_L,zReHo_NAC_Lgmd_NAC_LzfALFF_NAC_LzALFF_NAC_LzDCwei_NAC_LzDCbin_NAC_L,0.003015250101981,,0.44230004749073,0.071709154266667,,,0.711116136179498,-0.034600803516637,,0.689913772176539,-0.037272340712482,,0.29439174411334,-0.097754347582546,,0.911679057226412,0.010365660235088
41,,0.98583391643778,0.001659309667894,GP_R,zReHo_GP_Rgmd_GP_RzfALFF_GP_RzALFF_GP_RzDCwei_GP_RzDCbin_GP_R,-0.162390578247643,,0.705822524491376,0.035265112055171,,,0.622023571129628,-0.046046628020973,,0.652739779840499,-0.042031640007406,,0.521310647582354,-0.059880321399117,,0.582385670808047,-0.051356410543212
42,,0.445144097074511,-0.071264205738708,GP_L,zReHo_GP_Lgmd_GP_LzfALFF_GP_LzALFF_GP_LzDCwei_GP_LzDCbin_GP_L,-0.196315735700989,,0.790778331802662,0.024789383159094,,,0.773427942091569,-0.026899798878571,,0.894018712010805,-0.012449462070309,,0.690805003272728,-0.037159451036629,,0.432013168974148,-0.073332201135866
43,,0.361058362811309,-0.085200358214124,vCa_R,zReHo_vCa_Rgmd_vCa_RzfALFF_vCa_RzALFF_vCa_RzDCwei_vCa_RzDCbin_vCa_R,-0.328631762958862,,0.513350177851524,-0.061026984994757,,,0.891919409232587,0.012697552417368,,0.947825927183376,0.006115270276532,,0.290811625294067,-0.098478645010115,,0.270341673707925,-0.102738597433766
44,,0.145195494085592,0.13550608959328,vCa_L,zReHo_vCa_Lgmd_vCa_LzfALFF_vCa_LzALFF_vCa_LzDCwei_vCa_LzDCbin_vCa_L,-0.35025273553294,,0.564874169420492,0.053754443747077,,,0.169496657020839,-0.127860804884506,,0.202222913185105,-0.118753687977282,,0.143226574317755,-0.136166581894938,,0.091495285198626,-0.156732194116571
45,0.041528184780944,0.013160968466591,0.228629227634035,cHipp_R,zReHo_cHipp_Rgmd_cHipp_RzfALFF_cHipp_RzALFF_cHipp_RzDCwei_cHipp_RzDCbin_cHipp_R,0.496999040671576,,0.290364796203552,0.098569457736308,,,0.623677259592709,0.045828383038612,,0.619974565814225,0.046317389916291,,0.286091824269082,0.09944261872738,,0.815628640660871,-0.02178803638105
46,0.04886359020199,0.045274808127474,0.185475597096728,cHipp_L,zReHo_cHipp_Lgmd_cHipp_LzfALFF_cHipp_LzALFF_cHipp_LzDCwei_cHipp_LzDCbin_cHipp_L,0.613003317576062,,0.182453711965162,0.124113301646143,,,0.498191337286734,0.063236177632827,,0.530118964343219,0.058621843319706,,0.281215510947599,0.100449762137694,,0.384674047369726,0.081106635742964
47,,0.524105931475756,0.05947979311672,rHipp_R,zReHo_rHipp_Rgmd_rHipp_RzfALFF_rHipp_RzALFF_rHipp_RzDCwei_rHipp_RzDCbin_rHipp_R,0.381123841890082,,0.591568949001545,0.050112194816442,,,0.847431069293239,0.017978723587682,,0.740652498192685,0.030924686942229,,0.317540095829371,0.093205560186949,,0.164301627592209,0.12942288324006
48,,0.653333505087096,0.041954806744751,rHipp_L,zReHo_rHipp_Lgmd_rHipp_LzfALFF_rHipp_LzALFF_rHipp_LzDCwei_rHipp_LzDCbin_rHipp_L,0.364173256694252,,0.443267908314475,0.071557552901991,,,0.760817056683875,0.028442211053789,,0.70637733591104,0.035195405302887,,0.723311263025438,0.03307689480374,,0.097478893981778,0.153946385887094
49,,0.611951238434306,0.047381354945706,lAmyg_R,zReHo_lAmyg_Rgmd_lAmyg_RzfALFF_lAmyg_RzALFF_lAmyg_RzDCwei_lAmyg_RzDCbin_lAmyg_R,0.393418309799774,,0.339424114081926,0.089098676424006,,,0.341436707032163,0.088729554643548,,0.405914326081496,0.077552525993102,,0.48053057120178,0.065855041213934,,0.790681245711933,0.024801156579478
50,,0.620956107233858,0.046187638155634,lAmyg_L,zReHo_lAmyg_Lgmd_lAmyg_LzfALFF_lAmyg_LzALFF_lAmyg_LzDCwei_lAmyg_LzDCbin_lAmyg_L,0.214943910454611,,0.707578173351473,0.035044597732159,,,0.739390654591825,0.031080734449358,,0.808707540105497,0.022621588931296,,0.708861698693066,0.034883505402906,,0.629013224312325,0.045125845783258
51,,0.710648058297083,0.034659473719134,mAmyg_R,zReHo_mAmyg_Rgmd_mAmyg_RzfALFF_mAmyg_RzALFF_mAmyg_RzDCwei_mAmyg_RzDCbin_mAmyg_R,-0.014793638237916,,0.68596145361517,-0.037773620511905,,,0.620768283705816,-0.04621246007282,,0.512147994494143,-0.061200942622568,,0.905107328876367,-0.011140431208559,,0.251423270639075,0.106874342458802
52,,0.80636551063233,-0.022904054170408,mAmyg_L,zReHo_mAmyg_Lgmd_mAmyg_LzfALFF_mAmyg_LzALFF_mAmyg_LzDCwei_mAmyg_LzDCbin_mAmyg_L,0.318823089611152,,0.443096652231904,0.071584364074418,,,0.843922251433912,-0.018397454333122,,0.965002107116788,-0.004100478417768,,0.435812855277263,0.072730159916913,0.041528184780944,0.017200256446623,0.219910552541119
53,,0.851825835548314,0.017454767842891,17Networks_RH_TempPar_10,zReHo_17Networks_RH_TempPar_10gmd_17Networks_RH_TempPar_10zfALFF_17Networks_RH_TempPar_10zALFF_17Networks_RH_TempPar_10zDCwei_17Networks_RH_TempPar_10zDCbin_17Networks_RH_TempPar_10,-0.093838350878786,,0.923144395795176,0.009015609480837,,,0.318269038567382,-0.093065883805902,,0.337288543797043,-0.089491871145142,,0.110026418431389,0.148516021346356,,0.35505580094818,-0.086266994597826
54,,0.95546969245498,0.005218353618648,17Networks_RH_TempPar_9,zReHo_17Networks_RH_TempPar_9gmd_17Networks_RH_TempPar_9zfALFF_17Networks_RH_TempPar_9zALFF_17Networks_RH_TempPar_9zDCwei_17Networks_RH_TempPar_9zDCbin_17Networks_RH_TempPar_9,-0.341095468863527,,0.376646110867442,-0.082480593011088,,,0.125006870321918,-0.142632131490671,,0.136048308760265,-0.138634511070022,0.046118508682166,0.035544026996867,0.19456741316096,,0.056060791835785,-0.177134000071354
55,,0.572471324201539,0.052709873329883,17Networks_RH_TempPar_8,zReHo_17Networks_RH_TempPar_8gmd_17Networks_RH_TempPar_8zfALFF_17Networks_RH_TempPar_8zALFF_17Networks_RH_TempPar_8zDCwei_17Networks_RH_TempPar_8zDCbin_17Networks_RH_TempPar_8,-0.334112910002573,,0.91286619651402,0.010225779464802,,0.047862474271207,0.042106811278153,-0.188239058618078,0.046118508682166,0.034494645700441,-0.195668957258718,,0.323448267727868,0.092079362434332,,0.258878861511175,-0.105219909354794
56,,0.919419799754534,-0.009453965911885,17Networks_RH_TempPar_7,zReHo_17Networks_RH_TempPar_7gmd_17Networks_RH_TempPar_7zfALFF_17Networks_RH_TempPar_7zALFF_17Networks_RH_TempPar_7zDCwei_17Networks_RH_TempPar_7zDCbin_17Networks_RH_TempPar_7,-0.081026990545423,,0.989654156196872,0.001211805873231,,,0.221559374272724,-0.113864766219892,,0.160867661835387,-0.130475693577881,0.047862474271207,0.043135316318495,0.187323427295373,,0.866005789804785,-0.015767798004369
57,,0.241429407900263,-0.109145926503482,17Networks_RH_TempPar_6,zReHo_17Networks_RH_TempPar_6gmd_17Networks_RH_TempPar_6zfALFF_17Networks_RH_TempPar_6zALFF_17Networks_RH_TempPar_6zDCwei_17Networks_RH_TempPar_6zDCbin_17Networks_RH_TempPar_6,-0.251772683726011,,0.647755680789799,0.042677741225315,,,0.352120452650784,-0.086792684399261,,0.405120123044697,-0.077683402581033,,0.728647287217267,0.032412849461695,,0.568600562887544,-0.053241260929245
58,,0.807471291266033,0.022770663652509,17Networks_RH_TempPar_5,zReHo_17Networks_RH_TempPar_5gmd_17Networks_RH_TempPar_5zfALFF_17Networks_RH_TempPar_5zALFF_17Networks_RH_TempPar_5zDCwei_17Networks_RH_TempPar_5zDCbin_17Networks_RH_TempPar_5,-0.053070870804733,,0.81808771150265,0.021492289672408,,,0.517739492904228,-0.060393613071023,,0.565399600968535,-0.053681986706842,,0.158408009964945,0.131240134993173,,0.218982196931118,-0.114498359344958
59,,0.854112380460928,-0.01718237495934,17Networks_RH_TempPar_4,zReHo_17Networks_RH_TempPar_4gmd_17Networks_RH_TempPar_4zfALFF_17Networks_RH_TempPar_4zALFF_17Networks_RH_TempPar_4zDCwei_17Networks_RH_TempPar_4zDCbin_17Networks_RH_TempPar_4,-0.520212127839706,,0.337256132777285,-0.0894978507038,,0.046118508682166,0.034941969241246,-0.195195992528278,,0.063160013659134,-0.1723407243973,,0.341382446878505,0.088739488219606,,0.1475208981428,-0.134734673470594
60,,0.644895675025761,0.043049401700103,17Networks_RH_TempPar_3,zReHo_17Networks_RH_TempPar_3gmd_17Networks_RH_TempPar_3zfALFF_17Networks_RH_TempPar_3zALFF_17Networks_RH_TempPar_3zDCwei_17Networks_RH_TempPar_3zDCbin_17Networks_RH_TempPar_3,-0.101879687511484,,0.441097062868043,0.071897845720238,,,0.413919684203129,-0.076241646404613,,0.528580381502595,-0.058840902712202,,0.44669248160501,0.071022635277207,,0.100103236943046,-0.152767021092217
61,,0.852202534712574,-0.017409882188374,17Networks_RH_TempPar_2,zReHo_17Networks_RH_TempPar_2gmd_17Networks_RH_TempPar_2zfALFF_17Networks_RH_TempPar_2zALFF_17Networks_RH_TempPar_2zDCwei_17Networks_RH_TempPar_2zDCbin_17Networks_RH_TempPar_2,-0.030960294534247,,0.694128839041311,0.036738900993062,,,0.519779990652673,-0.060100106887442,,0.727863962710672,-0.032510228854515,,0.338978454547447,0.089180600222626,,0.615880283936483,-0.046859577819604
62,,0.554563425156436,-0.05518286153699,17Networks_RH_TempPar_1,zReHo_17Networks_RH_TempPar_1gmd_17Networks_RH_TempPar_1zfALFF_17Networks_RH_TempPar_1zALFF_17Networks_RH_TempPar_1zDCwei_17Networks_RH_TempPar_1zDCbin_17Networks_RH_TempPar_1,0.195073396575063,,0.869981920101979,-0.015295695579202,,,0.639724332660918,0.043723140495356,,0.554247744806059,0.055226795168607,,0.154453496563241,0.132487983050909,,0.715003765303961,0.034114034976383
63,,0.766486465698486,0.027747874879471,17Networks_RH_DefaultC_PHC_2,zReHo_17Networks_RH_DefaultC_PHC_2gmd_17Networks_RH_DefaultC_PHC_2zfALFF_17Networks_RH_DefaultC_PHC_2zALFF_17Networks_RH_DefaultC_PHC_2zDCwei_17Networks_RH_DefaultC_PHC_2zDCbin_17Networks_RH_DefaultC_PHC_2,0.049348905158983,,0.599562602974694,0.049036274192596,,,0.676972033417212,-0.038917803768093,,0.698372315759614,-0.036203058091466,,0.772810092581211,0.026975195089566,,0.824597220442286,0.020710422856909
