parc_name,parcel_name,zALFF_sws_rw_p,zDCbin_sws_rw_p,zDCwei_sws_rw_p,zfALFF_sws_rw_p,zReHo_sws_rw_p,gmd_sws_rw_p,sws_rw
17Networks_RH_DefaultB_Temp_1,zReHo_17Networks_RH_DefaultB_Temp_1gmd_17Networks_RH_DefaultB_Temp_1zfALFF_17Networks_RH_DefaultB_Temp_1zALFF_17Networks_RH_DefaultB_Temp_1zDCwei_17Networks_RH_DefaultB_Temp_1zDCbin_17Networks_RH_DefaultB_Temp_1,0.221581774580394,0.494057009376329,0.447518404773788,0.084036617580181,0.636296345979502,0.312827222912618,2.19631737520281
17Networks_RH_DefaultA_PFCm_6,zReHo_17Networks_RH_DefaultA_PFCm_6gmd_17Networks_RH_DefaultA_PFCm_6zfALFF_17Networks_RH_DefaultA_PFCm_6zALFF_17Networks_RH_DefaultA_PFCm_6zDCwei_17Networks_RH_DefaultA_PFCm_6zDCbin_17Networks_RH_DefaultA_PFCm_6,0.80393144437825,0.670033465337934,0.616655917182439,0.812341100069247,0.604902049770489,0.29015333807674,3.7980173148151
17Networks_RH_DefaultA_PFCm_5,zReHo_17Networks_RH_DefaultA_PFCm_5gmd_17Networks_RH_DefaultA_PFCm_5zfALFF_17Networks_RH_DefaultA_PFCm_5zALFF_17Networks_RH_DefaultA_PFCm_5zDCwei_17Networks_RH_DefaultA_PFCm_5zDCbin_17Networks_RH_DefaultA_PFCm_5,0.682818556711872,0.338865727361791,0.209680331944515,0.185706761426187,0.653509004913548,0.007472768658045,2.07805315101596
17Networks_RH_DefaultA_PFCm_4,zReHo_17Networks_RH_DefaultA_PFCm_4gmd_17Networks_RH_DefaultA_PFCm_4zfALFF_17Networks_RH_DefaultA_PFCm_4zALFF_17Networks_RH_DefaultA_PFCm_4zDCwei_17Networks_RH_DefaultA_PFCm_4zDCbin_17Networks_RH_DefaultA_PFCm_4,0.542144875514372,0.560110370390601,0.516451038126592,0.195817106900421,0.234776381403493,0.143472314015687,2.19277208635117
17Networks_RH_DefaultA_PFCm_3,zReHo_17Networks_RH_DefaultA_PFCm_3gmd_17Networks_RH_DefaultA_PFCm_3zfALFF_17Networks_RH_DefaultA_PFCm_3zALFF_17Networks_RH_DefaultA_PFCm_3zDCwei_17Networks_RH_DefaultA_PFCm_3zDCbin_17Networks_RH_DefaultA_PFCm_3,0.882774975462395,0.373075974341201,0.353476811534723,0.604781030407736,0.482135842610354,0.031308947805007,2.72755358216142
17Networks_RH_DefaultA_PFCm_2,zReHo_17Networks_RH_DefaultA_PFCm_2gmd_17Networks_RH_DefaultA_PFCm_2zfALFF_17Networks_RH_DefaultA_PFCm_2zALFF_17Networks_RH_DefaultA_PFCm_2zDCwei_17Networks_RH_DefaultA_PFCm_2zDCbin_17Networks_RH_DefaultA_PFCm_2,0.087348624148296,0.588932029970779,0.32048691345115,0.690961490443754,0.58852882425243,0.134448106427608,2.41070598869402
17Networks_RH_DefaultA_PFCm_1,zReHo_17Networks_RH_DefaultA_PFCm_1gmd_17Networks_RH_DefaultA_PFCm_1zfALFF_17Networks_RH_DefaultA_PFCm_1zALFF_17Networks_RH_DefaultA_PFCm_1zDCwei_17Networks_RH_DefaultA_PFCm_1zDCbin_17Networks_RH_DefaultA_PFCm_1,0.646474882487078,0.025044394028411,0.018066788753273,0.763482425518931,0.362504206032421,0.019198778920376,1.83477147574049
17Networks_RH_DefaultA_pCunPCC_5,zReHo_17Networks_RH_DefaultA_pCunPCC_5gmd_17Networks_RH_DefaultA_pCunPCC_5zfALFF_17Networks_RH_DefaultA_pCunPCC_5zALFF_17Networks_RH_DefaultA_pCunPCC_5zDCwei_17Networks_RH_DefaultA_pCunPCC_5zDCbin_17Networks_RH_DefaultA_pCunPCC_5,0.158745005910455,0.892111177068361,0.963957737626689,0.783170401630026,0.468155807856301,0.840735051260492,4.10687518135232
17Networks_RH_DefaultA_pCunPCC_4,zReHo_17Networks_RH_DefaultA_pCunPCC_4gmd_17Networks_RH_DefaultA_pCunPCC_4zfALFF_17Networks_RH_DefaultA_pCunPCC_4zALFF_17Networks_RH_DefaultA_pCunPCC_4zDCwei_17Networks_RH_DefaultA_pCunPCC_4zDCbin_17Networks_RH_DefaultA_pCunPCC_4,0.290894839361259,0.516560751923721,0.461729898453559,0.199946394712119,0.241680388307934,0.894505990419686,2.60531826317828
17Networks_RH_DefaultA_pCunPCC_3,zReHo_17Networks_RH_DefaultA_pCunPCC_3gmd_17Networks_RH_DefaultA_pCunPCC_3zfALFF_17Networks_RH_DefaultA_pCunPCC_3zALFF_17Networks_RH_DefaultA_pCunPCC_3zDCwei_17Networks_RH_DefaultA_pCunPCC_3zDCbin_17Networks_RH_DefaultA_pCunPCC_3,0.604779004284613,0.886752038502161,0.965989935214739,0.826556981051492,0.076307440242652,0.449235760834275,3.80962116012993
17Networks_RH_DefaultA_pCunPCC_2,zReHo_17Networks_RH_DefaultA_pCunPCC_2gmd_17Networks_RH_DefaultA_pCunPCC_2zfALFF_17Networks_RH_DefaultA_pCunPCC_2zALFF_17Networks_RH_DefaultA_pCunPCC_2zDCwei_17Networks_RH_DefaultA_pCunPCC_2zDCbin_17Networks_RH_DefaultA_pCunPCC_2,0.142501406097195,0.903200988978856,0.847359348558165,0.871529698474223,0.275174735383237,0.826702354493535,3.86646853198521
17Networks_RH_DefaultA_pCunPCC_1,zReHo_17Networks_RH_DefaultA_pCunPCC_1gmd_17Networks_RH_DefaultA_pCunPCC_1zfALFF_17Networks_RH_DefaultA_pCunPCC_1zALFF_17Networks_RH_DefaultA_pCunPCC_1zDCwei_17Networks_RH_DefaultA_pCunPCC_1zDCbin_17Networks_RH_DefaultA_pCunPCC_1,0.332016112622984,0.528400633119261,0.391629681435399,0.25414078399921,0.687173709203974,0.918028710126308,3.11138963050714
17Networks_RH_DefaultA_PFCd_2,zReHo_17Networks_RH_DefaultA_PFCd_2gmd_17Networks_RH_DefaultA_PFCd_2zfALFF_17Networks_RH_DefaultA_PFCd_2zALFF_17Networks_RH_DefaultA_PFCd_2zDCwei_17Networks_RH_DefaultA_PFCd_2zDCbin_17Networks_RH_DefaultA_PFCd_2,0.929058368467182,0.72562082399756,0.7186295418323,0.525908684541311,0.626582548623441,0.070301754614153,3.59610172207595
17Networks_RH_DefaultA_PFCd_1,zReHo_17Networks_RH_DefaultA_PFCd_1gmd_17Networks_RH_DefaultA_PFCd_1zfALFF_17Networks_RH_DefaultA_PFCd_1zALFF_17Networks_RH_DefaultA_PFCd_1zDCwei_17Networks_RH_DefaultA_PFCd_1zDCbin_17Networks_RH_DefaultA_PFCd_1,0.726827924981128,0.53765532942273,0.36037164684543,0.124890928181441,0.23030492724439,0.240737060239815,2.22078781691493
17Networks_RH_DefaultA_IPL_2,zReHo_17Networks_RH_DefaultA_IPL_2gmd_17Networks_RH_DefaultA_IPL_2zfALFF_17Networks_RH_DefaultA_IPL_2zALFF_17Networks_RH_DefaultA_IPL_2zDCwei_17Networks_RH_DefaultA_IPL_2zDCbin_17Networks_RH_DefaultA_IPL_2,0.817921215188106,0.287953619347273,0.371425032824417,0.345742822170996,0.082948798302489,0.599635108674687,2.50562659650797
17Networks_RH_DefaultA_IPL_1,zReHo_17Networks_RH_DefaultA_IPL_1gmd_17Networks_RH_DefaultA_IPL_1zfALFF_17Networks_RH_DefaultA_IPL_1zALFF_17Networks_RH_DefaultA_IPL_1zDCwei_17Networks_RH_DefaultA_IPL_1zDCbin_17Networks_RH_DefaultA_IPL_1,0.75250794507625,0.164639037367542,0.211733701261997,0.114932696955183,0.016519692297735,0.97407518727369,2.2344082602324
17Networks_RH_DefaultA_Temp_1,zReHo_17Networks_RH_DefaultA_Temp_1gmd_17Networks_RH_DefaultA_Temp_1zfALFF_17Networks_RH_DefaultA_Temp_1zALFF_17Networks_RH_DefaultA_Temp_1zDCwei_17Networks_RH_DefaultA_Temp_1zDCbin_17Networks_RH_DefaultA_Temp_1,0.676692151473314,0.886151033006501,0.883504842630943,0.5758268873287,0.054039901962309,0.050332590141736,3.1265474065435
17Networks_RH_ContC_Cingp_2,zReHo_17Networks_RH_ContC_Cingp_2gmd_17Networks_RH_ContC_Cingp_2zfALFF_17Networks_RH_ContC_Cingp_2zALFF_17Networks_RH_ContC_Cingp_2zDCwei_17Networks_RH_ContC_Cingp_2zDCbin_17Networks_RH_ContC_Cingp_2,0.697870680520709,0.401127174367299,0.493031963011699,0.453576392368434,0.178093007721918,0.739731830663566,2.96343104865363
17Networks_RH_ContC_Cingp_1,zReHo_17Networks_RH_ContC_Cingp_1gmd_17Networks_RH_ContC_Cingp_1zfALFF_17Networks_RH_ContC_Cingp_1zALFF_17Networks_RH_ContC_Cingp_1zDCwei_17Networks_RH_ContC_Cingp_1zDCbin_17Networks_RH_ContC_Cingp_1,0.970112018933242,0.375564550183856,0.401548008711671,0.116747964126015,0.240800682057324,0.206700501194154,2.31147372520626
17Networks_RH_ContC_pCun_5,zReHo_17Networks_RH_ContC_pCun_5gmd_17Networks_RH_ContC_pCun_5zfALFF_17Networks_RH_ContC_pCun_5zALFF_17Networks_RH_ContC_pCun_5zDCwei_17Networks_RH_ContC_pCun_5zDCbin_17Networks_RH_ContC_pCun_5,0.581091999246744,0.777158777459176,0.821632913373644,0.835672997699087,0.240443248918134,0.138237757298292,3.39423769399508
17Networks_RH_ContC_pCun_4,zReHo_17Networks_RH_ContC_pCun_4gmd_17Networks_RH_ContC_pCun_4zfALFF_17Networks_RH_ContC_pCun_4zALFF_17Networks_RH_ContC_pCun_4zDCwei_17Networks_RH_ContC_pCun_4zDCbin_17Networks_RH_ContC_pCun_4,0.830010375277045,0.89699698351399,0.903409559232206,0.380454217642632,0.254670314633078,0.867581382311811,4.13312283261076
17Networks_RH_ContC_pCun_3,zReHo_17Networks_RH_ContC_pCun_3gmd_17Networks_RH_ContC_pCun_3zfALFF_17Networks_RH_ContC_pCun_3zALFF_17Networks_RH_ContC_pCun_3zDCwei_17Networks_RH_ContC_pCun_3zDCbin_17Networks_RH_ContC_pCun_3,0.669017981578572,0.989085681409709,0.892406437680714,0.788604262713788,0.221376578637695,0.298039143173077,3.85853008519356
17Networks_RH_ContC_pCun_2,zReHo_17Networks_RH_ContC_pCun_2gmd_17Networks_RH_ContC_pCun_2zfALFF_17Networks_RH_ContC_pCun_2zALFF_17Networks_RH_ContC_pCun_2zDCwei_17Networks_RH_ContC_pCun_2zDCbin_17Networks_RH_ContC_pCun_2,0.428325858982455,0.999485184379582,0.955086967225318,0.34800914019524,0.87037746114106,0.29782473728972,3.89910934921337
17Networks_RH_ContC_pCun_1,zReHo_17Networks_RH_ContC_pCun_1gmd_17Networks_RH_ContC_pCun_1zfALFF_17Networks_RH_ContC_pCun_1zALFF_17Networks_RH_ContC_pCun_1zDCwei_17Networks_RH_ContC_pCun_1zDCbin_17Networks_RH_ContC_pCun_1,0.654703155250663,0.943032716301093,0.83260156893529,0.090287016969135,0.200154434831053,0.499474109977296,3.22025300226453
17Networks_RH_ContB_PFCmp_1,zReHo_17Networks_RH_ContB_PFCmp_1gmd_17Networks_RH_ContB_PFCmp_1zfALFF_17Networks_RH_ContB_PFCmp_1zALFF_17Networks_RH_ContB_PFCmp_1zDCwei_17Networks_RH_ContB_PFCmp_1zDCbin_17Networks_RH_ContB_PFCmp_1,0.746455747372485,0.478142246822416,0.518210773118614,0.179682638096991,0.574530764024635,0.486908504284375,2.98393067371952
17Networks_RH_ContB_PFClv_4,zReHo_17Networks_RH_ContB_PFClv_4gmd_17Networks_RH_ContB_PFClv_4zfALFF_17Networks_RH_ContB_PFClv_4zALFF_17Networks_RH_ContB_PFClv_4zDCwei_17Networks_RH_ContB_PFClv_4zDCbin_17Networks_RH_ContB_PFClv_4,0.964337453193824,0.121447780716995,0.048148466032634,0.115872954884362,0.694380590973356,0.051522808361691,1.99571005416286
17Networks_RH_ContB_PFClv_3,zReHo_17Networks_RH_ContB_PFClv_3gmd_17Networks_RH_ContB_PFClv_3zfALFF_17Networks_RH_ContB_PFClv_3zALFF_17Networks_RH_ContB_PFClv_3zDCwei_17Networks_RH_ContB_PFClv_3zDCbin_17Networks_RH_ContB_PFClv_3,0.822307010028847,0.173324810410018,0.105258864273345,0.333253159619942,0.87389388463195,0.07469043530761,2.38272816427171
17Networks_RH_ContB_PFClv_2,zReHo_17Networks_RH_ContB_PFClv_2gmd_17Networks_RH_ContB_PFClv_2zfALFF_17Networks_RH_ContB_PFClv_2zALFF_17Networks_RH_ContB_PFClv_2zDCwei_17Networks_RH_ContB_PFClv_2zDCbin_17Networks_RH_ContB_PFClv_2,0.784562158249848,0.621620256804006,0.461066333488491,0.818136018193487,0.357009213184613,0.500090122761245,3.54248410268169
17Networks_RH_ContB_PFClv_1,zReHo_17Networks_RH_ContB_PFClv_1gmd_17Networks_RH_ContB_PFClv_1zfALFF_17Networks_RH_ContB_PFClv_1zALFF_17Networks_RH_ContB_PFClv_1zDCwei_17Networks_RH_ContB_PFClv_1zDCbin_17Networks_RH_ContB_PFClv_1,0.821506500399546,0.038991260422665,0.019572873807266,0.664847000940547,0.657328711556412,0.249124319700449,2.45137066682688
17Networks_RH_ContB_PFCld_4,zReHo_17Networks_RH_ContB_PFCld_4gmd_17Networks_RH_ContB_PFCld_4zfALFF_17Networks_RH_ContB_PFCld_4zALFF_17Networks_RH_ContB_PFCld_4zDCwei_17Networks_RH_ContB_PFCld_4zDCbin_17Networks_RH_ContB_PFCld_4,0.892423938670964,0.830227405079614,0.910724173235177,0.084643476909889,0.95793925464133,0.167199884587542,3.84315813312452
17Networks_RH_ContB_PFCld_3,zReHo_17Networks_RH_ContB_PFCld_3gmd_17Networks_RH_ContB_PFCld_3zfALFF_17Networks_RH_ContB_PFCld_3zALFF_17Networks_RH_ContB_PFCld_3zDCwei_17Networks_RH_ContB_PFCld_3zDCbin_17Networks_RH_ContB_PFCld_3,0.821565037600484,0.477369802974097,0.63258442091339,0.100049749201173,0.269752220101731,0.169525677272803,2.47084690806368
17Networks_RH_ContB_PFCld_2,zReHo_17Networks_RH_ContB_PFCld_2gmd_17Networks_RH_ContB_PFCld_2zfALFF_17Networks_RH_ContB_PFCld_2zALFF_17Networks_RH_ContB_PFCld_2zDCwei_17Networks_RH_ContB_PFCld_2zDCbin_17Networks_RH_ContB_PFCld_2,0.620632847360951,0.244459441656601,0.397526155175333,0.527548912996314,0.858958630423053,0.181451814599999,2.83057780221225
17Networks_RH_ContB_PFCld_1,zReHo_17Networks_RH_ContB_PFCld_1gmd_17Networks_RH_ContB_PFCld_1zfALFF_17Networks_RH_ContB_PFCld_1zALFF_17Networks_RH_ContB_PFCld_1zDCwei_17Networks_RH_ContB_PFCld_1zDCbin_17Networks_RH_ContB_PFCld_1,0.774549925856374,0.638151999847549,0.991048609664104,0.207767942673591,0.89774578820528,0.02062546925945,3.52988973550635
17Networks_RH_ContB_IPL_4,zReHo_17Networks_RH_ContB_IPL_4gmd_17Networks_RH_ContB_IPL_4zfALFF_17Networks_RH_ContB_IPL_4zALFF_17Networks_RH_ContB_IPL_4zDCwei_17Networks_RH_ContB_IPL_4zDCbin_17Networks_RH_ContB_IPL_4,0.571918311792278,0.358741907604807,0.385601920954598,0.4301418769308,0.895695039397879,0.564343069185425,3.20644212586579
17Networks_RH_ContB_IPL_3,zReHo_17Networks_RH_ContB_IPL_3gmd_17Networks_RH_ContB_IPL_3zfALFF_17Networks_RH_ContB_IPL_3zALFF_17Networks_RH_ContB_IPL_3zDCwei_17Networks_RH_ContB_IPL_3zDCbin_17Networks_RH_ContB_IPL_3,0.618608049015864,0.522417206291345,0.514919420033331,0.156804073660854,0.429728012472707,0.922906540782486,3.16538330225659
17Networks_RH_ContB_IPL_2,zReHo_17Networks_RH_ContB_IPL_2gmd_17Networks_RH_ContB_IPL_2zfALFF_17Networks_RH_ContB_IPL_2zALFF_17Networks_RH_ContB_IPL_2zDCwei_17Networks_RH_ContB_IPL_2zDCbin_17Networks_RH_ContB_IPL_2,0.464405367205176,0.574731714644007,0.530231361165786,0.09416080712689,0.68696748706903,0.993068680236525,3.34356541744741
17Networks_RH_ContB_IPL_1,zReHo_17Networks_RH_ContB_IPL_1gmd_17Networks_RH_ContB_IPL_1zfALFF_17Networks_RH_ContB_IPL_1zALFF_17Networks_RH_ContB_IPL_1zDCwei_17Networks_RH_ContB_IPL_1zDCbin_17Networks_RH_ContB_IPL_1,0.441163831644537,0.503594177627999,0.471024109336278,0.30798902317911,0.109814103760107,0.3813621386153,2.21494738416333
17Networks_RH_ContB_Temp_2,zReHo_17Networks_RH_ContB_Temp_2gmd_17Networks_RH_ContB_Temp_2zfALFF_17Networks_RH_ContB_Temp_2zALFF_17Networks_RH_ContB_Temp_2zDCwei_17Networks_RH_ContB_Temp_2zDCbin_17Networks_RH_ContB_Temp_2,0.739618633474796,0.13634478403539,0.191826957977175,0.223451610634969,0.353431493683401,0.13471735457881,1.77939083438454
17Networks_RH_ContB_Temp_1,zReHo_17Networks_RH_ContB_Temp_1gmd_17Networks_RH_ContB_Temp_1zfALFF_17Networks_RH_ContB_Temp_1zALFF_17Networks_RH_ContB_Temp_1zDCwei_17Networks_RH_ContB_Temp_1zDCbin_17Networks_RH_ContB_Temp_1,0.417077837723898,0.611951741996914,0.909342604112686,0.605784024723594,0.342099745884388,0.005549171340856,2.89180512578234
17Networks_RH_ContA_Cingm_1,zReHo_17Networks_RH_ContA_Cingm_1gmd_17Networks_RH_ContA_Cingm_1zfALFF_17Networks_RH_ContA_Cingm_1zALFF_17Networks_RH_ContA_Cingm_1zDCwei_17Networks_RH_ContA_Cingm_1zDCbin_17Networks_RH_ContA_Cingm_1,0.029987988617549,0.158650381406207,0.296025863240484,0.06587243948133,0.068396629539981,0.40098639250999,1.01991969479554
17Networks_RH_ContA_PFCl_5,zReHo_17Networks_RH_ContA_PFCl_5gmd_17Networks_RH_ContA_PFCl_5zfALFF_17Networks_RH_ContA_PFCl_5zALFF_17Networks_RH_ContA_PFCl_5zDCwei_17Networks_RH_ContA_PFCl_5zDCbin_17Networks_RH_ContA_PFCl_5,0.433120216622755,0.631000755390981,0.820558806217343,0.19566268488411,0.071014398760025,0.325364585542741,2.47672144741795
17Networks_RH_ContA_PFCl_4,zReHo_17Networks_RH_ContA_PFCl_4gmd_17Networks_RH_ContA_PFCl_4zfALFF_17Networks_RH_ContA_PFCl_4zALFF_17Networks_RH_ContA_PFCl_4zDCwei_17Networks_RH_ContA_PFCl_4zDCbin_17Networks_RH_ContA_PFCl_4,0.059144100845627,0.708410679773499,0.795928945792381,0.005536564863478,0.146325181479592,0.78941197983384,2.50475745258842
17Networks_RH_ContA_PFCl_3,zReHo_17Networks_RH_ContA_PFCl_3gmd_17Networks_RH_ContA_PFCl_3zfALFF_17Networks_RH_ContA_PFCl_3zALFF_17Networks_RH_ContA_PFCl_3zDCwei_17Networks_RH_ContA_PFCl_3zDCbin_17Networks_RH_ContA_PFCl_3,0.938523490586812,0.620889747123438,0.452878337894002,0.237554536520321,0.307139373280159,0.330907963068455,2.88789344847319
17Networks_RH_ContA_PFCl_2,zReHo_17Networks_RH_ContA_PFCl_2gmd_17Networks_RH_ContA_PFCl_2zfALFF_17Networks_RH_ContA_PFCl_2zALFF_17Networks_RH_ContA_PFCl_2zDCwei_17Networks_RH_ContA_PFCl_2zDCbin_17Networks_RH_ContA_PFCl_2,0.779203256726289,0.410658061045682,0.217877640363471,0.383087797059176,0.495716494796332,0.534184300674629,2.82072755066558
17Networks_RH_ContA_PFCl_1,zReHo_17Networks_RH_ContA_PFCl_1gmd_17Networks_RH_ContA_PFCl_1zfALFF_17Networks_RH_ContA_PFCl_1zALFF_17Networks_RH_ContA_PFCl_1zDCwei_17Networks_RH_ContA_PFCl_1zDCbin_17Networks_RH_ContA_PFCl_1,0.632666688920879,0.772659248384467,0.895040536399205,0.142803422272132,0.517374076788141,0.940490782589981,3.9010347553548
17Networks_RH_ContA_PFCd_1,zReHo_17Networks_RH_ContA_PFCd_1gmd_17Networks_RH_ContA_PFCd_1zfALFF_17Networks_RH_ContA_PFCd_1zALFF_17Networks_RH_ContA_PFCd_1zDCwei_17Networks_RH_ContA_PFCd_1zDCbin_17Networks_RH_ContA_PFCd_1,0.483395990753601,0.663119951794823,0.516771086900168,0.733839207560574,0.836743363610617,0.319430620276887,3.55330022089667
17Networks_RH_ContA_IPS_4,zReHo_17Networks_RH_ContA_IPS_4gmd_17Networks_RH_ContA_IPS_4zfALFF_17Networks_RH_ContA_IPS_4zALFF_17Networks_RH_ContA_IPS_4zDCwei_17Networks_RH_ContA_IPS_4zDCbin_17Networks_RH_ContA_IPS_4,0.812876092569829,0.908195348114831,0.802082991381331,0.089099252463399,0.358845678945216,0.40059068253529,3.3716900460099
17Networks_RH_ContA_IPS_3,zReHo_17Networks_RH_ContA_IPS_3gmd_17Networks_RH_ContA_IPS_3zfALFF_17Networks_RH_ContA_IPS_3zALFF_17Networks_RH_ContA_IPS_3zDCwei_17Networks_RH_ContA_IPS_3zDCbin_17Networks_RH_ContA_IPS_3,0.596084032544749,0.71338085337389,0.946600666865699,0.177290730303891,0.598560840203044,0.329557274339593,3.36147439763087
17Networks_RH_ContA_IPS_2,zReHo_17Networks_RH_ContA_IPS_2gmd_17Networks_RH_ContA_IPS_2zfALFF_17Networks_RH_ContA_IPS_2zALFF_17Networks_RH_ContA_IPS_2zDCwei_17Networks_RH_ContA_IPS_2zDCbin_17Networks_RH_ContA_IPS_2,0.772214542350669,0.63642115191026,0.565986035609793,0.056411989684188,0.534216126955677,0.969102642978324,3.53435248948891
17Networks_RH_ContA_IPS_1,zReHo_17Networks_RH_ContA_IPS_1gmd_17Networks_RH_ContA_IPS_1zfALFF_17Networks_RH_ContA_IPS_1zALFF_17Networks_RH_ContA_IPS_1zDCwei_17Networks_RH_ContA_IPS_1zDCbin_17Networks_RH_ContA_IPS_1,0.41849445500597,0.619380890178326,0.930732664145632,0.110763608813589,0.307827877890324,0.837053180590983,3.22425267662482
17Networks_RH_LimbicA_TempPole_6,zReHo_17Networks_RH_LimbicA_TempPole_6gmd_17Networks_RH_LimbicA_TempPole_6zfALFF_17Networks_RH_LimbicA_TempPole_6zALFF_17Networks_RH_LimbicA_TempPole_6zDCwei_17Networks_RH_LimbicA_TempPole_6zDCbin_17Networks_RH_LimbicA_TempPole_6,0.31897291969306,0.43410677182003,0.468508691605957,0.880349042743952,0.92150090709572,0.181550548757991,3.20498888171671
17Networks_RH_LimbicA_TempPole_5,zReHo_17Networks_RH_LimbicA_TempPole_5gmd_17Networks_RH_LimbicA_TempPole_5zfALFF_17Networks_RH_LimbicA_TempPole_5zALFF_17Networks_RH_LimbicA_TempPole_5zDCwei_17Networks_RH_LimbicA_TempPole_5zDCbin_17Networks_RH_LimbicA_TempPole_5,0.575957066443255,0.487311761265729,0.694014588563234,0.949179248299377,0.855575076241829,0.297162774532832,3.85920051534626
17Networks_RH_LimbicA_TempPole_4,zReHo_17Networks_RH_LimbicA_TempPole_4gmd_17Networks_RH_LimbicA_TempPole_4zfALFF_17Networks_RH_LimbicA_TempPole_4zALFF_17Networks_RH_LimbicA_TempPole_4zDCwei_17Networks_RH_LimbicA_TempPole_4zDCbin_17Networks_RH_LimbicA_TempPole_4,0.960453843200619,0.630295325468339,0.472086320654248,0.728577296319331,0.468343183855847,0.953823023246551,4.21357899274494
17Networks_RH_LimbicA_TempPole_3,zReHo_17Networks_RH_LimbicA_TempPole_3gmd_17Networks_RH_LimbicA_TempPole_3zfALFF_17Networks_RH_LimbicA_TempPole_3zALFF_17Networks_RH_LimbicA_TempPole_3zDCwei_17Networks_RH_LimbicA_TempPole_3zDCbin_17Networks_RH_LimbicA_TempPole_3,0.246580102138432,0.884688665540749,0.991752281540258,0.927132011751228,0.199111549734268,0.611844151889498,3.86110876259443
17Networks_RH_LimbicA_TempPole_2,zReHo_17Networks_RH_LimbicA_TempPole_2gmd_17Networks_RH_LimbicA_TempPole_2zfALFF_17Networks_RH_LimbicA_TempPole_2zALFF_17Networks_RH_LimbicA_TempPole_2zDCwei_17Networks_RH_LimbicA_TempPole_2zDCbin_17Networks_RH_LimbicA_TempPole_2,0.785930522535386,0.313083880879073,0.216183006884774,0.523151312635961,0.334166838972318,0.362655823207272,2.53517138511478
17Networks_RH_LimbicA_TempPole_1,zReHo_17Networks_RH_LimbicA_TempPole_1gmd_17Networks_RH_LimbicA_TempPole_1zfALFF_17Networks_RH_LimbicA_TempPole_1zALFF_17Networks_RH_LimbicA_TempPole_1zDCwei_17Networks_RH_LimbicA_TempPole_1zDCbin_17Networks_RH_LimbicA_TempPole_1,0.547316712737061,0.506947965340232,0.476042951086884,0.370939765660053,0.066181423669273,0.086018683149074,2.05344750164258
17Networks_RH_LimbicB_OFC_6,zReHo_17Networks_RH_LimbicB_OFC_6gmd_17Networks_RH_LimbicB_OFC_6zfALFF_17Networks_RH_LimbicB_OFC_6zALFF_17Networks_RH_LimbicB_OFC_6zDCwei_17Networks_RH_LimbicB_OFC_6zDCbin_17Networks_RH_LimbicB_OFC_6,0.326266042155407,0.874810216796078,0.87637736770838,0.305034761709919,0.699001887245298,0.262401858700739,3.34389213431582
17Networks_RH_LimbicB_OFC_5,zReHo_17Networks_RH_LimbicB_OFC_5gmd_17Networks_RH_LimbicB_OFC_5zfALFF_17Networks_RH_LimbicB_OFC_5zALFF_17Networks_RH_LimbicB_OFC_5zDCwei_17Networks_RH_LimbicB_OFC_5zDCbin_17Networks_RH_LimbicB_OFC_5,0.829900427886548,0.49844827515346,0.332430711481676,0.665575042630846,0.25421903743827,0.062706191750471,2.64327968634127
17Networks_RH_LimbicB_OFC_4,zReHo_17Networks_RH_LimbicB_OFC_4gmd_17Networks_RH_LimbicB_OFC_4zfALFF_17Networks_RH_LimbicB_OFC_4zALFF_17Networks_RH_LimbicB_OFC_4zDCwei_17Networks_RH_LimbicB_OFC_4zDCbin_17Networks_RH_LimbicB_OFC_4,0.773266864029589,0.341660815472361,0.185393806416631,0.944343730766772,0.554387947855187,0.679501350949282,3.47855451548982
17Networks_RH_LimbicB_OFC_3,zReHo_17Networks_RH_LimbicB_OFC_3gmd_17Networks_RH_LimbicB_OFC_3zfALFF_17Networks_RH_LimbicB_OFC_3zALFF_17Networks_RH_LimbicB_OFC_3zDCwei_17Networks_RH_LimbicB_OFC_3zDCbin_17Networks_RH_LimbicB_OFC_3,0.623814379189608,0.335171001503276,0.223267473160698,0.759322669938456,0.58421970081506,0.098489112440083,2.62428433704718
17Networks_RH_LimbicB_OFC_2,zReHo_17Networks_RH_LimbicB_OFC_2gmd_17Networks_RH_LimbicB_OFC_2zfALFF_17Networks_RH_LimbicB_OFC_2zALFF_17Networks_RH_LimbicB_OFC_2zDCwei_17Networks_RH_LimbicB_OFC_2zDCbin_17Networks_RH_LimbicB_OFC_2,0.774869096140676,0.946627600555845,0.736825799368646,0.753651603059479,0.677892699938154,0.318173027850149,4.20803982691295
17Networks_RH_LimbicB_OFC_1,zReHo_17Networks_RH_LimbicB_OFC_1gmd_17Networks_RH_LimbicB_OFC_1zfALFF_17Networks_RH_LimbicB_OFC_1zALFF_17Networks_RH_LimbicB_OFC_1zDCwei_17Networks_RH_LimbicB_OFC_1zDCbin_17Networks_RH_LimbicB_OFC_1,0.978505279294744,0.793400596843085,0.689503865776774,0.859334150755001,0.210187578474458,0.443567035543994,3.97449850668806
