parc_name,parcel_name,gmd_sws_rs_fdr,zALFF_sws_rs_fdr,zDCbin_sws_rs_fdr,zDCwei_sws_rs_fdr,zfALFF_sws_rs_fdr,zReHo_sws_rs_fdr,sws_rs
cHipp_L,zReHo_cHipp_LzfALFF_cHipp_L,0,0,0,0,0.007178888636167,0.015503357870653,0.02268224650682
mAmyg_L,zReHo_mAmyg_LzfALFF_mAmyg_L,0,0,0,0,0.007178888636167,0.032276689891745,0.039455578527912
17Networks_RH_DefaultA_PFCm_5,zReHo_17Networks_RH_DefaultA_PFCm_5,,,,,,0.04909903218292,0.04909903218292
17Networks_RH_SomMotB_S2_3,zReHo_17Networks_RH_SomMotB_S2_3zfALFF_17Networks_RH_SomMotB_S2_3zDCwei_17Networks_RH_SomMotB_S2_3zDCbin_17Networks_RH_SomMotB_S2_3,0,0,0.024345739320034,0.030358802440932,0.034331509351,0.048854363747499,0.137890414859465
17Networks_RH_SomMotA_17,zReHo_17Networks_RH_SomMotA_17,,,,,,0.034331509351,0.034331509351
17Networks_RH_SomMotA_9,zReHo_17Networks_RH_SomMotA_9zfALFF_17Networks_RH_SomMotA_9zALFF_17Networks_RH_SomMotA_9zDCwei_17Networks_RH_SomMotA_9zDCbin_17Networks_RH_SomMotA_9,0,0.040231940452823,0.035281667812391,0.042655119264725,0.03014669746383,0.026411208720006,0.174726633713775
17Networks_LH_TempPar_1,zReHo_17Networks_LH_TempPar_1,,,,,,0.045124114568169,0.045124114568169
17Networks_LH_ContA_IPS_2,zReHo_17Networks_LH_ContA_IPS_2,,,,,,0.029929561754879,0.029929561754879
17Networks_LH_SomMotA_15,zReHo_17Networks_LH_SomMotA_15,,,,,,0.048635115642327,0.048635115642327
17Networks_LH_SomMotA_8,zReHo_17Networks_LH_SomMotA_8zALFF_17Networks_LH_SomMotA_8,0,0.030358802440932,0,0,0,0.040018663363571,0.070377465804503
17Networks_LH_SomMotA_5,zReHo_17Networks_LH_SomMotA_5,,,,,,0.015864959883771,0.015864959883771
17Networks_LH_VisCent_Striate_1,zReHo_17Networks_LH_VisCent_Striate_1,,,,,,0.041923420074786,0.041923420074786
17Networks_LH_VisCent_ExStr_6,zReHo_17Networks_LH_VisCent_ExStr_6,,,,,,0.048635115642327,0.048635115642327
17Networks_LH_VisCent_ExStr_5,zReHo_17Networks_LH_VisCent_ExStr_5,,,,,,0.019050352119087,0.019050352119087
dlPu_L,gmd_dlPu_LzDCwei_dlPu_LzDCbin_dlPu_L,0.034696386799194,0,0.048707177961764,0.033528336988779,0,0,0.116931901749737
17Networks_RH_DefaultA_pCunPCC_5,gmd_17Networks_RH_DefaultA_pCunPCC_5,0.035875785426107,,,,,,0.035875785426107
17Networks_RH_ContB_IPL_1,gmd_17Networks_RH_ContB_IPL_1zfALFF_17Networks_RH_ContB_IPL_1,0.038744994339704,0,0,0,0.018584875061993,0,0.057329869401697
17Networks_RH_ContA_IPS_2,gmd_17Networks_RH_ContA_IPS_2zfALFF_17Networks_RH_ContA_IPS_2,0.028364375431148,0,0,0,0.01093011094579,0,0.039294486376938
17Networks_RH_SomMotA_10,gmd_17Networks_RH_SomMotA_10zfALFF_17Networks_RH_SomMotA_10,0.028508110230768,0,0,0,0.048635115642327,0,0.077143225873095
17Networks_RH_SomMotA_7,gmd_17Networks_RH_SomMotA_7zfALFF_17Networks_RH_SomMotA_7zDCwei_17Networks_RH_SomMotA_7zDCbin_17Networks_RH_SomMotA_7,0.016427435173405,0,0.035281667812391,0.030358802440932,0.03014669746383,0,0.112214602890558
17Networks_RH_SomMotA_6,gmd_17Networks_RH_SomMotA_6zfALFF_17Networks_RH_SomMotA_6zDCwei_17Networks_RH_SomMotA_6zDCbin_17Networks_RH_SomMotA_6,0.043378080487068,0,0.046952526094726,0.048707177961764,0.01927571128491,0,0.158313495828468
17Networks_RH_SomMotA_4,gmd_17Networks_RH_SomMotA_4zfALFF_17Networks_RH_SomMotA_4,0.041579685322517,0,0,0,0.014233440272412,0,0.055813125594929
17Networks_RH_VisCent_ExStr_9,gmd_17Networks_RH_VisCent_ExStr_9,0.041579685322517,,,,,,0.041579685322517
17Networks_RH_VisCent_ExStr_8,gmd_17Networks_RH_VisCent_ExStr_8,0.017007857727203,,,,,,0.017007857727203
17Networks_RH_VisCent_ExStr_7,gmd_17Networks_RH_VisCent_ExStr_7,0.046952526094726,,,,,,0.046952526094726
17Networks_LH_ContA_IPS_5,gmd_17Networks_LH_ContA_IPS_5zALFF_17Networks_LH_ContA_IPS_5,0.034696386799194,0.048854363747499,0,0,0,0,0.083550750546693
17Networks_LH_LimbicB_OFC_1,gmd_17Networks_LH_LimbicB_OFC_1,0.041923420074786,,,,,,0.041923420074786
17Networks_LH_SomMotA_16,gmd_17Networks_LH_SomMotA_16,0.043378080487068,,,,,,0.043378080487068
dlPu_R,zfALFF_dlPu_R,,,,,0.048854363747499,,0.048854363747499
dCa_R,zfALFF_dCa_R,,,,,0.029929561754879,,0.029929561754879
rHipp_L,zfALFF_rHipp_L,,,,,0.005720518284509,,0.005720518284509
mAmyg_R,zfALFF_mAmyg_RzDCwei_mAmyg_R,0,0,0,0.048635115642327,0.024345739320034,0,0.072980854962361
Otha_R,zALFF_Otha_R,,0.049393518081599,,,,,0.049393518081599
PPtha_R,zALFF_PPtha_R,,0.024345739320034,,,,,0.024345739320034
dCa_L,zALFF_dCa_L,,0.035265334996474,,,,,0.035265334996474
vCa_R,zALFF_vCa_R,,0.046572169949058,,,,,0.046572169949058
17Networks_RH_TempPar_7,zfALFF_17Networks_RH_TempPar_7zALFF_17Networks_RH_TempPar_7,0,0.046056698863517,0,0,0.040018663363571,0,0.086075362227088
17Networks_RH_TempPar_4,zfALFF_17Networks_RH_TempPar_4zALFF_17Networks_RH_TempPar_4zDCwei_17Networks_RH_TempPar_4zDCbin_17Networks_RH_TempPar_4,0,0.005720518284509,0.014233440272412,0.017237477519997,0.044932991479174,0,0.082124427556092
17Networks_RH_TempPar_3,zfALFF_17Networks_RH_TempPar_3zALFF_17Networks_RH_TempPar_3,0,0.0331215921649,0,0,0.03960872394604,0,0.07273031611094
17Networks_RH_DefaultC_IPL_1,zfALFF_17Networks_RH_DefaultC_IPL_1zALFF_17Networks_RH_DefaultC_IPL_1,0,0.010868744651051,0,0,0.032013902622317,0,0.042882647273368
17Networks_RH_DefaultB_PFCv_3,zfALFF_17Networks_RH_DefaultB_PFCv_3zALFF_17Networks_RH_DefaultB_PFCv_3,0,0.041158862453218,0,0,0.019983300926326,0,0.061142163379544
17Networks_RH_DefaultB_PFCv_2,zfALFF_17Networks_RH_DefaultB_PFCv_2,,,,,0.040018663363571,,0.040018663363571
17Networks_RH_DefaultB_PFCd_3,zfALFF_17Networks_RH_DefaultB_PFCd_3,,,,,0.021757642453837,,0.021757642453837
17Networks_RH_DefaultB_Temp_2,zfALFF_17Networks_RH_DefaultB_Temp_2zALFF_17Networks_RH_DefaultB_Temp_2,0,0.017665325921216,0,0,0.043378080487068,0,0.061043406408284
17Networks_RH_DefaultB_Temp_1,zfALFF_17Networks_RH_DefaultB_Temp_1zALFF_17Networks_RH_DefaultB_Temp_1,0,0.018486752423658,0,0,0.00991687752167,0,0.028403629945328
17Networks_RH_DefaultA_PFCm_4,zfALFF_17Networks_RH_DefaultA_PFCm_4,,,,,0.034500461472262,,0.034500461472262
17Networks_RH_DefaultA_PFCd_2,zfALFF_17Networks_RH_DefaultA_PFCd_2,,,,,0.02872848514665,,0.02872848514665
17Networks_RH_DefaultA_PFCd_1,zfALFF_17Networks_RH_DefaultA_PFCd_1,,,,,0.006126253442846,,0.006126253442846
17Networks_RH_DefaultA_IPL_1,zfALFF_17Networks_RH_DefaultA_IPL_1,,,,,0.024345739320034,,0.024345739320034
17Networks_RH_ContC_Cingp_2,zfALFF_17Networks_RH_ContC_Cingp_2,,,,,0.045615820524807,,0.045615820524807
17Networks_RH_ContC_Cingp_1,zfALFF_17Networks_RH_ContC_Cingp_1,,,,,0.030358802440932,,0.030358802440932
17Networks_RH_ContB_PFCmp_1,zfALFF_17Networks_RH_ContB_PFCmp_1,,,,,0.01093011094579,,0.01093011094579
17Networks_RH_ContB_PFClv_4,zfALFF_17Networks_RH_ContB_PFClv_4,,,,,0.03014669746383,,0.03014669746383
17Networks_RH_ContB_PFCld_3,zfALFF_17Networks_RH_ContB_PFCld_3,,,,,0.007178888636167,,0.007178888636167
17Networks_RH_ContB_PFCld_2,zfALFF_17Networks_RH_ContB_PFCld_2,,,,,0.019741835438349,,0.019741835438349
17Networks_RH_ContB_PFCld_1,zfALFF_17Networks_RH_ContB_PFCld_1,,,,,0.010475584100582,,0.010475584100582
17Networks_RH_ContB_IPL_3,zfALFF_17Networks_RH_ContB_IPL_3,,,,,0.010239142182882,,0.010239142182882
17Networks_RH_ContB_IPL_2,zfALFF_17Networks_RH_ContB_IPL_2,,,,,0.043626187260898,,0.043626187260898
17Networks_RH_ContB_Temp_2,zfALFF_17Networks_RH_ContB_Temp_2,,,,,0.021757642453837,,0.021757642453837
17Networks_RH_ContB_Temp_1,zfALFF_17Networks_RH_ContB_Temp_1,,,,,0.04909903218292,,0.04909903218292
17Networks_RH_ContA_Cingm_1,zfALFF_17Networks_RH_ContA_Cingm_1,,,,,0.024962800043355,,0.024962800043355
17Networks_RH_ContA_PFCl_5,zfALFF_17Networks_RH_ContA_PFCl_5zALFF_17Networks_RH_ContA_PFCl_5zDCwei_17Networks_RH_ContA_PFCl_5zDCbin_17Networks_RH_ContA_PFCl_5,0,0.014233440272412,0.014564836062952,0.01752400297832,0.005722793697324,0,0.052045073011008
