parc_name,parcel_name,zALFF_sws_rs_r,zDCbin_sws_rs_r,zDCwei_sws_rs_r,zfALFF_sws_rs_r,zReHo_sws_rs_r,gmd_sws_rs_r,sws_rs
PPtha_R,zReHo_PPtha_Rgmd_PPtha_RzfALFF_PPtha_RzALFF_PPtha_RzDCwei_PPtha_RzDCbin_PPtha_R,0.241304801591979,0.0500470296491,0.0504820973233,0.075536173269127,0.163625593050492,0.010099850457391,0.591095545341389
PPtha_L,zReHo_PPtha_Lgmd_PPtha_LzfALFF_PPtha_LzALFF_PPtha_LzDCwei_PPtha_LzDCbin_PPtha_L,0.112192535088628,0.072792648247375,0.062371353932548,0.136702470807577,0.140805419367021,-0.085574146686896,0.439290280756253
rTtha_R,zReHo_rTtha_Rgmd_rTtha_RzfALFF_rTtha_RzALFF_rTtha_RzDCwei_rTtha_RzDCbin_rTtha_R,0.047195859640926,0.150939264676527,0.152817065422823,0.136287014279164,0.149456267213958,-0.031461604015472,0.605233867217926
rTtha_L,zReHo_rTtha_Lgmd_rTtha_LzfALFF_rTtha_LzALFF_rTtha_LzDCwei_rTtha_LzDCbin_rTtha_L,0.091153793302736,0.061382674349119,0.055864570081773,0.119657708435415,0.162729206184588,-0.14566748803543,0.345120464318201
Stha_R,zReHo_Stha_Rgmd_Stha_RzfALFF_Stha_RzALFF_Stha_RzDCwei_Stha_RzDCbin_Stha_R,0.159141095656173,0.082347534488922,0.101546801506907,0.169617322825744,0.21429672516189,-0.142975159938942,0.583974319700694
Stha_L,zReHo_Stha_Lgmd_Stha_LzfALFF_Stha_LzALFF_Stha_LzDCwei_Stha_LzDCbin_Stha_L,0.047742025942742,0.121712994738649,0.123822583975799,0.139542179654897,0.224024144346223,-0.190504428365167,0.466339500293143
mPMtha_R,zReHo_mPMtha_Rgmd_mPMtha_RzfALFF_mPMtha_RzALFF_mPMtha_RzDCwei_mPMtha_RzDCbin_mPMtha_R,0.106753510580182,0.122570858346285,0.135029897689917,0.091977860874558,0.229421993611322,0.038105129264385,0.723859250366649
mPMtha_L,zReHo_mPMtha_Lgmd_mPMtha_LzfALFF_mPMtha_LzALFF_mPMtha_LzDCwei_mPMtha_LzDCbin_mPMtha_L,0.124930223733639,0.24056199265997,0.237556967945383,0.161316224428384,0.223347126372715,-0.00835908441855,0.979353450721541
mPFtha_R,zReHo_mPFtha_Rgmd_mPFtha_RzfALFF_mPFtha_RzALFF_mPFtha_RzDCwei_mPFtha_RzDCbin_mPFtha_R,0.081676768589848,0.125154969262028,0.096391358620821,0.077804070749694,0.183666824876091,0.021495425132347,0.586189417230829
mPFtha_L,zReHo_mPFtha_Lgmd_mPFtha_LzfALFF_mPFtha_LzALFF_mPFtha_LzDCwei_mPFtha_LzDCbin_mPFtha_L,0.038434005790121,0.158270064476811,0.127891999752555,0.143785136890199,0.234300967826675,-0.059285559525403,0.643396615210958
dlPu_R,zReHo_dlPu_Rgmd_dlPu_RzfALFF_dlPu_RzALFF_dlPu_RzDCwei_dlPu_RzDCbin_dlPu_R,-0.12473791680296,0.090827049375261,0.072002157761713,-0.184156085371627,-0.023609863342156,0.083271137915078,-0.086403520464691
dlPu_L,zReHo_dlPu_Lgmd_dlPu_LzfALFF_dlPu_LzALFF_dlPu_LzDCwei_dlPu_LzDCbin_dlPu_L,0.06487072628431,0.18503082486542,0.2148361502874,0.03541091829672,0.130686172925956,-0.212434184870007,0.418400607789799
dCa_R,zReHo_dCa_Rgmd_dCa_RzfALFF_dCa_RzALFF_dCa_RzDCwei_dCa_RzDCbin_dCa_R,-0.079436588331376,0.007484898340178,0.00325052205892,-0.225308629770093,-0.064176338632404,-0.10447181755121,-0.462657953885985
dCa_L,zReHo_dCa_Lgmd_dCa_LzfALFF_dCa_LzALFF_dCa_LzDCwei_dCa_LzDCbin_dCa_L,0.211401562901893,-0.02528026301746,-0.047831907795834,-0.162028572710645,-0.116365155851681,-0.064502571804827,-0.204606908278554
vmPu_R,zReHo_vmPu_Rgmd_vmPu_RzfALFF_vmPu_RzALFF_vmPu_RzDCwei_vmPu_RzDCbin_vmPu_R,-0.097641188221238,0.033745725050731,0.025989317693059,-0.159117017966458,-0.050170806241133,-0.080038601339749,-0.327232571024788
vmPu_L,zReHo_vmPu_Lgmd_vmPu_LzfALFF_vmPu_LzALFF_vmPu_LzDCwei_vmPu_LzDCbin_vmPu_L,-0.018003651741505,0.081314147641357,0.074998843407229,-0.008100151761102,-0.007861718490188,-0.113739732023912,0.008607737031879
NAC_R,zReHo_NAC_Rgmd_NAC_RzfALFF_NAC_RzALFF_NAC_RzDCwei_NAC_RzDCbin_NAC_R,-0.055944814983621,0.031063192958372,0.038114327735634,0.018476688071171,0.0692783215006,0.008857078966757,0.109844794248913
NAC_L,zReHo_NAC_Lgmd_NAC_LzfALFF_NAC_LzALFF_NAC_LzDCwei_NAC_LzDCbin_NAC_L,0.005666138477566,0.070310325650589,0.064509733493229,0.112815774863553,0.099930454586478,-0.063260247870108,0.289972179201307
GP_R,zReHo_GP_Rgmd_GP_RzfALFF_GP_RzALFF_GP_RzDCwei_GP_RzDCbin_GP_R,-0.059967782130076,0.070996762600346,0.081779538943104,0.060146297119695,0.066183267699985,0.047246891525363,0.266384975758417
GP_L,zReHo_GP_Lgmd_GP_LzfALFF_GP_LzALFF_GP_LzDCwei_GP_LzDCbin_GP_L,-0.006971578578895,0.055645400366847,0.056477012712356,0.035377391658452,0.042258994108539,-0.004374320559659,0.17841289970764
vCa_R,zReHo_vCa_Rgmd_vCa_RzfALFF_vCa_RzALFF_vCa_RzDCwei_vCa_RzDCbin_vCa_R,-0.190870918304709,0.033982112007953,0.033801407469502,-0.155641807037478,0.025126332599668,-0.092500397542688,-0.346103270807752
vCa_L,zReHo_vCa_Lgmd_vCa_LzfALFF_vCa_LzALFF_vCa_LzDCwei_vCa_LzDCbin_vCa_L,-0.046671801060974,-0.008708630792942,0.00219474115686,-0.170649938928608,-0.052631471214118,-0.084563639041008,-0.36103073988079
cHipp_R,zReHo_cHipp_Rgmd_cHipp_RzfALFF_cHipp_RzALFF_cHipp_RzDCwei_cHipp_RzDCbin_cHipp_R,-0.06224653664529,0.027912655296929,0.003831388032716,-0.024231201630928,0.022741836823316,-0.037272510434542,-0.069264368557799
cHipp_L,zReHo_cHipp_Lgmd_cHipp_LzfALFF_cHipp_LzALFF_cHipp_LzDCwei_cHipp_LzDCbin_cHipp_L,0.020347865839927,0.072989332753444,0.067445667496326,0.314226770043732,0.265686437077197,-0.075721555108035,0.664974518102591
rHipp_R,zReHo_rHipp_Rgmd_rHipp_RzfALFF_rHipp_RzALFF_rHipp_RzDCwei_rHipp_RzDCbin_rHipp_R,-0.101587968195667,0.108735843204169,0.107092827558729,0.15300573531492,0.157675891518992,-0.107263707510787,0.317658621890356
rHipp_L,zReHo_rHipp_Lgmd_rHipp_LzfALFF_rHipp_LzALFF_rHipp_LzDCwei_rHipp_LzDCbin_rHipp_L,-0.055514182099205,0.145039851703069,0.156013229873443,0.343684008938685,0.172599315359838,0.073759893577291,0.835582117353121
lAmyg_R,zReHo_lAmyg_Rgmd_lAmyg_RzfALFF_lAmyg_RzALFF_lAmyg_RzDCwei_lAmyg_RzDCbin_lAmyg_R,-0.070736195987645,0.154730143219218,0.154800900088637,0.176162075116559,0.179911049088252,-0.011676983328941,0.58319098819608
lAmyg_L,zReHo_lAmyg_Lgmd_lAmyg_LzfALFF_lAmyg_LzALFF_lAmyg_LzDCwei_lAmyg_LzDCbin_lAmyg_L,-0.04158812721774,0.106972508386347,0.114583267943675,0.161873065034808,0.135803334544008,-0.148699220765837,0.328944827925261
mAmyg_R,zReHo_mAmyg_Rgmd_mAmyg_RzfALFF_mAmyg_RzALFF_mAmyg_RzDCwei_mAmyg_RzDCbin_mAmyg_R,-0.03261460282195,0.172620592956796,0.187963116018353,0.240394665994122,0.136173286626058,-0.015279498384157,0.689257560389222
mAmyg_L,zReHo_mAmyg_Lgmd_mAmyg_LzfALFF_mAmyg_LzALFF_mAmyg_LzDCwei_mAmyg_LzDCbin_mAmyg_L,-0.029875608530157,0.132612833452544,0.138704088344705,0.314867380021737,0.217025263480598,-0.115194449102041,0.658139507667386
17Networks_RH_TempPar_10,zReHo_17Networks_RH_TempPar_10gmd_17Networks_RH_TempPar_10zfALFF_17Networks_RH_TempPar_10zALFF_17Networks_RH_TempPar_10zDCwei_17Networks_RH_TempPar_10zDCbin_17Networks_RH_TempPar_10,-0.125061923864067,-0.143765599610225,-0.132095736282683,-0.077257176077767,-0.071166731141402,-0.036400375717633,-0.585747542693777
17Networks_RH_TempPar_9,zReHo_17Networks_RH_TempPar_9gmd_17Networks_RH_TempPar_9zfALFF_17Networks_RH_TempPar_9zALFF_17Networks_RH_TempPar_9zDCwei_17Networks_RH_TempPar_9zDCbin_17Networks_RH_TempPar_9,-0.180880494716138,-0.174121542106966,-0.14506611285131,-0.151731079172475,-0.000173046636442,-0.099221738369715,-0.751194013853046
17Networks_RH_TempPar_8,zReHo_17Networks_RH_TempPar_8gmd_17Networks_RH_TempPar_8zfALFF_17Networks_RH_TempPar_8zALFF_17Networks_RH_TempPar_8zDCwei_17Networks_RH_TempPar_8zDCbin_17Networks_RH_TempPar_8,-0.055022446807016,-0.151666096972184,-0.146852161409582,-0.153198625759431,-0.046933453032209,-0.080736476042408,-0.63440926002283
17Networks_RH_TempPar_7,zReHo_17Networks_RH_TempPar_7gmd_17Networks_RH_TempPar_7zfALFF_17Networks_RH_TempPar_7zALFF_17Networks_RH_TempPar_7zDCwei_17Networks_RH_TempPar_7zDCbin_17Networks_RH_TempPar_7,-0.191560802445485,-0.162020254569746,-0.151606996524917,-0.202417156641651,0.01699235371086,-0.058224534748577,-0.748837391219516
17Networks_RH_TempPar_6,zReHo_17Networks_RH_TempPar_6gmd_17Networks_RH_TempPar_6zfALFF_17Networks_RH_TempPar_6zALFF_17Networks_RH_TempPar_6zDCwei_17Networks_RH_TempPar_6zDCbin_17Networks_RH_TempPar_6,-0.189259405991715,-0.112663198533577,-0.088186158510701,-0.130005516414351,-0.047493757616008,-0.081709276027818,-0.64931731309417
17Networks_RH_TempPar_5,zReHo_17Networks_RH_TempPar_5gmd_17Networks_RH_TempPar_5zfALFF_17Networks_RH_TempPar_5zALFF_17Networks_RH_TempPar_5zDCwei_17Networks_RH_TempPar_5zDCbin_17Networks_RH_TempPar_5,-0.280040514188769,-0.159833142643784,-0.158439711683537,-0.126727676549106,0.089056646354938,-0.003163969588844,-0.639148368299102
17Networks_RH_TempPar_4,zReHo_17Networks_RH_TempPar_4gmd_17Networks_RH_TempPar_4zfALFF_17Networks_RH_TempPar_4zALFF_17Networks_RH_TempPar_4zDCwei_17Networks_RH_TempPar_4zDCbin_17Networks_RH_TempPar_4,-0.342294136707962,-0.272984614056836,-0.259196941207564,-0.193342157584582,0.04836750989843,-0.035379817974966,-1.05483015763348
17Networks_RH_TempPar_3,zReHo_17Networks_RH_TempPar_3gmd_17Networks_RH_TempPar_3zfALFF_17Networks_RH_TempPar_3zALFF_17Networks_RH_TempPar_3zDCwei_17Networks_RH_TempPar_3zDCbin_17Networks_RH_TempPar_3,-0.215774871757494,-0.117132954016043,-0.118330430156396,-0.203623564769218,-0.099220530325963,-0.030906549077813,-0.784988900102927
17Networks_RH_TempPar_2,zReHo_17Networks_RH_TempPar_2gmd_17Networks_RH_TempPar_2zfALFF_17Networks_RH_TempPar_2zALFF_17Networks_RH_TempPar_2zDCwei_17Networks_RH_TempPar_2zDCbin_17Networks_RH_TempPar_2,-0.185601854716661,-0.039168699863338,-0.034075979037191,-0.125436915480079,-0.078794079534668,0.013786231536274,-0.449291297095663
17Networks_RH_TempPar_1,zReHo_17Networks_RH_TempPar_1gmd_17Networks_RH_TempPar_1zfALFF_17Networks_RH_TempPar_1zALFF_17Networks_RH_TempPar_1zDCwei_17Networks_RH_TempPar_1zDCbin_17Networks_RH_TempPar_1,-0.080875537093706,0.007509992415394,0.023998253605855,0.056675229700277,0.034773000209417,0.142795392890167,0.184876331727404
17Networks_RH_DefaultC_PHC_2,zReHo_17Networks_RH_DefaultC_PHC_2gmd_17Networks_RH_DefaultC_PHC_2zfALFF_17Networks_RH_DefaultC_PHC_2zALFF_17Networks_RH_DefaultC_PHC_2zDCwei_17Networks_RH_DefaultC_PHC_2zDCbin_17Networks_RH_DefaultC_PHC_2,-0.116688264241852,-0.102092411291023,-0.085366104318621,-0.107500885259512,0.01648290627665,0.06298462829825,-0.332180130536108
17Networks_RH_DefaultC_PHC_1,zReHo_17Networks_RH_DefaultC_PHC_1gmd_17Networks_RH_DefaultC_PHC_1zfALFF_17Networks_RH_DefaultC_PHC_1zALFF_17Networks_RH_DefaultC_PHC_1zDCwei_17Networks_RH_DefaultC_PHC_1zDCbin_17Networks_RH_DefaultC_PHC_1,-0.081709859390919,-0.110557624957374,-0.07748012453355,0.080030492285398,0.048362678165674,0.105465514793603,-0.035888923637168
17Networks_RH_DefaultC_Rsp_2,zReHo_17Networks_RH_DefaultC_Rsp_2gmd_17Networks_RH_DefaultC_Rsp_2zfALFF_17Networks_RH_DefaultC_Rsp_2zALFF_17Networks_RH_DefaultC_Rsp_2zDCwei_17Networks_RH_DefaultC_Rsp_2zDCbin_17Networks_RH_DefaultC_Rsp_2,0.006421119158954,0.086310032240614,0.09957592749434,-0.05397590276905,-0.049307319398368,0.017148352250792,0.106172208977282
17Networks_RH_DefaultC_Rsp_1,zReHo_17Networks_RH_DefaultC_Rsp_1gmd_17Networks_RH_DefaultC_Rsp_1zfALFF_17Networks_RH_DefaultC_Rsp_1zALFF_17Networks_RH_DefaultC_Rsp_1zDCwei_17Networks_RH_DefaultC_Rsp_1zDCbin_17Networks_RH_DefaultC_Rsp_1,-0.007464389939859,0.066235136789252,0.083733478170255,-0.010475786358297,-0.025918085263979,-0.040323272961638,0.065787080435734
17Networks_RH_DefaultC_IPL_2,zReHo_17Networks_RH_DefaultC_IPL_2gmd_17Networks_RH_DefaultC_IPL_2zfALFF_17Networks_RH_DefaultC_IPL_2zALFF_17Networks_RH_DefaultC_IPL_2zDCwei_17Networks_RH_DefaultC_IPL_2zDCbin_17Networks_RH_DefaultC_IPL_2,-0.064072685459392,-0.036383757068604,0.002377779907607,-0.103090360667448,-0.093574788532948,0.160876830066649,-0.133866981754136
17Networks_RH_DefaultC_IPL_1,zReHo_17Networks_RH_DefaultC_IPL_1gmd_17Networks_RH_DefaultC_IPL_1zfALFF_17Networks_RH_DefaultC_IPL_1zALFF_17Networks_RH_DefaultC_IPL_1zDCwei_17Networks_RH_DefaultC_IPL_1zDCbin_17Networks_RH_DefaultC_IPL_1,-0.289080923791255,-0.113123287939459,-0.07314719726211,-0.217807523554422,-0.03570167310316,-0.028634878696703,-0.757495484347109
17Networks_RH_DefaultB_PFCv_3,zReHo_17Networks_RH_DefaultB_PFCv_3gmd_17Networks_RH_DefaultB_PFCv_3zfALFF_17Networks_RH_DefaultB_PFCv_3zALFF_17Networks_RH_DefaultB_PFCv_3zDCwei_17Networks_RH_DefaultB_PFCv_3zDCbin_17Networks_RH_DefaultB_PFCv_3,-0.200565106815452,-0.119899194241634,-0.098407239673254,-0.251030342583118,0.119220967263608,0.097050029003578,-0.453630887046272
17Networks_RH_DefaultB_PFCv_2,zReHo_17Networks_RH_DefaultB_PFCv_2gmd_17Networks_RH_DefaultB_PFCv_2zfALFF_17Networks_RH_DefaultB_PFCv_2zALFF_17Networks_RH_DefaultB_PFCv_2zDCwei_17Networks_RH_DefaultB_PFCv_2zDCbin_17Networks_RH_DefaultB_PFCv_2,-0.153242199307881,-0.12183542873566,-0.107352608714758,-0.202468912366006,0.025104669373871,-0.064287416253405,-0.624081896003839
17Networks_RH_DefaultB_PFCv_1,zReHo_17Networks_RH_DefaultB_PFCv_1gmd_17Networks_RH_DefaultB_PFCv_1zfALFF_17Networks_RH_DefaultB_PFCv_1zALFF_17Networks_RH_DefaultB_PFCv_1zDCwei_17Networks_RH_DefaultB_PFCv_1zDCbin_17Networks_RH_DefaultB_PFCv_1,-0.12584174241372,-0.058489118664178,-0.037558459260501,-0.017797738853891,-0.057268263378102,0.02135167067673,-0.275603651893662
17Networks_RH_DefaultB_PFCd_5,zReHo_17Networks_RH_DefaultB_PFCd_5gmd_17Networks_RH_DefaultB_PFCd_5zfALFF_17Networks_RH_DefaultB_PFCd_5zALFF_17Networks_RH_DefaultB_PFCd_5zDCwei_17Networks_RH_DefaultB_PFCd_5zDCbin_17Networks_RH_DefaultB_PFCd_5,0.0795993351055,-0.084114443422484,-0.087065492419203,-0.064573276417896,-0.09263358968024,-0.080219138760955,-0.329006605595278
17Networks_RH_DefaultB_PFCd_4,zReHo_17Networks_RH_DefaultB_PFCd_4gmd_17Networks_RH_DefaultB_PFCd_4zfALFF_17Networks_RH_DefaultB_PFCd_4zALFF_17Networks_RH_DefaultB_PFCd_4zDCwei_17Networks_RH_DefaultB_PFCd_4zDCbin_17Networks_RH_DefaultB_PFCd_4,0.184771915678359,-0.04311332631701,-0.006087662713491,-0.001472799782992,0.023182965690458,-0.013758044490246,0.143523048065078
17Networks_RH_DefaultB_PFCd_3,zReHo_17Networks_RH_DefaultB_PFCd_3gmd_17Networks_RH_DefaultB_PFCd_3zfALFF_17Networks_RH_DefaultB_PFCd_3zALFF_17Networks_RH_DefaultB_PFCd_3zDCwei_17Networks_RH_DefaultB_PFCd_3zDCbin_17Networks_RH_DefaultB_PFCd_3,0.116983910768626,-0.04697581772373,-0.050903907848354,-0.247675945356723,-0.10814828908283,0.011869609860239,-0.324850439382772
17Networks_RH_DefaultB_PFCd_2,zReHo_17Networks_RH_DefaultB_PFCd_2gmd_17Networks_RH_DefaultB_PFCd_2zfALFF_17Networks_RH_DefaultB_PFCd_2zALFF_17Networks_RH_DefaultB_PFCd_2zDCwei_17Networks_RH_DefaultB_PFCd_2zDCbin_17Networks_RH_DefaultB_PFCd_2,0.268555718149959,-0.000784384655454,0.015979994290153,-0.004946674717707,-0.149926166599117,0.142109579102277,0.270988065570111
17Networks_RH_DefaultB_PFCd_1,zReHo_17Networks_RH_DefaultB_PFCd_1gmd_17Networks_RH_DefaultB_PFCd_1zfALFF_17Networks_RH_DefaultB_PFCd_1zALFF_17Networks_RH_DefaultB_PFCd_1zDCwei_17Networks_RH_DefaultB_PFCd_1zDCbin_17Networks_RH_DefaultB_PFCd_1,0.115337806502174,-0.005109077670379,-0.026383262140239,-0.157140427038901,-0.033291711898921,0.045298861531708,-0.061287810714558
17Networks_RH_DefaultB_AntTemp_1,zReHo_17Networks_RH_DefaultB_AntTemp_1gmd_17Networks_RH_DefaultB_AntTemp_1zfALFF_17Networks_RH_DefaultB_AntTemp_1zALFF_17Networks_RH_DefaultB_AntTemp_1zDCwei_17Networks_RH_DefaultB_AntTemp_1zDCbin_17Networks_RH_DefaultB_AntTemp_1,0.00234112492845,-0.111335595535657,-0.099174339171393,-0.087076252499311,0.032706219737084,0.069710363034176,-0.192828479506651
17Networks_RH_DefaultB_Temp_2,zReHo_17Networks_RH_DefaultB_Temp_2gmd_17Networks_RH_DefaultB_Temp_2zfALFF_17Networks_RH_DefaultB_Temp_2zALFF_17Networks_RH_DefaultB_Temp_2zDCwei_17Networks_RH_DefaultB_Temp_2zDCbin_17Networks_RH_DefaultB_Temp_2,-0.257561868378916,-0.164370327376118,-0.15674735621415,-0.196016982246153,-0.020788220354895,-0.016881291676076,-0.812366046246308
17Networks_RH_DefaultB_Temp_1,zReHo_17Networks_RH_DefaultB_Temp_1gmd_17Networks_RH_DefaultB_Temp_1zfALFF_17Networks_RH_DefaultB_Temp_1zALFF_17Networks_RH_DefaultB_Temp_1zDCwei_17Networks_RH_DefaultB_Temp_1zDCbin_17Networks_RH_DefaultB_Temp_1,-0.255343198031543,-0.123844871564095,-0.161674934221581,-0.298762602428133,0.024855618240187,-0.009758580260193,-0.824528568265358
17Networks_RH_DefaultA_PFCm_6,zReHo_17Networks_RH_DefaultA_PFCm_6gmd_17Networks_RH_DefaultA_PFCm_6zfALFF_17Networks_RH_DefaultA_PFCm_6zALFF_17Networks_RH_DefaultA_PFCm_6zDCwei_17Networks_RH_DefaultA_PFCm_6zDCbin_17Networks_RH_DefaultA_PFCm_6,0.177042822954898,-0.021556565855216,-0.030057626903645,-0.181260386194378,0.034689315953148,0.082515416147479,0.061372976102286
17Networks_RH_DefaultA_PFCm_5,zReHo_17Networks_RH_DefaultA_PFCm_5gmd_17Networks_RH_DefaultA_PFCm_5zfALFF_17Networks_RH_DefaultA_PFCm_5zALFF_17Networks_RH_DefaultA_PFCm_5zDCwei_17Networks_RH_DefaultA_PFCm_5zDCbin_17Networks_RH_DefaultA_PFCm_5,0.141593093654823,-0.035341698635412,-0.020717568598821,-0.12309911511761,0.182766504585432,-0.017305436425659,0.127895779462753
17Networks_RH_DefaultA_PFCm_4,zReHo_17Networks_RH_DefaultA_PFCm_4gmd_17Networks_RH_DefaultA_PFCm_4zfALFF_17Networks_RH_DefaultA_PFCm_4zALFF_17Networks_RH_DefaultA_PFCm_4zDCwei_17Networks_RH_DefaultA_PFCm_4zDCbin_17Networks_RH_DefaultA_PFCm_4,0.149011979219149,0.006413818380281,-0.000629038321552,-0.213000735254395,-0.035736811631411,-0.088051541064588,-0.181992328672516
