parc_name,parcel_name,zDCbin_sws_rw_bonferroni,sws_rw
17Networks_LH_SalVentAttnA_FrMed_2,zDCbin_17Networks_LH_SalVentAttnA_FrMed_2,0.039959809477977,0.039959809477977
17Networks_LH_SalVentAttnA_FrMed_1,zDCbin_17Networks_LH_SalVentAttnA_FrMed_1,0.022795809886128,0.022795809886128
