parc_name,parcel_name,zfALFF_sws_rs_bonferroni,sws_rs
rHipp_L,zfALFF_rHipp_L,0.048209663552471,0.048209663552471
17Networks_RH_ContA_PFCl_4,zfALFF_17Networks_RH_ContA_PFCl_4,0.049117367061804,0.049117367061804
17Networks_RH_ContA_PFCl_1,zfALFF_17Networks_RH_ContA_PFCl_1,0.021599022918062,0.021599022918062
17Networks_RH_SalVentAttnB_PFCl_1,zfALFF_17Networks_RH_SalVentAttnB_PFCl_1,0.036656546502614,0.036656546502614
17Networks_RH_SalVentAttnB_PFClv_1,zfALFF_17Networks_RH_SalVentAttnB_PFClv_1,0.043977099915097,0.043977099915097
17Networks_RH_SomMotB_S2_6,zfALFF_17Networks_RH_SomMotB_S2_6,0.003193584685629,0.003193584685629
17Networks_RH_SomMotB_S2_1,zfALFF_17Networks_RH_SomMotB_S2_1,0.00482433478494,0.00482433478494
17Networks_LH_SalVentAttnA_Ins_1,zfALFF_17Networks_LH_SalVentAttnA_Ins_1,0.010949052948419,0.010949052948419
