parc_name,parcel_name,zALFF_sws_rw_r,zDCbin_sws_rw_r,zDCwei_sws_rw_r,zfALFF_sws_rw_r,zReHo_sws_rw_r,gmd_sws_rw_r,sws_rw
17Networks_RH_ContC_pCun_5,zReHo_17Networks_RH_ContC_pCun_5gmd_17Networks_RH_ContC_pCun_5zfALFF_17Networks_RH_ContC_pCun_5zALFF_17Networks_RH_ContC_pCun_5zDCwei_17Networks_RH_ContC_pCun_5zDCbin_17Networks_RH_ContC_pCun_5,0.051532407359711,-0.026444890191021,-0.021066289468946,-0.019383346570859,0.109373586802589,-0.137871486605094,-0.04386001867362
17Networks_RH_ContC_pCun_4,zReHo_17Networks_RH_ContC_pCun_4gmd_17Networks_RH_ContC_pCun_4zfALFF_17Networks_RH_ContC_pCun_4zALFF_17Networks_RH_ContC_pCun_4zDCwei_17Networks_RH_ContC_pCun_4zDCbin_17Networks_RH_ContC_pCun_4,-0.0200613312918,-0.012097645499541,0.011340709790094,-0.081826656290706,-0.106149724612672,0.015580674522373,-0.193213973382252
17Networks_RH_ContC_pCun_3,zReHo_17Networks_RH_ContC_pCun_3gmd_17Networks_RH_ContC_pCun_3zfALFF_17Networks_RH_ContC_pCun_3zALFF_17Networks_RH_ContC_pCun_3zDCwei_17Networks_RH_ContC_pCun_3zDCbin_17Networks_RH_ContC_pCun_3,0.039935029444963,-0.001278395162848,-0.012639988808563,-0.025053121272248,0.113909533740097,-0.097022406462207,0.017850651479194
17Networks_RH_ContC_pCun_2,zReHo_17Networks_RH_ContC_pCun_2gmd_17Networks_RH_ContC_pCun_2zfALFF_17Networks_RH_ContC_pCun_2zALFF_17Networks_RH_ContC_pCun_2zDCwei_17Networks_RH_ContC_pCun_2zDCbin_17Networks_RH_ContC_pCun_2,-0.073919338037256,-6.02985502130713E-05,0.005263250500684,-0.087533602383393,-0.015248752613223,-0.097065268240148,-0.268564009323549
17Networks_RH_ContC_pCun_1,zReHo_17Networks_RH_ContC_pCun_1gmd_17Networks_RH_ContC_pCun_1zfALFF_17Networks_RH_ContC_pCun_1zALFF_17Networks_RH_ContC_pCun_1zDCwei_17Networks_RH_ContC_pCun_1zDCbin_17Networks_RH_ContC_pCun_1,0.041777668762048,-0.006677982473823,-0.019750960913471,-0.157312156261152,-0.119296206822188,0.063047886478717,-0.198211751229869
17Networks_RH_ContB_PFCmp_1,zReHo_17Networks_RH_ContB_PFCmp_1gmd_17Networks_RH_ContB_PFCmp_1zfALFF_17Networks_RH_ContB_PFCmp_1zALFF_17Networks_RH_ContB_PFCmp_1zDCwei_17Networks_RH_ContB_PFCmp_1zDCbin_17Networks_RH_ContB_PFCmp_1,-0.030208108675878,0.066213120252054,0.060325771581008,-0.124897913922373,-0.052427835350973,-0.064903460393553,-0.145898426509715
17Networks_RH_ContB_PFClv_4,zReHo_17Networks_RH_ContB_PFClv_4gmd_17Networks_RH_ContB_PFClv_4zfALFF_17Networks_RH_ContB_PFClv_4zALFF_17Networks_RH_ContB_PFClv_4zDCwei_17Networks_RH_ContB_PFClv_4zDCbin_17Networks_RH_ContB_PFClv_4,0.004178402404712,0.143978457424783,0.183104743124246,-0.14614987737188,-0.036707077987861,-0.180466144672843,-0.032061497078843
17Networks_RH_ContB_PFClv_3,zReHo_17Networks_RH_ContB_PFClv_3gmd_17Networks_RH_ContB_PFClv_3zfALFF_17Networks_RH_ContB_PFClv_3zALFF_17Networks_RH_ContB_PFClv_3zDCwei_17Networks_RH_ContB_PFClv_3zDCbin_17Networks_RH_ContB_PFClv_3,0.020985337498183,0.126732264846025,0.150519173004962,-0.090239190114789,0.014831587625857,-0.165418175246383,0.057410997613855
17Networks_RH_ContB_PFClv_2,zReHo_17Networks_RH_ContB_PFClv_2gmd_17Networks_RH_ContB_PFClv_2zfALFF_17Networks_RH_ContB_PFClv_2zALFF_17Networks_RH_ContB_PFClv_2zDCwei_17Networks_RH_ContB_PFClv_2zDCbin_17Networks_RH_ContB_PFClv_2,-0.025543998236912,0.046099892943154,0.068802085521133,-0.02148648207695,0.085918658251224,-0.062957555446124,0.090832600955525
17Networks_RH_ContB_PFClv_1,zReHo_17Networks_RH_ContB_PFClv_1gmd_17Networks_RH_ContB_PFClv_1zfALFF_17Networks_RH_ContB_PFClv_1zALFF_17Networks_RH_ContB_PFClv_1zDCwei_17Networks_RH_ContB_PFClv_1zDCbin_17Networks_RH_ContB_PFClv_1,0.021081472083528,0.191131644498786,0.215589004363124,0.04047031428089,0.041438517182152,-0.107391285388634,0.402319667019846
