parc_name,gmd_sws_total_r,gmd_sws_total_p,gmd_sws_total_fdr,zALFF_sws_total_r,zALFF_sws_total_p,zALFF_sws_total_fdr,zfALFF_sws_total_r,zfALFF_sws_total_p,zfALFF_sws_total_fdr,zfALFF_sws_total_bonferroni,zDCbin_sws_total_r,zDCbin_sws_total_p,zDCbin_sws_total_fdr,zDCwei_sws_total_r,zDCwei_sws_total_p,zDCwei_sws_total_fdr,zReHo_sws_total_r,zReHo_sws_total_p,zReHo_sws_total_fdr,sws_total
dCa_R,-0.129393016218877,0.164399833961065,,-0.008949795025347,0.923703749041565,,-0.154050515993811,0.097249814111438,,,0.015505293923628,0.868216239177673,,0.025612911539194,0.783995150828338,,-0.110276648098205,0.236559052077741,,-0.361551769873418
dCa_L,-0.122887506785595,0.186845332108229,,0.184521812625989,0.046413233682002,0.048666690964411,-0.120078541807361,0.197198511805988,,,-0.03629888590832,0.697612742744088,,-0.041695507676887,0.655338823613455,,-0.145721954594854,0.116955585899557,,-0.282160584147028
vmPu_R,-0.076081439969528,0.41490432506412,,-0.075841291517576,0.41638285194,,-0.13767988859401,0.138791721371744,,,0.053101332872653,0.569618635871735,,0.062828876138418,0.500968338233718,,-0.076091411124831,0.41484300174438,,-0.249763822194874
vmPu_L,-0.044358515996321,0.634863223130096,,-0.02326906559386,0.803341597638176,,-0.027199235802214,0.770974985420075,,,0.070005026580262,0.453248110420591,,0.074815183446966,0.42273478139275,,-0.035310268580028,0.705463196078102,,0.014683124054805
NAC_R,0.05262515260526,0.573089590833634,,-0.018721111507275,0.841212206226216,,0.094978275411626,0.308382580816421,,,-0.006845936120459,0.941602465273181,,0.012641117722074,0.892396885896102,,0.06668083782123,0.475032322286174,,0.201358335932456
NAC_L,-0.036982864084746,0.692199954042748,,-0.010629140675715,0.90944348332105,,0.148522437994699,0.110010882255366,,,0.044911721653536,0.630643382476407,,0.043133979214685,0.644245554858775,,0.071033024331496,0.446625829118731,,0.259989158433955
GP_R,0.019026172520101,0.838659568498387,,-0.055939960029596,0.549135549300832,,0.066994237717271,0.472954625699418,,,0.045399881354647,0.626929552997075,,0.057049919757197,0.541224957492761,,0.024639209981156,0.79201697186309,,0.157169461300776
GP_L,-0.036181104489858,0.698546371578985,,0.00591085785708,0.949567593074602,,0.029849645369218,0.749364139455381,,,0.040726011940086,0.66285818335989,,0.047417626745415,0.611678514686967,,-0.000416794831295,0.996441509761294,,0.087306242590646
vCa_R,-0.080668310671848,0.387256718599243,,-0.16474792404962,0.075891575282264,,-0.103787242084529,0.26545607090891,,,0.032623718270249,0.726951402368181,,0.041446229254022,0.657268961675024,,0.001179122906976,0.989933173586198,,-0.27395440637475
vCa_L,-0.008843326062668,0.924608701311422,,0.001860746496343,0.984114394753801,,-0.141840942435049,0.12713554716499,,,-0.023623764007164,0.800405902273949,,0.007119441045195,0.939273765827608,,-0.076257826911271,0.413820313519186,,-0.241585671874614
cHipp_R,0.074992350641519,0.421634078111609,,-0.004856936930353,0.958550964827548,,0.008717552207837,0.925677862993047,,,0.00226963304067,0.980624255953047,,-0.016560533295715,0.859336804171853,,0.007908375196975,0.932559493351615,,0.072470440860933
cHipp_L,0.001966680177028,0.983210143644854,,-0.002890737468833,0.975323407892789,,0.295343304669028,0.001226014380402,0.014855420518547,,0.068969178831689,0.459975922975102,,0.063511932079017,0.496315828604114,,0.210774263367062,0.022543502459788,0.039714234785231,0.637674621654991
rHipp_R,-0.098167397142869,0.292346530761943,,-0.040530907079818,0.664375498698972,,0.228779381177027,0.013099360206228,0.033089177551158,,0.078010855319256,0.40313705038708,,0.078601304531626,0.399575795350497,,0.122328860534207,0.188872141751447,,0.369022097339429
rHipp_L,0.095624365833297,0.305088298872305,,-0.024872750612603,0.790090935378652,,0.351151278923888,0.000103656477703,0.006447047112337,0.026328745336531,0.106113360908291,0.254834017008815,,0.121165296828847,0.19314490680341,,0.10472121552012,0.26115554447323,,0.75390276740184
lAmyg_R,0.01756180213381,0.850927693835503,,-0.010918624808908,0.906988090051777,,0.238940868879882,0.009473238494009,0.029898253386518,,0.130834919068974,0.15970830152201,,0.133728604915097,0.150595724503079,,0.138390028544256,0.13674693952844,,0.648537598733111
lAmyg_L,-0.115200754652118,0.216150077116538,,-0.003113088195021,0.973425993437681,,0.224450540633938,0.01497995872473,0.03444788297338,,0.08500267504293,0.362177697014944,,0.094518362257173,0.310741676915128,,0.091308811807474,0.327531142870152,,0.376966546894376
mAmyg_R,0.042090480264934,0.652285241366617,,-0.03371090023381,0.718228982215205,,0.297219652322278,0.001136830084872,0.014855420518547,,0.125307171638234,0.178249542252419,,0.138683196907977,0.135909509888987,,0.107855701560857,0.247071368811467,,0.67744530246047
mAmyg_L,-0.094211794794237,0.312320706578534,,-0.092138152421792,0.323138110268428,,0.34384283517602,0.000147224615072,0.006447047112337,0.037395052228372,0.090318316567782,0.332827699191373,,0.085588698049396,0.358865723644457,,0.228672265938002,0.013143283978538,0.033089177551158,0.562072168515171
17Networks_RH_TempPar_10,0.009307861842832,0.920661016705984,,-0.054349158447275,0.560570300495892,,0.017500278760736,0.851443922972264,,,-0.133096101124126,0.152553367364834,,-0.126776006281911,0.173175255778087,,-0.056729702072036,0.543501346142885,,-0.34414282732178
17Networks_RH_TempPar_9,-0.067028716071616,0.472726351902893,,-0.137363755672203,0.139709437782649,,-0.078535626972667,0.399970999497184,,,-0.183465358958815,0.04770186077381,0.049053735370639,-0.158203914387062,0.08845392422606,,0.014902172033084,0.873298730260639,,-0.609695200029279
17Networks_RH_TempPar_8,-0.092725326731432,0.320050867401365,,-0.012218634623178,0.895972597251327,,-0.052207964521352,0.576138655851122,,,-0.15672026449731,0.091520272818242,,-0.151906788443517,0.102052266877887,,-0.027697899766191,0.766895004016928,,-0.49347687858298
17Networks_RH_TempPar_7,-0.039864490168659,0.669568384897185,,-0.100077193541653,0.283012857448362,,-0.034787659329972,0.709625753019956,,,-0.147704589792479,0.112004905298489,,-0.14141269216216,0.128299298321868,,0.08038400834069,0.388937432279165,,-0.383462616654233
17Networks_RH_TempPar_6,-0.075065796582938,0.421178260431131,,-0.119383438655909,0.199823271237765,,-0.046371158883808,0.619568011894151,,,-0.083005465456302,0.373606443279152,,-0.064673745981353,0.488454890601935,,-0.008401846550472,0.928362151158694,,-0.396901452110782
17Networks_RH_TempPar_5,0.02165165320698,0.816762416583568,,-0.23874272156669,0.009534482379165,0.029898253386518,-0.071199884479004,0.445556079217566,,,-0.186543524330992,0.044027806163517,0.04750728904574,-0.183177732574777,0.048057793374002,0.049220481923373,0.144212023730739,0.120838376059966,,-0.513800186013744
17Networks_RH_TempPar_4,-0.03686581198976,0.693125177072052,,-0.27865864729187,0.002347848133131,0.017539806641627,-0.092605308203563,0.320680347545574,,,-0.294216058520774,0.001282613535465,0.014855420518547,-0.284176940226614,0.001902012656855,0.015935533065991,0.07321633556364,0.432742960540588,,-0.913306430668941
17Networks_RH_TempPar_3,0.038598062621578,0.679479618228362,,-0.177805404616815,0.055120907130527,,-0.132078489268137,0.155742965015853,,,-0.132789349279856,0.153509639823155,,-0.136899503105523,0.141065481042092,,-0.089701398300907,0.33615402155331,,-0.63067608194966
17Networks_RH_TempPar_2,0.083794002930374,0.369068086045035,,-0.136853041427951,0.14120173946381,,-0.030156570960636,0.746873680409191,,,-0.050880748357192,0.585888667477235,,-0.044786615436468,0.631596656712713,,-0.023330105617379,0.802836197706789,,-0.202213078869252
17Networks_RH_TempPar_1,0.151906574252443,0.102052755855869,,-0.07323292994621,0.432638395881007,,0.105003402950676,0.259865603854853,,,0.064780894800415,0.487733263614485,,0.069904150426578,0.453900880335522,,0.066654507793173,0.475207103057814,,0.385016600277075
17Networks_RH_DefaultC_PHC_2,0.015006854866942,0.872416194778673,,-0.086445635295128,0.354056601359127,,-0.056990410762553,0.541647643921655,,,-0.139710869074205,0.13300482502675,,-0.134594198767966,0.147947360598924,,0.052315278956793,0.575353615060042,,-0.350418980076117
17Networks_RH_DefaultC_PHC_1,0.109449287999648,0.240115954475888,,-0.070659883814901,0.44902326626759,,0.122587529024358,0.187931693439336,,,-0.107495350533672,0.248663279979962,,-0.091117352779732,0.328550714746824,,0.023717944664723,0.799626872502129,,-0.013517825439576
17Networks_RH_DefaultC_Rsp_2,0.018497516636819,0.843084213775558,,-0.026979609056449,0.772773925835203,,-0.053530236921183,0.56650078446069,,,0.055308435366863,0.553661358566142,,0.071038725067604,0.446589257592064,,-0.050925017291434,0.585562243639888,,0.01340981380222
17Networks_RH_DefaultC_Rsp_1,-0.062531707076247,0.502999546963512,,-0.001175907846825,0.989960620906804,,0.034839614103989,0.709211550307105,,,0.047737056970341,0.609279050435475,,0.053348227064496,0.567822889899813,,-0.011447640657168,0.90250327989139,,0.060769642558586
17Networks_RH_DefaultC_IPL_2,0.109755772455423,0.238794035043436,,-0.053359117499559,0.567743741651827,,-0.087866559563853,0.346171428965812,,,-0.019303965975948,0.836336551396052,,0.022398687140504,0.810556901593705,,-0.153995391020439,0.097371032718021,,-0.182370574463872
17Networks_RH_DefaultC_IPL_1,-0.016830597110349,0.857067093461377,,-0.251851555927346,0.00615807629894,0.027869800286828,-0.169210086208581,0.068180683676575,,,-0.139549417367633,0.133457996468198,,-0.104864723157904,0.260498994604204,,-0.089313824273752,0.338254516992854,,-0.771620204045565
17Networks_RH_DefaultB_PFCv_3,0.07631301037674,0.413481515551159,,-0.07871565227059,0.398888279619697,,-0.122292774119969,0.189003613868309,,,-0.016429543836515,0.860438099829039,,-0.000948019770579,0.991906154340243,,0.077344375648415,0.407179340830768,,-0.064728603972498
17Networks_RH_DefaultB_PFCv_2,-0.078528511261594,0.400013831065206,,-0.116229078149742,0.2120508811873,,-0.134616451168542,0.147879743383541,,,-0.058410209405689,0.531607523013771,,-0.049939749062795,0.592846895071239,,0.039637891714651,0.67133766966837,,-0.398086107333711
17Networks_RH_DefaultB_PFCv_1,0.050467426365994,0.588940374260644,,-0.109661940665383,0.239198208070658,,0.09584654141904,0.303960815856413,,,0.002785325360235,0.976222983593741,,0.014053997065703,0.88045497021307,,-0.019481450975466,0.834853088506036,,0.034009898570123
17Networks_RH_DefaultB_PFCd_5,-0.065637454294356,0.481984965191533,,0.046925304197327,0.615384754657907,,-0.026917697777967,0.773281253096003,,,-0.066568102653185,0.475780911674625,,-0.08135292086945,0.38322747427218,,-0.129211509703102,0.16499758777275,,-0.322762381100733
17Networks_RH_DefaultB_PFCd_4,0.050083316698545,0.591782869375098,,0.127511854277767,0.170673599455361,,-0.021268971936795,0.819945723461661,,,-0.006076641817817,0.948155036669076,,0.018433853680359,0.843617380899302,,-0.007816083403204,0.933344712916954,,0.160867327498855
17Networks_RH_DefaultB_PFCd_3,0.044719119752029,0.632111206190832,,0.104548618309832,0.261946674183004,,-0.24492498805474,0.00777956337761,0.0292415330267,,0.019845589286497,0.83181135208604,,0.020015476271862,0.830393091607545,,-0.08633911899927,0.354652172839281,,-0.14213530343379
17Networks_RH_DefaultB_PFCd_2,0.197123855381612,0.033148779725931,0.044082670420872,0.244213788254439,0.007965736461591,0.0292415330267,-0.025049133507361,0.788637122956803,,,0.047709157367633,0.609488459178801,,0.063564912768254,0.495955913302794,,-0.081736799231593,0.380979305422722,,0.445825781032984
17Networks_RH_DefaultB_PFCd_1,0.122956950554067,0.18659449723223,,0.135359509644601,0.14563520807728,,-0.154571103090885,0.096110917306173,,,0.091302094702872,0.327566878953352,,0.075587116301388,0.417951074965558,,-0.034706247561674,0.710274968125476,,0.235928320550369
17Networks_RH_DefaultB_AntTemp_1,0.074573769978144,0.424237303985848,,0.040422959241099,0.665215584820833,,-0.051750544793598,0.579490415735054,,,-0.054468690840231,0.559707156597079,,-0.048904443221605,0.60054536421028,,-0.034749474439352,0.709930231131041,,-0.074876424075543
17Networks_RH_DefaultB_Temp_2,-0.040983743577209,0.660855916358402,,-0.220585002415469,0.016853390519023,0.035628445120417,-0.117886115313427,0.20556261201242,,,-0.124850529298206,0.17984910896713,,-0.117752192364667,0.206081648715803,,0.004527093371317,0.961363593883062,,-0.617530489597661
17Networks_RH_DefaultB_Temp_1,-0.004609982492752,0.960656739013963,,-0.177289010197097,0.055842635370769,,-0.194070573345395,0.036026062222339,0.04447808578329,,-0.087191114027914,0.349905831354188,,-0.124766668401479,0.180144004864182,,0.015938369991147,0.864570019574352,,-0.57198897847349
17Networks_RH_DefaultA_PFCm_6,0.079256137508206,0.395648135831945,,0.219719995139286,0.017299371911336,0.035628445120417,-0.121734034788371,0.191047749227355,,,-0.002403248132698,0.979483831808162,,-0.001813084902329,0.984521241303206,,-0.048068883000422,0.606790857389238,,0.124956881823672
17Networks_RH_DefaultA_PFCm_5,-0.024775389467038,0.790893730885739,,0.109394786293112,0.240351561577085,,-0.169224501544423,0.068156844516912,,,0.02559963171611,0.784104406255771,,0.037980013606554,0.684336609560992,,0.195955904474778,0.034225615406899,0.04447808578329,0.174930445079093
17Networks_RH_DefaultA_PFCm_4,-0.068227680341359,0.464825615624003,,0.15074173144261,0.104739313280364,,-0.243235987374655,0.00822812287386,0.0292415330267,,0.06093187318965,0.51400808747988,,0.057611109438105,0.537246897771187,,0.019725425200151,0.832814839654231,,-0.022453528445498
17Networks_RH_DefaultA_PFCm_3,-0.07175317398258,0.442019238378326,,0.152490983718472,0.100725437450438,,-0.149514700874637,0.107628904828655,,,0.06159993498558,0.509396128917902,,0.073521928921062,0.430819669176086,,0.000132043887708,0.998872638926381,,0.066477016655605
17Networks_RH_DefaultA_PFCm_2,-0.046114407026132,0.62151037769233,,0.094301275801928,0.311859280668068,,-0.112506702184744,0.227155454338546,,,-0.006296845785797,0.946279045882142,,-0.005513226486759,0.952956226417352,,-0.015202465737626,0.870767505303907,,-0.09133237141913
17Networks_RH_DefaultA_PFCm_1,-0.098827085775775,0.289099662370404,,0.01998519792557,0.830645823282241,,0.00823967054763,0.92974136780802,,,0.147857731123698,0.11162940096967,,0.171174180225986,0.064994376006985,,0.001266257040316,0.989189304531104,,0.249695951087425
17Networks_RH_DefaultA_pCunPCC_5,0.173072949873088,0.062030335187269,,-0.000942678379623,0.991951755649605,,-0.142670052490437,0.124905537623608,,,-0.007355792953468,0.937261809806153,,-0.000523061178766,0.995534242610369,,0.035226233390938,0.706131949345593,,0.056807598261732
17Networks_RH_DefaultA_pCunPCC_4,-0.070085443810779,0.45272810508143,,0.073678900610755,0.429833653176076,,-0.042236297474104,0.651159359091748,,,0.013277394107008,0.887015816242303,,0.020217009702846,0.828711345602317,,0.075445587139935,0.418825774732667,,0.070297150275661
17Networks_RH_DefaultA_pCunPCC_3,0.043952864614697,0.637964990510955,,0.131698285823778,0.15694740265659,,-0.044481721256102,0.633922395843527,,,0.045482802409986,0.626299627555097,,0.064963952771446,0.486501717684554,,-0.037648114978813,0.686950206298651,,0.203968069384992
17Networks_RH_DefaultA_pCunPCC_2,0.065250197087906,0.48457930235675,,0.1106867973368,0.234809477901261,,-0.126770077230855,0.173195521985562,,,0.031393691408307,0.736862086289354,,0.03067923995482,0.742638643721996,,0.026993970098932,0.772656259048747,,0.13823381865591
17Networks_RH_DefaultA_pCunPCC_1,0.126613090819214,0.173732756972764,,0.07754184130886,0.405979204821081,,-0.059935993428161,0.520922713231665,,,0.054430549054909,0.559982509462809,,0.079052468904591,0.3968672576071,,0.134555336298963,0.148065505874591,,0.412257292958376
17Networks_RH_DefaultA_PFCd_2,-0.175333911850063,0.058645851017589,,0.077412201290148,0.406766882051417,,-0.208223594812147,0.024268367428389,0.040288662266737,,-0.031002276537285,0.740025000810511,,-0.02023914914587,0.828526644572288,,-0.033602907703457,0.719093804543696,,-0.390989638758674
17Networks_RH_DefaultA_PFCd_1,0.031433569588091,0.736540087598918,,0.192916504844288,0.037167004068061,0.04447808578329,-0.299031625033686,0.001056362877751,0.014855420518547,,-0.036577009091928,0.695409912283571,,-0.023646069302016,0.800221382862667,,-0.030905991512254,0.740803720920957,,-0.165810620507505
17Networks_RH_DefaultA_IPL_2,-0.010116184101202,0.913796444011583,,0.051208315518132,0.583475276207654,,-0.118636335129266,0.20267236336929,,,-0.072832545158719,0.435165328392025,,-0.057732347805822,0.536389394011262,,-0.211221536709248,0.022252137579514,0.039524775840535,-0.419330633386125
17Networks_RH_DefaultA_IPL_1,-0.121484810975525,0.191964689263917,,-0.148710684224207,0.109555855817914,,-0.224255833493966,0.015069799461953,0.03444788297338,,-0.144702468870955,0.119566429362026,,-0.106301773806277,0.253986600568681,,-0.166359651625157,0.073029171763247,,-0.911815222996087
17Networks_RH_DefaultA_Temp_1,0.021198981816941,0.820528249756689,,-0.130218225960083,0.161702462444531,,-0.141398595288298,0.128337744416846,,,-0.095356058481343,0.306453534437733,,-0.096880650144302,0.298748970188538,,-0.11267994407062,0.226436105922462,,-0.555334492127705
17Networks_RH_ContC_Cingp_2,-0.107723989594191,0.247652409737902,,0.077307599112545,0.407403087817779,,-0.086798878680737,0.352085955636636,,,-0.197429812072518,0.03287146893138,0.043943963729318,-0.165672696718119,0.074238348243569,,0.034642299367802,0.710785066183933,,-0.445675478585218
17Networks_RH_ContC_Cingp_1,0.048790144215266,0.601398010916525,,0.086026592183174,0.356403224616029,,-0.156578339365315,0.091817962722117,,,-0.072853339631078,0.435033882472892,,-0.059861513165029,0.5214417404483,,0.118503997098247,0.203180066473082,,-0.035972458664735
17Networks_RH_ContC_pCun_5,-0.027657635536714,0.767224203986823,,-0.010695231063518,0.908882831141181,,-0.057886399544446,0.535300786805938,,,-0.027538196165646,0.768200982880998,,-0.020424186145182,0.826983317408885,,0.162057118758118,0.080871106322092,,0.017855470302612
17Networks_RH_ContC_pCun_4,0.078629460137766,0.399406444533841,,-0.047299116927203,0.612569773804469,,-0.200099430211639,0.030533918025054,0.043086750990909,,0.005184084279036,0.955761829606484,,0.027727654973262,0.766651752390647,,-0.055429109249052,0.552795159852728,,-0.19128645699783
17Networks_RH_ContC_pCun_3,0.020412522018508,0.827080584292735,,0.17122863273165,0.064907796296238,,-0.130406738409312,0.161090923037808,,,-0.100898614802012,0.279060330092395,,-0.097112048752053,0.297590844977321,,0.175941405331971,0.057762739095246,,0.039165158118752
17Networks_RH_ContC_pCun_2,-0.181273351028137,0.050470389519689,,0.009653684273461,0.917723420316362,,-0.193711189796819,0.036378155297073,0.04447808578329,,0.085754790060017,0.357930464833629,,0.086201729411169,0.355421289499064,,0.070057487704499,0.452908841116047,,-0.12331684937581
